pretty_comp,et_c22
Dy(NiGe)2,190.5
Ca2SiB2O7,298.7
Mg2PbO4,212.8
TmTe,178.2
FeAg2SnS4,62.6
Ba(ZnAs)2,112.4
CaGe2O5,191.5
ZnRh,228.5
SbSI,84.6
LiHfPt2,146.1
TbF3,216.0
Li2PmIn,82.3
BeV2Si,205.0
BaAgSb,8.7
Ti2GaFe,149.5
Li2NiSnO4,220.6
BaTa2Bi2O9,342.8
Li2SnBi,44.7
Pr3CuSiS7,121.0
NbSbRh,198.2
Th3Sb4,147.3
BeGaRu,255.5
TaFeSb,116.5
Sc3Fe2Si3,199.7
ScP,225.3
BeMoPt2,206.4
Sm3TlC,147.7
KAuSe2,34.9
SmCoO3,348.4
Rb2O2,56.8
Li4TeO5,22.9
RbNa2NiO2,75.0
TbAgHg2,87.2
MgWO4,218.2
PrNbO4,182.1
TbFeC2,411.7
NpN2,132.1
KZrBe2,46.7
TbBRh3,343.3
CeGa3Pd2,170.5
TbVO4,253.6
NbGaRu2,365.5
NaAlF4,198.8
Ba(PRu)2,199.8
LiAlVO4,124.2
Rb2S3,27.5
MnBe2Cu,220.3
Al3Fe,209.0
NpSnIr,172.6
Mo2AsP,184.0
MnAlNi2,136.3
LiBH4,48.7
RbHO,40.3
HfH2,239.8
SrLi2Ta2O7,360.8
LiBiF4,103.1
Tb2Au,78.9
Mn3Sn,221.9
Li4TiS4,61.1
BaBeCo2,72.0
MoP,333.0
BeTlIn,49.1
LiGaSi,105.8
BaCa(CoO2)4,144.8
RuAu3,199.0
NpB6,472.0
MoSe2,170.4
Nb3Al,256.7
AgCSN,38.6
Tm(FeB)2,239.0
Ti2AsRh,139.9
ZrBeHg,145.3
CdS,65.1
ZrBe2,233.0
Ba2As,48.5
BeSiBr,55.3
K3VO4,53.0
Mn2BeCo,207.3
Dy2Tl,85.4
CaBeNb,99.6
Na2CuP,77.3
PrCd,63.5
S3(NO)2,36.3
MgBeNi2,125.3
V3Cu,216.1
Cr3Se4,90.9
LiH3O2,81.5
LiAuF6,49.0
Li(CuP)2,147.7
TiZn(BiO3)2,190.8
Nd2ScSi2,135.6
YCuS2,127.8
Nd(SiRu)2,251.0
Be2InIr,179.1
Rb2PdBr6,25.7
TiInCo2,214.5
TaSiAs,268.7
Th(SiNi)2,250.2
H4IN,19.3
BaPdRh2,126.7
MnBe2Cd,38.5
AgBr,83.2
SBr,15.1
ZnTe,92.0
Na2LiBe,21.6
LuTiSi,145.0
Y2BeW,111.2
Ca(BeAs)2,158.8
Ti2CrTe4,106.7
Li7SbO6,161.5
Ag2HgS2,71.4
BiTeIO3,59.0
HoAlO3,315.2
Sr4Li(BN2)3,135.1
FeNiN,314.8
MgBi2O5,117.8
MnTe,78.6
BeTc2Rh,404.0
TiGaNi2,194.9
Na4CdP2,47.6
BeInSe,98.8
BeSe,144.5
ThSi2,150.8
Pr3Cd,53.3
ScGaPd2,157.5
CaBe2Ru,185.6
Ca2HN,106.4
Tm2Cr2C3,274.2
TaAlO4,346.7
BaTiPd2,108.2
Ga2CoAs,64.8
HfSbRu,215.6
Ti2AlTc,207.3
KMnSb,44.8
Ba4TiBr,8.3
DySbPd,153.0
Sm2In,76.6
B2AsP,351.0
Zr3In,137.6
HoCuS2,127.6
Be2RuW,244.2
Zn4P6N2O,247.4
BeZnO2,261.7
YbF3,133.5
TlBiSe2,73.8
ZnH4(ClO3)2,45.1
Ta(TeBr3)2,27.6
LiDyO2,147.1
U2Ga2O5,214.6
MgH2SeO5,123.3
CS2NF5,21.6
NbAs2,295.1
BeCo4Tc,327.8
BaSi2Br,76.6
YbAgO2,92.6
BaScNi2,69.0
Nd2O3,282.2
ZrZnN2,343.1
AlSnF5,110.5
ZrAlRh2,149.6
Y(FeGe)2,201.6
Sr(ZnP)2,133.7
BaTiTe2,42.1
BePtCl2,130.3
ScSbPd,146.7
BeAlB,369.6
MnBe2Ir,302.0
Ta2CdBi,55.0
CeP,160.9
VSe,88.2
MnAsPd2,97.7
NaYb(PS3)2,42.2
Pr2AlCo2,121.0
Th3Au,81.7
LiSc2Os,160.0
TiBe,173.4
CdF2,177.4
ScPRu,316.4
TiCdF6,45.5
LiSbS2,55.1
K2S2O5,44.0
Dy(CuO2)2,235.5
K3V,8.2
GeF4,13.9
MnSnRh2,72.8
Na2BH4ClO4,64.3
SbTeClO3,51.9
BaRu2W,73.1
KAlO2,122.4
YTiO3,362.4
TbCuSi,200.6
TiSb2,184.4
TlBSe3,28.5
UPt3,300.2
CrH,282.2
BeAl2O4,443.5
RbMnP,32.7
Cu2O,126.9
NaLuO2,272.0
U(SiRu)2,242.5
Li3FeF6,103.3
Nd(MnSi)2,186.0
TeAsIr,185.1
HoInAu2,114.3
Ba2Mn2Sb2O,59.1
RbLiO,71.2
SmP5,98.6
Li2SiO3,153.7
TiFe2As,181.2
YbCl2,52.7
TaZnRh2,164.5
HoCuSb2,126.0
Sc2MnAs,110.8
Zn3Ir,187.0
TaAsOs2,217.3
BeCuRh2,193.2
TbTlTe2,61.5
BeCuPt2,158.9
PrOF,203.9
NaMg2Be,53.0
UMn2,116.2
XeO3,46.5
KCrF3,106.8
Cu3N,243.6
HgS,62.3
Li2MnF4,34.3
DyPt3,253.9
MgTe,95.1
CaBe2Os,198.4
Na2SrBe,23.2
Ga2S3,63.7
TmPa3,102.0
SrH2O3,68.0
Bi4Te7Pb,66.7
K2BeW,36.8
Mn2P2O7,138.6
ErSe,221.7
SmSnPt,174.0
NpO2,367.7
SbAsOs,186.1
ErClO,113.7
TeRuSe,33.6
PrTl,65.4
K2RbPt,17.0
BeGePb,84.4
K3AsS3,33.9
ErHg2,129.0
HoMnGe,162.5
Pr3IrO7,272.4
Y3InC,175.4
CaBeTe2,42.6
YbSi2,47.3
MnFe2Si,159.6
Ca2Fe2O5,159.9
ZnCu2GeTe4,66.9
Mn(Sb2O)2,228.8
Mg2Ni3O8,242.8
Na2BeFe,51.1
ZnCu,120.9
RbBe2BO3F2,221.5
VCl3O,16.0
CeMg3,62.9
Cd(CN)2,35.7
FeCo2Ge,205.6
Mo3W(SeS3)2,152.7
TlAsF6,42.7
Pr5CuSe8,48.0
TbZr,102.8
BaSrLi2,24.2
Ba2YBe,16.1
CoN,301.9
TaS2,180.1
ErCuSi,209.4
CuCl4,99.1
USb2Ru,158.0
Ti3InC,286.6
YSi2,93.1
Dy(SiRu)2,255.8
NdCuO2,167.6
Rb3Lu,6.8
ScAu,144.3
NpAsS,147.1
PdF2,99.5
Na6S2O9,83.9
ZnNi2Ge,154.6
BaNiO3,169.2
Tb2C,132.9
Ba4MgGa,15.1
ScZnRh2,216.6
TiMn2Si,304.6
Ag2HgI4,21.7
Pb2S(O2F)2,94.1
ThSb,209.8
BeCoRh2,275.8
UTl2O4,145.3
TbScO3,334.0
Mn3PdN,522.6
Rb4NO,35.3
LiAlO2,141.2
NaC4N3,41.3
KMnCl3,34.9
Pm2CdSi,75.2
DyCuSn,153.8
TlI3,18.6
HfC,524.8
HfAlPd2,178.4
Si3As4,97.8
K2O,41.5
Ga2TeSe2,54.8
TiBe2V,105.6
Ti2MnIn,149.1
H4NCl,48.9
Sr3AlO4F,152.9
Fe3Pt,312.9
MgMnF4,149.2
Ba3BiAs,60.0
Cd(GaTe2)2,42.9
YB2,356.1
CaZnSO,133.4
TiTeAs,131.1
NbCrGe,300.4
CaC2,67.1
Bi2TeO6,145.0
Sc2Si2O7,298.3
Sr2NiTeO6,88.5
NaCaAs,69.2
Li3Cr,8.9
Nb3Ga2,277.8
VMo2As,190.5
K3Ho,8.0
Pr3Sn,72.9
DyCuSeO,185.3
Tm(CrSi)2,149.9
YbAu,98.1
Ca5P8,107.1
Er2SeO2,205.6
HfFe2,246.0
ZrAsRh,55.8
CeHg2,128.1
CeZn5,112.3
BaSO3,109.1
K2PtBr4,34.0
Be2NbCo,234.6
Ba2CaTa,23.4
BeZnFe2,183.1
Ba2Mn3(SbO)2,92.7
BH3,11.5
KHO,47.0
K2NaMoF6,99.1
FeBiO3,183.2
KAs4IO6,142.0
Ba2MgSn,35.6
Ce(NiAs)2,190.3
BaNiO2,166.7
Co2Ge,301.0
ScCoTe,215.7
BaMg2Fe,42.0
AlCl3,54.3
PtN,176.2
HoCo2,193.8
Er(CrSi)2,144.3
Ce3InC,158.7
Ti2GaCo,155.0
Nd3SnN,101.5
HfMn2Be,103.5
LuRh2,236.3
HoAs,200.9
CaZnF4,124.7
BeV2Cr,186.2
V5SiB2,458.9
YNi,112.2
Eu(HO)3,116.4
AlF3,116.0
Zn(InS2)2,90.3
NiAsS,204.2
SmNi,100.0
Fe2Si,344.1
TiCo2Ge,170.2
BeCdPt2,90.9
RbHoS2,93.6
OsC,332.4
KRb2VF6,57.5
NdSe,197.3
V2ZnO6,154.5
YOF,204.5
NaBeO3,157.9
SrSiO3,331.1
LiYb3,15.9
Mn2ZnAs2,123.7
Sr(CoP)2,179.1
BeVMo,354.0
SmSe,39.0
Zn2NiRh,205.8
K4CO4,46.3
Ga2NiS4,109.4
LiIn2Pt,99.1
HoIr,144.9
BaZr(PO4)2,162.6
Ti2AlFe,153.0
Tm(GeRu)2,204.3
BaTiSi2,73.0
Ni3Au,224.0
UNi2Sn,226.0
K2S,45.1
NaLi2B(PO4)2,105.8
ThPt,170.1
Na5LiN2,53.0
ThH2,134.6
P2W,399.9
K3H5Pd,32.0
BeSi2W,131.0
SnTe,63.4
ScCo3B2,389.9
KBaBe,1.9
BiBrO,117.4
TaAl3,247.2
YSeCl,20.1
YNbO4,228.3
K2ZnO2,72.9
VSe2,136.4
TbSnPd2,135.4
Bi(BO2)3,227.2
BeSO4,85.0
Li7Br3O2,79.3
KAlF4,111.2
TiInNi2,182.4
ErNi4B,267.6
CdCO3,185.4
FeCo3,325.6
CuI4,14.9
BaAu2,93.4
Np(MnSi)2,128.7
Fe(PS3)2,97.3
Rb3Cr,7.0
Rb2MnF6,33.6
GePb3O5,83.2
MnAlCu2,117.9
TlCoF3,110.2
TiBe2Ru,243.6
V2P4S3,51.2
DyCoC,365.4
PmInAg2,95.3
TlS,76.5
Ho3SnC,126.0
Ca3Tl,30.3
IrCl3,8.0
AlCrCu2,127.9
CaSiO3,139.8
V3Ga,237.1
NdBi2ClO4,162.6
MgBeIr2,170.7
SmSe,202.2
SrTiBe,32.0
AlCuO2,299.1
TcO3F,31.2
Cd(InSe2)2,47.0
FeNi,305.8
TmF3,214.1
BaCuCl2,33.9
HfSiO4,438.2
TiBe2V,182.5
RbAu(SO4)2,37.4
NbNi3,286.1
Li2RhAu,212.4
LiCl,62.0
CrB2,578.3
MnBeV,223.2
Y2BeIn,79.2
Al3Ni5,239.3
PI2,20.0
ZnSnAs2,80.1
MnInNi2,121.0
HgB2(CN)8,29.3
Ti2Si,14.5
RuO2,605.6
BaV2Cu,21.5
MgSiAs2,94.7
K2BeGa,25.0
Ba4BiP,24.6
BeFePt2,207.2
Sr(InTe2)2,42.1
BaSrYb2,16.6
Sm3Sc,56.9
NaBeCl2,34.8
NaMgBe,39.8
BeCoRh,307.8
K2VAgSe4,30.3
ZrNiBi,177.3
ScPt3,297.5
Hf2BeZn,161.1
TaRu3C,520.0
CdSnSb2,52.6
ScSiAu,225.2
CdAs2,45.3
TaGaFe2,367.3
HoPt3,257.8
BeI2,34.6
Li2AlPCO7,109.0
BeV2Cr,293.8
ThAs,177.3
TaOsPb,161.1
CaCrO2,101.6
ThSn3,89.1
ZnSbF5,34.6
Au2S,78.6
ScRu,251.6
SrCd,43.7
DyMgRh2,184.5
Mg(MoO2)4,168.9
LaVCrO6,340.5
ZrAlNi,214.7
PaZnRu2,219.0
HoLuAg2,107.5
HgCN2,92.6
MnBe2,403.5
Th(CuSi)2,222.1
TaTiOs2,338.0
Be2SiW,353.4
KAgO2,52.8
KSn2Cl5,37.3
Ga2CoRu,284.8
Mg2H6Os,155.5
DyAl,79.9
Mn2InCo,190.0
TiFeO4,221.3
NbTlBr4O,26.4
Be2CrBi,156.3
NbAlFe2,369.4
NaCN,78.6
Mg3Si2H4O9,220.1
ErMgZn2,96.1
CeFeGe3,183.4
AlNi3,162.4
Rb3Sb2Br9,16.4
Sc6FeSb2,135.8
V2O3,331.6
MgNi2,159.5
Sr2FeCuSO3,156.4
AlPt,196.9
ZrBe2Cr,121.5
BaCo2Br,30.0
SiOs,551.2
RbLuS2,97.6
BaSiC,41.2
Yb(GeRu)2,176.5
MgSiO3,409.4
Sm(GaPd)2,106.9
BeTlRe4,214.1
HoAl2Ni,125.1
YbP,129.6
Ba(MgSi)2,104.3
Rb3Os,15.0
BeSiPt2,250.4
TbPbAu,113.0
UBrN,142.9
Be2NiCl,153.1
Li2TiSiO5,254.1
TlSb,25.5
NaLiO3,97.8
MgCrF6,66.8
SnI4,11.3
Mg(InS2)2,84.5
HAuO2,39.0
K2UO4,176.4
BaCd,37.6
UGa3Ni,129.4
Ba2H6Os,85.4
CuTe2Cl,54.2
TiCoSi,297.3
V4GaS8,136.2
CrCdF6,55.2
Th2In,98.7
Th3Bi4,132.1
Sc3CoC4,370.5
SrBe2Cr,97.8
HoVO4,260.2
V2OF5,88.0
Rb2NiF4,80.5
CdCo3N,312.1
LiScS2,136.2
Sr(Li2P)2,106.0
MnInCu2,98.4
BaCuSeF,103.5
Ba4YPd,13.5
SbN,201.5
U2InRh2,173.1
BaCaCd,0.8
LuSiIr,253.0
TaBeTc,166.7
Ca(CoP)2,222.0
AgP2,110.0
Rb3Pt,26.2
UO,390.3
BMo,491.2
Ho(SiPd)2,189.8
Ba2YTlCr2O7,146.7
Ca2Si,83.4
Ca2IN,117.0
TiNbO4,279.7
HfSn,172.2
Pr(CoSi)2,226.8
Ba(CdP)2,101.3
SrSi,80.1
NbIO2,155.3
Cr3Os,442.3
SmAg,84.4
Ni4Mo,315.3
Li2TiF6,87.8
KNaSO4,75.0
YbNiSb,155.4
NbPS,314.2
CaClF,108.3
Ca2Mn3O8,193.8
Ti2BePb,101.9
TaAlO4,297.8
Sr(NiGe)2,154.1
Mn4BeTe,118.7
Y(CuO2)2,231.1
YbCuSi,144.2
Mn2BeCo,297.7
TlI,32.8
SnAs,139.3
K2ReF6,58.8
HgBr,19.4
LiFeS2,154.1
NdIr2,270.3
SNF,29.6
Sr7(HBr)2,72.3
Fe4C,132.7
CaAg,65.1
CdSnAs2,68.0
SbAsRh,159.0
Rb2IN3,35.7
NaVO2,202.5
CaBeGa,7.4
ZrS2,133.9
HoSi,208.2
K2RbSb,21.3
Ce(CoP)2,261.8
Th2Fe2Si2C,287.2
LiTiPO4F,183.8
BaInIr2,116.5
LiScSi,45.5
LiMnF6,48.6
BaIF,61.5
ZrCoSn,218.9
Sc2BeCl,88.0
Mn2PtRh,240.3
Rb2Te5,29.6
InPF3,39.8
YbTe,108.2
AsOsAu,75.8
NaNdSe2,85.9
YTi,31.5
HoNi2B2C,283.6
SiSnO3,293.2
NdNiC2,325.7
BeFe4Si,198.1
TlFeF3,103.2
Be2CrHg,156.4
AlFe3C,491.9
Sc3PbC,216.9
Hf2BeW,203.7
HfMnBe2,172.8
ErTl,69.2
HfAsCl,57.9
Mn2CoSb,91.2
BaTeCl,9.6
SrLiP,104.0
BaSr3O4,168.3
KBaHf,1.5
Ca(BeN)2,287.5
MgGeO3,331.1
HgSe,53.7
Sc2AlOs,162.1
KY3,47.1
MgNiH2,227.2
CaCdO2,209.1
Na2P2PbO7,91.8
Sr(MnSb)2,59.7
ZrV2,159.9
CoPtF6,96.7
VGaPt,166.7
HfZnN2,362.7
Hg2Pt,134.2
BaTlSb,26.0
MnGaCo2,115.5
Ti3InN,173.2
Rb2H6Pt,26.9
LiCuO2,219.5
CaBr2,34.0
HfAlNi2,211.4
TbOF,80.6
AsO2,57.5
SmNbO4,212.3
Li6V(OF)3,111.4
LiYMo3O8,328.0
Ta2O5,305.7
FeCo,49.8
MgSbPt,130.6
Ta2Co,340.2
Sr3Yb,15.9
CaBe2Ni,48.6
TiAlNi2,215.5
Ti2AlMo,202.8
CaBeCd2,52.6
Lu2AgOs,165.1
Sc(VGa2)2,203.2
YbSnPd2,129.3
KNiIO6,171.4
HoTmCu2,123.9
K2S5,38.4
SmOF,263.7
USe3,150.7
FeNi3,270.4
Sc6NiTe2,120.0
Cu2SnTe3,60.6
Ba2Pd2O5,192.9
Th(Al2Cr)4,261.9
K2TiF6,69.0
KMgP,78.2
Li5TaO5,169.1
ScBeCo2,127.8
CrGaTe,24.6
Na3N,56.9
Zn2Cu(AsO4)2,120.5
HfAs,181.5
HgC2(SN)2,44.0
Na5InO4,85.7
MgBe2Mo,141.5
YbTm3,53.2
Rb3Tc,10.7
BaTeBr,5.8
CaMnGe,86.5
Tl2Sn(AsS3)2,75.4
CaAgAs,111.0
Ti2CuTc,216.1
MgCrF4,115.4
MnGaRu2,327.6
ZrGeTe,164.4
MnCN2,64.0
In2HgSe4,40.6
ZnCrF5,111.8
H4N2O3,17.2
KAgSe,55.4
BaNaHg2,37.0
Sr2PdO3,291.0
Na3Co,17.9
YbBrO,80.8
LuP,227.4
AlFeO3,175.3
Y3AlC,174.7
Ca5Sb3,78.1
ZrBeZn,120.6
Cr2AsSe,183.7
KCu4Se3,72.8
YbH2,101.7
CaBePt,142.7
FeCl,122.7
Ce(SiIr)2,298.7
BaYMo2,134.1
Rb2TeBr6,27.4
U2SeN2,235.0
UHg2,131.6
BeCdRu2,273.2
MgCl2,42.6
CoCu2SnS4,87.3
OsCl4,33.5
RbSmSe2,73.9
HoGeAu,168.7
LiH,79.9
Al2IrRu,389.4
RbF,92.0
Rb2Yb2O5,77.5
ZrCoP,327.2
TmIn,67.5
BeCoPd2,169.4
Al3Tc,154.6
CrNiSb,146.1
Th(CuP)2,197.1
NdHO2,123.2
MgHg2,45.3
V2GeAs,136.1
OsC4(ClO2)2,23.6
Na4CO4,65.1
Lu2CoRu,220.7
Co3Ni,309.1
Fe3SnC,447.4
Pr(NiGe)2,192.7
NaBeSn2,65.5
NbSe2,136.3
Na2H4Pt,53.9
Ba4MgSn,20.1
SrGe(PO4)2,105.6
Li2Si,66.3
CeSb,103.5
BaErCuS3,90.7
K3Rh,16.9
BaScBr,0.5
Na2BeNb,71.1
Tb(SiRu)2,255.4
HgPSe3,56.7
Zn(RhO2)2,257.8
LiZn2Rh,118.5
Be2VFe,237.6
NaSi,38.5
CrFe2Si,199.7
Ag5(PbO3)2,115.9
Mn2Be2Te,71.8
SmMg,54.0
Cr2NiSe4,105.8
Zr2Au,178.4
DySe,47.4
BaAuO2,144.1
Zn(CrSe2)2,93.8
Nd(CrSi)2,181.5
Rb2ZrCl6,26.4
Na2MnCl4,50.6
ErRh2Pb,94.5
KCaBi,35.9
Sc3InB,160.1
PuNi5,374.9
TmZnPd2,119.2
Yb(MnGe)2,136.5
RbLiO3,63.5
Li4FeN2,85.0
LiAlSi,125.2
Na3MgP2HO8,149.5
ZrAlW,122.7
ZnCoPHO5,129.5
YScBe,109.5
BaMn2Cl,41.8
SrCaGe,59.5
VP,210.5
BeCrRu2,278.8
Te4Mo2WS2,142.6
BaTbO3,141.3
Sc(CuSi)2,180.3
NaAsS2,66.1
BaGaFe2,74.0
Zn2AsRh,74.9
GaAsO4,53.6
Zn2In2S5,95.4
NbInPt,138.2
NiCl2,61.5
MoC,613.8
KCO2,94.5
LiMn2(BO3)2,82.7
Tm2ZnRu,140.6
Fe(CoSe2)2,122.7
MgTe2,71.0
Mn2NiO6,254.2
CdCo2As,94.9
BeNi4Os,278.1
K(PRh)2,148.5
BeInBr,95.1
Sr3Ti2O7,284.1
AlFe3,197.4
Hf(VGa2)2,231.1
DyTlO2,193.7
UBi,171.1
HoInAg2,97.0
Ba2SrWO6,191.9
MnNi2Sn,115.9
As(CN)3,29.9
AlCuCl4,25.1
BHC4NClF4,23.4
V(CrTe2)2,46.2
KAcTe2,95.9
MgBeZn,93.4
Zr2Ni,163.8
CaMo2O5,89.3
AsPdRh2,140.8
Ca(GaO2)2,286.0
TmNp3,44.9
BeFeHg2,102.1
V3Te4,104.8
LaF3,129.8
HoNi,123.2
Ba3SiO,86.6
Dy(GePt)2,148.0
IBr,16.7
Pd2O,144.1
BeB2,576.3
ScBeIn,130.5
Sc3Sb,105.4
CaNiWO6,236.9
TiBe2Rh,191.5
PrMnSi,113.4
DyHO2,240.8
Lu2MgSe4,77.5
Sm3Pd,51.7
NbCrW,185.2
MnI2,44.9
RbYO2,189.1
ErHO2,207.3
NaMoO2,314.6
HfGeS,222.0
Ho2Be2SiO7,311.6
CeSiHRu,215.1
CoP,331.1
Fe(Sb2O)2,221.4
NaLi2Pb,36.0
CoB,505.2
Mn2GaCo,219.6
InSn2I5,28.4
AlVNi2,206.9
TePdI2,58.1
CaTlF3,102.6
CaPd3O4,271.0
NaPrS2,70.8
