pretty_comp,bulk_modulus_kv
LiCeSn2,53.0
NbF4,71.122
Co2Sn,148.95600000000005
YbSnPd2,98.833
Dy(FeB)2,132.167
Ba4Na(BN2)3,67.633
Rb2CaH4,19.855999999999998
AuCN,93.9
TmMgHg2,69.9
HfBrN,59.367
Sr2TiBe,27.4
ScSb,69.933
V3As,192.967
Ta2FeAs,168.6
LiPF6,29.878
LiFePd2,120.0
TbAu2,105.756
ErSi,94.611
MnAlRh2,189.63299999999998
SrLi2Be,21.078000000000007
Na3Al,15.167
BaNaHg2,22.389
ZrNi3,175.15599999999995
Sm3V,49.4
Sr5As3,39.689
Tm2AlZn,68.2
P3Ir,165.13299999999995
PuS,76.933
BaTiBr,13.467
TaSb2,101.822
HfBe2Zn,108.46700000000001
CaMn2Be,54.533
CaF2,88.133
BeV2In,118.211
Tl2CuF4,43.778
NaSrBO3,80.111
NdBi2ClO4,78.0
SmMgPt,85.76700000000002
ScSnO3,119.93299999999999
DyTiClO3,104.27799999999999
TmCo3B2,215.822
ScGeAu,98.1
SrScBe,37.922
Nd(CuGe)2,97.633
BeV2Cd,134.244
MgSnF6,36.422
SmScSi,72.7
Dy2Cr2C3,164.322
Yb(MnGe)2,88.9
Ga3BN4,213.567
TbBr,27.156
BaRuPt2,109.85600000000001
Dy(Al2Cr)4,119.444
LiCdBO3,95.333
LiYbF4,68.01100000000001
TcBr3,19.4
Sc2TeO6,158.811
Mg(HO)2,50.111000000000004
SbAsRh,115.2
ScNi,113.4
Er3AlN,98.8
PrCuS2,75.044
ZrBr,46.443999999999996
BeCuPt2,193.933
Zn(AgO2)2,73.9
DyAgTe2,44.911
Zr2NiP,153.944
NdSb2Pd,69.589
Sc2NiIr,142.033
Sm(SiNi)2,131.933
Ag8S,69.311
SrHg2,37.989000000000004
Li2MoO3,119.9
NiSnRh2,186.7
RbCrO2,128.178
Na6MgO4,58.7
ThCl4,42.933
DyAgSb2,71.578
LuNi2B2C,192.356
Ti2H4Pd,139.767
TbInCu2,87.23299999999998
Li3VO3F2,65.689
SnS2,22.378
LiMoO2,193.856
CaPbI4,23.478
Ba2CuF6,51.0
Ce2SO2,103.311
BeGaW,132.644
RbCeSe2,33.0
NbSiAs,147.189
Li5ReN4,75.044
AlAuO2,186.63299999999998
MnBe2Ge,143.244
Li2BeCd,45.31100000000001
Li2WS4,12.122
Sb2Te4Pb,35.133
AsRh2,190.833
Ag5(PbO3)2,97.456
Fe3RhN,185.4
UCO5,73.244
Yb5Sb3,43.71100000000001
Er2Au,72.8
Cr(SiO3)2,126.37799999999999
Ca2Mn3O8,135.578
RbMgF3,73.267
Sr(CdP)2,57.067
RbLiCrO4,33.789
AlSi,71.333
BaNbCd,14.467
Tl2Au,42.71100000000001
U3O8,173.356
P2Ir,189.956
SiTe2,35.54400000000001
YCo5,155.856
Lu2CuPt,108.133
Ca(SmS2)2,75.033
Na2CaBe,19.444000000000006
MgNbRu2,192.63299999999998
TiCoAs,120.833
ScVO4,158.267
K4ZnAs2,17.122
NaO3,31.389
HfMgIr2,192.667
UNiSn,106.667
LiTi2As,80.7
YbS,68.5
Cu3SbS4,68.933
Si2B2O5,165.033
Ti2B,160.078
Be2PCl,64.14399999999999
Y2Si4Mo3,153.089
Ba3(HIr)2,38.211
TbPO4,153.267
Zn(SbO3)2,134.656
Ba4CaV,12.3
BeFeNi2,180.067
LiSbAu,55.967
CaCN2,81.133
SmSF,109.8
YCuO2,125.42200000000001
V3Pd,198.36700000000002
MnSnAu,80.2
Pu3Ga,44.033
Sc(CuSi)2,118.911
HfNi2Sn,155.767
SiH,36.022
VNi2,211.333
ZnGeN2,168.13299999999995
TiFe2Sb,185.567
K2BeFe,17.111
InGaTe2,25.589000000000002
MnNiSb,110.73299999999999
PrOs2,193.3
BeFeBr2,37.922
ThFe5,150.844
VP4,114.456
HoI3,12.456
LuVO4,151.189
TcAsPt2,210.36700000000002
Sr2BeV,26.533
SmSnRh2,132.63299999999998
Ca4P2O,65.933
HfZnNi2,155.86700000000005
BePtCl2,71.211
ZnNi,148.7
NaSnN,56.778
NiC2(SN)2,32.667
MgNiSb,83.73299999999998
SnPt3,198.7
Cr2FeTe4,51.956
HoMnGe,95.789
Mg2BeFe,67.867
Tl2SiSe3,20.522
Li2NdAs2,46.278
Al2CdTe4,30.622
RbLuSe2,42.144
BeTlFe2,123.911
VSbRu,161.86700000000005
NaHO,32.978
Pu2SO2,89.48899999999998
FeCu2Sn,112.333
ReSn3,90.133
InPH2O5,67.289
BaSnO3,141.8
Mg2SnN2,82.07799999999997
Ge3N4,214.567
Sc2BeCl,29.389
NaMnBe,19.477999999999998
Rb2SnAs2,20.011
K2RbPt,10.067
TmIr,149.067
Be2GaFe2,115.478
BeVSe,131.033
TaBeFe,153.9
RbVP2S7,24.956
BaCeO3,118.43299999999999
K3VO4,38.156
Be2C,204.8
SrBePd,61.067
US3,34.244
ZnSiP2,84.26700000000002
ThCu2,99.133
Ti3As,129.13299999999998
SrGaSiH,55.821999999999996
PmBiRh2,115.1
Ba2BiSbO6,126.056
PtSe2,66.089
CaBeIn,44.367
NaAsSe2,25.489
BeV2Se,147.056
Ba2ZrO4,114.189
ZrCuF6,28.622
NdTaO4,147.144
ScNiP,130.36700000000002
DyS,102.867
YSnF5,63.078
UCuP2,120.289
NpRh3,220.533
TiSnPd,121.6
KNaSO4,37.389
Yb(NiGe)2,98.667
NdPPd,114.03299999999999
ZnNiF6,56.544
AsPdRh2,180.6
Hg3Ir,108.72200000000001
TiBe2Nb,138.156
RbAlF4,67.811
SeOF2,16.822
HfCo,171.1
BaP2Ru,70.7
Mg2SiO4,193.24400000000003
NaNbO3,185.167
DyTiGe,90.92200000000001
TiHg,110.51100000000001
Ba2ZnN2,58.989
CaMo2O5,79.722
CaSbF6,20.889
InNi3,153.63299999999995
Sr2As,34.7
NiMoO4,154.811
TaSbRu,177.567
CuNi2Sn,148.8
Ca(NiP)2,115.133
SrGe(HO2)2,84.822
Ti3Zn2O8,154.6
ZrBeNb,126.01100000000001
VGaCo2,202.967
K3CrO8,42.6
CaNiN,118.06700000000001
CaIrO3,173.97799999999995
KSrCO3F,49.967
CuF2,117.22200000000001
K4ZrBe,6.632999999999999
HoSiIr,151.2
CoTeO4,86.656
CoGe,137.567
Sr2MnO4,124.022
Pr3Ga,46.433
YCu,73.333
AlClO,72.056
Cu2SnTe3,46.943999999999996
BeV2Os,218.7
YBi,56.333
LuTiGe,96.756
VOsCl,122.7
PrHg,59.633
Mn2V2O7,91.46700000000001
SrCa2Be,20.967
FeGe,156.167
TaS2,100.43299999999999
LiCaGaF6,68.6
PmInPd2,100.4
CdCu2SiS4,74.178
LiMnSb,60.411
Li3SbO4,94.22200000000001
MgGeAs2,53.856
TbTlAg2,73.733
Na2H6PtO6,37.378
ScRh3,193.233
YbS2,54.0
HoBi2IO4,79.456
BeSiRh2,229.6
K3IO,22.666999999999998
NaMnSe2,28.63300000000001
USO,129.356
KBa2Re,16.467
Ag(TeMo)6,42.422
SrMnSn,40.756
PmN,150.433
NaHF2,34.266999999999996
Rb2NiF4,49.533
PrB2Rh3,203.422
Zn2NiRh,163.533
Ba2Mn3(AsO)2,88.62200000000001
Sr(ZnP)2,65.47800000000001
RbHoSe2,40.733000000000004
AgClO4,31.666999999999998
SmMgAu2,85.6
MoCl3,32.756
Ho2SeO2,121.256
LuTlS2,52.633
TiF4,19.456
TiP2O7,80.311
YZnAsO,80.47800000000002
Ca(VN)2,108.7
CuAs2,83.744
Li2RhAu,81.14399999999998
LiH3O2,40.544000000000004
KGeCl3,15.222000000000001
Mn3Zn,179.489
Sr2HfO4,120.56700000000001
Sc2Sb,74.844
Nd2ZnIr,86.53299999999999
HfBe2Ru,154.6
MgNiPO5,127.044
CoPt,221.41099999999997
BeZnP,59.256
Cd3SiO5,129.378
ZnCoF4,72.0
LiBH4,18.089000000000002
Ni3Bi,138.0
Na3DyCl6,24.4
Mn2CoSb,174.4
Yb(SiOs)2,149.267
LiHg,34.867
Na2Ti2Sb2O,62.343999999999994
TiFe,195.86700000000002
Ga2FeS4,43.622
LiHF2,60.0
ErAu2,111.711
BeCo4Hg,151.3
BeTlRe4,215.833
Sc2MnC,127.7
LiNi2Ge,132.433
Er3GaC,49.033
BaYCl,12.533
Al2CoOs,202.733
YbGa4,54.888999999999996
CrFe2Sb,191.7
MoP,217.122
NpAl2,77.567
Ho3SnC,42.933
KBaMo,6.867000000000001
ErRh5,189.84400000000002
InF3,36.455999999999996
BeGeOs2,227.34400000000002
KBiO2,40.367
BeZn2Ge,74.689
LiYbAlF6,81.722
UCdO4,162.678
Ti2MoAs,158.667
BeSnSb,39.389
Tb(NiP)2,144.667
SnF2,24.767
BaTlSn,22.566999999999997
HoNbRu2,180.4
KSbS2,22.811
UBr4,18.344
Nb3Si,178.433
Si3As4,59.467
BeVFe2,185.1
Li5CrCl8,27.366999999999997
Al2Pd,109.7
HfScBe2,83.48899999999998
NaAg2,52.266999999999996
K4CO4,21.721999999999998
TlAs,39.533
KMnP,15.244000000000002
MgO,151.733
LiHo3,35.356
Pu3Sc,48.333
K2BaGa,9.511000000000001
Y2AlSi2,87.35600000000002
NdMg3,39.233000000000004
CaTiO3,182.822
TlBSe3,26.933000000000003
Er2Al3Si2,87.189
Yb(SiRh)2,132.45600000000002
Ca2PI,37.522
CdCuSb,57.633
HfSe2,39.489000000000004
CrCoTe,116.1
KBaCd2,14.4
U(SiAu)2,125.23299999999999
Tm2AgRu,104.4
CoSi2,171.36700000000005
YMnBe2,71.744
CaTiS2,88.12200000000001
RbCd(NO2)3,35.589
LiTiV2O6,108.789
ZrS2,44.089
HoAu,96.667
Te2I,19.756
MgSnO2,43.989
CeAlO3,206.63299999999998
Sm3Si,58.422
SmAlSi,87.42200000000004
Ca2BeCr,36.3
Mn5O3F5,80.911
NbAlO4,180.956
Rb3Er,5.843999999999999
K3VSO3,29.410999999999998
TiGa,117.589
CoSb3,84.0
Sc2C,76.822
SrTaBe2,72.9
Rb3Cr,4.467
ScBeIn,81.678
CoSO4,75.222
U2InPd2,105.73299999999999
BaLiCa,6.3329999999999975
EuTlS2,48.821999999999996
MgS2O7,40.367
BeGa4Tc,105.5
Ba3Ti2O7,103.111
Li(Co3P2)2,197.1
Tl2CdGeTe4,24.744
KBeMo2,99.53299999999999
ScHg,82.667
Y3GaC,81.467
Ag2O,114.4
Pm2SiHg,70.333
Li2MnO2,90.367
AgCl,55.8
TbAgHg2,77.867
NaTc2As,146.233
BeNbW,202.011
Yb(MnSi)2,107.044
TaGaFe2,225.967
TbSe,85.26700000000002
Sm3AlN,35.766999999999996
Na5CoSO2,40.311
FePSe3,37.967
Rb3Sb2Au3,21.156
GePb3O5,60.843999999999994
RbNdO2,78.344
Sr2ZnCu2(SO)2,87.72200000000002
VAu4,141.189
LuP,94.333
DyIn5Rh,70.689
TmI3,12.667
Mg3H4O5,67.244
YbSbPd,48.967
KBeTc2,110.2
Ba2CrBr,17.067
Ho2CoOs,122.633
HoTlSe2,44.489
ScGaPd2,132.033
Nb3Os,229.567
ZrBeBi,73.067
TiBeGe2,110.8
FeCl2,51.067
USbRh,120.167
RbTeAu,17.944000000000006
NaLiTe,23.066999999999997
NaNbSe2,66.14399999999999
NaRu3,178.733
CaBeSb2,47.888999999999996
BeNiRu2,236.967
Ca2Ti3O8,138.389
SmCuS2,81.778
CaSbAu,63.078
Pm2AgRu,87.6
TiBeZn2,110.0
MnNbAs,138.733
ScSbPt,114.8
AsIrBr,78.167
Ba4ScBe,12.4
Ba4TiBr,10.567
CrCo2Bi,135.267
Tm2AlSi2,92.72200000000001
SrHfO3,164.233
H7BrO3,15.856
ZrO,162.86700000000005
KBaV4,18.967
Ce(CuSi)2,113.867
KNaTiO3,69.044
BiF5,61.343999999999994
RbBaSiHO4,62.18899999999999
CF2,13.167
Te4Mo(WS)2,48.022
ZnCu2Ni,142.567
ZrBe2Ni,135.36700000000002
MnBe2Te,67.333
Mn2BeCd,148.156
Nb3SBr7,36.922
AlCo,179.533
InH5(NF)2,45.433
Mg(BH4)2,24.533
TeAsIr,126.7
FeF2,142.4
BaZnO2,89.22200000000002
LuNiBi,86.3
Rb2TeBr6,16.467
ZrSiPt,154.9
LuInCu2,92.9
SnBrCl,17.922
Li3P,40.811
Mg(IO3)2,44.788999999999994
CoBr2,27.378
TmRh,126.1
LiCd,37.733000000000004
HfFeP,211.644
CrNi3,204.267
BeCoRh,196.28900000000002
Li2Mn4O5F3,114.42200000000001
SrO2,87.167
Th2Pd,89.01100000000002
VMo,207.13299999999998
UGeS,75.433
BaV4ZnO8,115.8
SrMgGe,43.089
Ba3Te,19.6
SeS,76.667
ScGa3,72.367
TaBeCl,54.288999999999994
RbBeH3,13.078
RbTlO2,77.3
Pr(Re2Si)2,167.433
Ba2LiOsO6,92.6
NaMoF6,26.5
YSi2,84.35600000000002
Na6ZnSe4,28.244
MnGaGe,109.8
NbNi3,210.033
Ba2Mn2Sb2O,40.6
Sc2GaAg,85.333
Eu2C(NCl)2,74.64399999999998
Na4CO4,40.089
TbCd3,61.0
Fe(NiSe2)2,97.256
KBaV,9.033
BeGa2Mo,152.933
Mg(CoS2)2,103.43299999999999
Sc2MnAs,112.867
CaBeNb2,68.867
NdHf,61.933
Mg2VO4,162.36700000000005
Tl(FeSe)2,48.089
LiFeP,89.822
CaInBr3,23.355999999999998
CeVO4,129.344
Hf5Te4,80.467
AlSiP3,85.03299999999999
Ba4BiP,22.6
BeCdCo2,124.26700000000001
Lu8Te,51.989
NaPrS2,54.033
ZnRhF6,47.567
BeTl2Cr,46.667
CuAu,141.944
NaLaTiO4,119.85600000000001
NiPbF6,33.178000000000004
BBr3,8.722000000000001
BeSiRh,187.856
ScBe2Cl,61.678000000000004
BaVBr2,27.522
BeCo2Cl,56.178000000000004
K3Na(FeO4)2,34.878
BeCu2Br,61.343999999999994
LiAl2Pt,124.93299999999999
In2Co3S2,95.056
MnS2,23.656
DyZnRh2,135.933
BeRh2Cl,127.789
K2HBrO,20.511
CaBe2Si,64.533
BeAgMo,166.63299999999995
DyN,171.033
DyNiC2,169.86700000000005
FePd,162.278
TbScO3,176.86700000000005
CuClO2,32.567
LiBeIn,50.422
CdCl2,25.933000000000003
CrS2,20.767
Ba5Ta2Cl2O9,55.356
RbTbS2,47.144
DyGe,82.07799999999997
USb2Pd,92.5
Tl2GeS3,21.444000000000006
Hf2BeBr,44.388999999999996
CeMg3,39.9
Ca2GeO4,145.6
MgBeFe2,113.889
K3Ho,7.267
ErTl3,50.8
ZrCoBi,121.2
Au7I,83.389
Th(FeGe)2,143.911
ZrAu2,150.689
BeFe4Pb,114.0
Sm2ZnIr,92.76700000000001
Sr2BiAu,39.2
ZrGaNi2,156.667
ZrSeO,150.156
Ga2BiAs,46.089
BaAgTeF,47.1
Ba4PdW,19.5
PrSn3,56.4
BS2N2OF7,16.222
CdFe2As,97.333
TiZn3,100.03299999999999
BaNd2PtO5,132.578
HfH2,149.86700000000005
Ba(AsRu)2,86.48899999999998
KF,42.667
LiTiPO4F,82.2
Th(PS3)2,25.433000000000003
FeCo3,200.13299999999998
La(CoB)2,141.289
ScAg2,95.23299999999999
Tm6CoBi2,63.522
SrBeBi,39.278
Pr(ZnP)3,73.344
PrMnSi,69.889
YP5,70.189
ZrP,135.13299999999998
ZrSnPt,136.7
NaCuSe,44.244
V2GeC,181.0
BeZn2Cl,39.578
Cr3Ni,244.63299999999998
Tl(Cu3S2)2,56.856
Er(PRu)2,171.333
MnTlCl3,40.0
ScBeHg2,87.48899999999998
LuBi2IO4,81.444
ErAg,76.767
BaInSb,24.866999999999997
Rb3TlF6,31.0
ScBr2,39.411
Fe3Se4,67.967
NaBeIn,27.811
YBeZn,69.333
Zn(NF2)2,33.455999999999996
FeAs,161.856
Zr2Cd,85.689
Li2H2Pt,49.81100000000001
ScVRu2,199.767
YCd,61.333
TiCoSi,183.7
YCuS2,73.64399999999998
VCoSn,117.133
Hf2GaSb3,92.656
Ta2CdBi,109.0
BaTePd2,60.967
V3Co,213.233
Be2TcRh,205.34400000000002
CaZrBe,54.843999999999994
NaNi3,100.43299999999999
CePt3,179.267
TmCdPd2,110.3
BeSiNi,137.13299999999998
LiCu(PO3)2,84.23299999999998
MnSn,84.656
Rb2H6Pt,17.3
Ta2Te4O,18.044
MgAs4,46.856
Ba3BiSb,20.7
CrHO2,62.433
LiGaCl4,15.655999999999999
Na2CoP2O7,48.3
NaHS,23.178
Mg3BN3,105.12200000000001
Yb2AgIr,76.267
Mg3Al,43.033
BaSn2Te,16.744
K2AgSb,20.367
V2ZnO6,106.01100000000001
NaAsP,45.266999999999996
CdSO4,74.389
UH3,110.06700000000001
ErPd,102.53299999999999
Ti2BePb,84.522
Tl3AsS3,22.7
MoWS4,44.266999999999996
Ba2CrIn,23.433000000000003
Sc2O3,182.08900000000003
ZrCrFe,136.86700000000002
FeP4,135.6
K2UO4,71.767
CaCeMg2,30.066999999999997
BaInIr2,98.73299999999999
Mn(CoO3)2,103.14399999999999
K2TaF7,29.866999999999997
Yb3Mn,20.167
FeCl2,29.533
Li6WO6,97.56700000000001
Ti6O,134.578
TiAsRh,130.467
Na8N3O,40.6
Rb3H5Pd,17.633
Ca3TeO6,120.689
LuBO3,165.889
CaBeBi2,44.922
Na2MgCl4,30.844
MnBeNi2,164.18900000000005
Sc2AlTc,110.7
ZrV2,141.167
AgSe,54.766999999999996
TaNbAs,118.76700000000001
PmH3,91.167
Li4BeW,50.367
CeTh2O6,189.933
AuCl2,18.767
Ca(AsRu)2,104.96700000000001
VBr2,19.922
SrCN2,66.044
Rb2SnCl6,17.867
NaInS2,51.122
ThSiO4,176.58900000000003
ScSbRh2,156.833
BaSrCa2,13.333
ScInPt2,146.36700000000005
NdSn3,57.033
RbLiO3,40.7
CeSiI,35.156
TiH2,139.0
Pr3SiAgS7,70.111
NiAgO2,160.52200000000005
Ba2TbSbO6,139.067
SrCaBe2,33.689
Mg2PN3,157.6
HoZn,65.733
ZnGeO3,194.833
TmB2Ru3,228.15599999999998
SiH2C2(NF)6,28.666999999999998
Ba4NaTa,11.732999999999999
Rb2PtS2,41.144
ScAsW,86.9
Te(HO)6,27.833000000000002
Li2PrAs2,45.644
Cr2S5,36.821999999999996
Cd3As2,46.766999999999996
K3P,15.967
LiCN,10.456
V3Pb,153.767
KTeOF3,24.9
DyAgSn,77.422
InSn2I5,17.178
BeCo2P,220.389
Sr3AsP,31.5
HfNi2,180.36700000000002
CaHgO2,83.178
CaSn(BO3)2,131.389
BiSBr,25.711
Tm2TeO2,110.311
Rb2RhF6,32.2
FeCo2Si,207.567
TbPd,91.35600000000001
NaSO4,37.678000000000004
Mg(SnN)2,38.622
NaBeCo4,117.23299999999999
FeSiW,233.233
KTcO4,27.256
KAu(I2O)2,25.733
MoP2,169.956
ZrSiS,128.756
CaCO3,61.788999999999994
KHgSb,28.011
Al2NiRu,180.267
SrAuO2,91.333
K4V2O7,39.133
CuAsSe2,47.8
ZnFeO2,44.144
TiCl3,23.956
ZnCoF6,55.411
TmCl3,27.467
Ti2InFe,127.26700000000001
TlPd2Se3,39.367
Ca5Si3,42.989
YbO,139.4
CaTe2O5,34.189
LiAlSiO4,123.556
Y2Al3Si2,83.478
CaBeTc2,139.033
ScNiBi,91.867
Ti2BeSb,99.689
TmAlSi,90.9
Mg3Mo,73.467
InFeCo2,158.767
Sc3CoC4,184.52200000000002
ZrFeSb,125.56700000000001
Lu2TlAg,73.733
Na3BS3,24.533
Sc6FeSb2,77.767
Ce(SiRu)2,151.02200000000005
Se2NCl3,13.856
KBa2Pd,17.567
Rb2PdBr6,18.233
BaNiRu2,85.256
Dy3SnC,87.133
Yb(As2Rh3)2,172.989
FeBO3,234.81099999999998
Li2GePd,63.233000000000004
PAuClF3,13.622
LiAgF3,51.544
BeFeOs,217.511
PuSi3,83.07799999999997
SrMg2N2,99.37799999999999
BaCuSeF,58.367
Mn2VGa,192.767
HoSi,93.72200000000001
NiTe,99.72200000000001
Sb2S3,32.156
Ba4ScGa,12.7
Zr2Fe,125.589
SrNd5S8,77.85600000000002
NaBeRh2,124.289
BeMoSe2,65.611
YSi2,82.22200000000002
BaInMo2,89.344
BaTe,35.5
Sc6Te2Os,74.422
AcGaTe2,45.367
SrCaSi,37.321999999999996
KBeNb2,77.52199999999998
AsIr2Pt,221.567
Tl(CoS)2,57.611000000000004
PrAlGe,75.867
CeCuGe,85.92200000000004
ScSnRu2,173.1
LiGaO2,136.45600000000002
Sm(SiRu)2,146.322
Li2CrCl4,27.244
Sc3SnB,85.333
SrZnO2,96.8
UCuPO,136.233
SrNiSn3,58.943999999999996
CrP4,123.756
Pr2CrS4,84.72200000000002
AlCr2,185.41099999999997
EuCd,57.667
BaNd2CuO5,127.633
BiS2,38.944
InHg,29.666999999999998
NdIr3,195.63299999999998
PrCuSe2,64.656
BaTaMn2,44.3
PrY3,38.744
TlPbI3,20.822
AlAgTe2,45.489
SO3,18.067
HoAu4,122.62200000000001
Pr3AlC,64.2
MgSnP2,57.266999999999996
Ti3Sn,115.93299999999999
Ca(AuO2)2,111.756
LiBeGe,48.478
RbBe2F5,24.566999999999997
MgAl2Cu,77.467
Zn(CrS2)2,80.767
TiBeSi,105.656
NaSb(PS3)2,21.3
K8NO3,29.4
ErSCl,38.478
CoMo,236.667
Li4Mn(BO3)2,85.85600000000002
Y2Si2O7,145.167
KErS2,49.489
HgPb2(ClO)2,42.167
Tm(SiRh)2,159.111
NpTeAs,68.056
U(MnGe)2,159.944
BaTi2Ga,54.343999999999994
Sr3Ge2(BO)6,92.57799999999999
FeCoSn,146.556
KCu4AsS4,44.9
Na3AlF6,52.367
TePd,99.2
