pretty_comp,et_c55
BeGa2Fe,86.4
CaSc2Be,29.3
Hf2BeW,68.9
Li3PrSb2,32.7
MoP,159.7
YbRh3C,69.8
Y2BeIn,0.2
Tl(FeSe)2,11.0
CaBO3,126.5
SmBrO,26.5
MgBr2,6.0
Ti3Zn,59.4
Pm2ZnOs,30.7
UN,50.2
NdO2,76.1
BaMg(CO3)2,19.8
Tm2CoOs,53.4
Cu2SnHgSe4,25.8
InTe,4.1
BeCo4Cu,63.3
KGeCl3,2.9
K2PtCl4,9.4
Tm2AlSi2,58.3
TiReN3,136.8
H5NO,3.7
Bi2TeO6,83.1
Tb2CoGe2,52.7
InHg,13.2
Co2B2O5,57.9
V2AsAu,6.2
Er2TeO6,66.9
Th(FeSi)2,96.3
KNa2Be,5.6
Tb5Si3,48.1
NaTbSe2,24.8
MnBe2Ni,116.9
Rb2NaErF6,19.4
CeGa3Pd2,49.6
VCdO3,59.5
Ba(ZnAs)2,16.4
NdI3,5.6
MgVF6,49.6
YMn2,21.6
LiCu2Pd,0.1
ThSiTe,53.9
NaBiF6,17.6
NaLiTe,26.2
ZrBeCo4,41.2
HOF,9.5
Nd(SbOs2)2,42.4
AcYbMg2,26.0
Ba2YBiO6,61.9
UWC2,63.9
Rb2NaCrF6,28.1
Mo3Ir,74.2
LiNbO2,59.4
Sr2YSbO6,52.4
NaMnSe2,12.4
HoNiBi,41.6
TmB2Ru3,113.1
Te2Mo3WSe6,1.0
Rb2As3,8.3
Dy(CrSi)2,95.9
Zn2Sb2O5,18.6
ThGa2,74.8
Yb2SeO2,15.5
NaTl3(SO3)2,5.6
BAsO4,73.3
BaHfW2,7.7
Be2VZn,46.1
Te2Pt,28.2
Pr(CuSi)2,84.3
TlGaO2,17.2
NaHoO2,64.7
K2TiCl6,13.5
Ti3Zn2O8,48.8
Li4Mn(OF)2,31.8
BaTlRu2,23.9
BeSiIr2,84.1
HoInAu2,34.9
UTeN,32.6
CeSiHRu,65.8
Sn(HgSe2)2,18.3
CaAs3,30.0
Sr(CuO)2,25.1
Cu2O,8.3
P4S5,5.1
BeNbRu,44.2
Tl4V2O7,14.4
Li3Tl,27.6
ScTaRu2,80.7
CdBiSe2I,16.3
BMo2,145.0
Fe(PS3)2,3.9
LaCO3F,37.9
Cu3SbS4,23.5
PmTlTe2,17.0
Lu2IrRh,58.1
SrTaBe,30.6
PaO2,59.7
Mg2TiBe,49.4
HfCr2,61.9
TiCl3,5.9
P2Pd3S8,13.8
YCo5,65.4
CaSiSnO5,78.8
TaBeCd,22.9
PdSeO3,25.4
Li2MgSi,55.6
Ba3Ti2O7,54.7
BaAg2,19.5
SmNi2,45.3
ScFe2,56.1
Pr3IrO7,78.2
Li2NiSnO4,76.0
TaRu,76.2
FePt3,100.0
TaAlNi2,80.6
YBe2Mo,32.0
Li2GaRh,60.3
HgOs,48.1
CeSmO2,57.7
Ba2YZn,16.3
LiAlO2,60.7
Cu3O2,14.2
Be2CrTc,77.5
PrIn3,27.9
Ba3PbO,27.1
LiErSe2,20.8
NpS,6.5
SnI4,6.0
Tb2Be2O5,86.5
YCu5,41.3
Be2VTe,52.6
Na2ZnSiO4,45.6
GaTeI7,4.1
SmH3(CO2)3,35.6
Na2Cu3(Ge2O)2,28.8
NaSb,10.1
Ce(CuSi)2,86.0
Li2SbAu,38.9
Yb3SiO,52.9
MgTi2O5,76.6
K2OsBr6,11.7
CrCoGe,26.1
LiAl2Au,0.0
ZnSiNiO5,91.2
TlAuCl4,4.3
KNbO3,31.8
ScGeAu,52.2
Np2InRh2,35.4
Fe2O3,128.8
NaSmO2,33.5
TmTe,20.7
ZrCuSi,86.8
BeInGe,7.7
CrF2,52.9
Nb3Ru,69.8
Li6Br3N,0.4
TaInRu2,109.6
ScF3,41.7
Y2Al3Si2,60.6
SbCl(OF3)2,8.4
TlGaSe2,13.7
NpC,18.2
UTl3,37.5
YF3,48.6
MnN,53.8
BaGeBr,2.1
TlZnF3,34.4
K3Ag3As2,12.6
CaTiO2,33.4
BaSrY2,19.7
Ho2Al,22.0
AuClO,24.3
Li5SbO5,51.4
MgNiSb,44.5
