pretty_comp,et_c13
LiCaAs,21.0
Tm2NiIr,99.6
Si3As4,40.3
BaSnW2,62.3
VSiRh,151.3
MgIn3,29.9
MnZn,128.4
LiBeOs,36.7
Tb2Au,55.2
Fe3Pt,113.1
K3Rh,4.5
TaBeSn,67.6
KBe2Hg,26.2
CrTe,57.9
YSnF5,15.9
Th(FeSi)2,97.9
GaRu,154.7
CaC2,41.5
NbCl4,8.6
Ti(NbSe2)2,60.9
SnH8(NF3)2,20.4
YP,27.5
AsPtRh2,230.6
HfAs,104.0
KBeNi2,30.0
FeBiO3,52.7
LiYb3,13.9
Sb2S3,17.3
La(CoB)2,81.9
ZrTiBe2,52.4
Na3Be,14.2
Ba2PbSe,43.7
Pr(SiPd)2,103.1
LiSO3F,5.6
KMnAs,10.3
TeRh,92.1
Dy(CuO2)2,117.2
Li2PbAu,46.6
K8N3O,10.9
Rb2NaInF6,23.0
Cd(CN)2,35.2
ZrInPd2,131.6
NaAg(CN)2,17.0
Rb2TbF6,25.0
Nb2Bi2PbO9,84.7
BaCr2Cd,17.5
BaLiAs,14.1
SrCrF4,32.3
BeFeTe2,13.6
Ti3InN,144.6
TaGaPt,146.1
ThGe,27.9
CrO2,27.6
HoInAu2,87.4
NaRe3,197.6
Sr2LiTl,16.5
Sm(SiAg)2,74.0
Zn(InSe2)2,27.4
NbCu3Te4,18.7
Rb3Os,11.5
NbAlCo2,191.9
TiCo2Si,171.7
LiCrO2,83.2
K3AlF6,16.7
BeV2Cr,126.5
Na2PtSe2,21.7
Nd2In,27.7
Rb2NaYF6,20.0
BaSeO3,21.7
NaLi2N,2.8
DyTiClO3,59.6
BeVFe,81.4
BaTlRu2,49.4
AlNi3,185.3
Li2PrTl,22.2
Ba2YTlCr2O7,32.9
LaAlO3,128.3
HoScRu2,86.8
BeGaCu,72.4
Sm3InC,5.0
HCN,7.7
CaMnSi,40.8
K2TaF7,19.3
BeCu4Pt,130.3
Ca2Si,16.2
Ti2ZnO5,95.5
ZrTi2O,91.7
Na3AlAs2,20.1
U2W2C3,93.2
Ho2CuRh,73.5
AlBMo,148.4
MgBeRh,44.7
LiH3O2,31.8
TcO3F,11.8
GaCo,162.7
NdPPd,72.3
Ti3PO2,155.2
LiFe2O3,72.2
Ti2GaFe,124.9
ScVO4,105.8
Be2TlRh,95.3
Ca3(SiIr)4,94.7
Na2LiBe,16.7
Ta2AgF2,12.8
Na2SiO3,39.2
Na3AgO2,35.5
TmTl,56.9
SmBi2IO4,33.7
IBr,15.8
BeIr2Se,165.6
MgMoAs,60.4
Pr(NiGe)2,81.8
Rb3Ho,5.7
ErZn,53.1
CaBeFe2,70.1
Sc2O3,126.8
FeBiO3,5.7
NdB6,33.1
K4ZnP2,8.4
BaSr2Sb,11.9
MnCl2,4.2
TbFeSi,67.4
MgCr2S5,14.7
BiAuO2,51.0
BiAsO4,70.4
HfCuSi2,92.4
CuI4,5.9
NiF3,54.1
TiBeSe2,5.2
Hg3(TeBr)2,19.0
Li2ZrTeO6,87.5
K2NaScF6,20.6
Be2SnMo,4.8
MgNi2,109.3
NaInS2,26.0
UGePt,129.2
SrTiBe,32.3
TbC2,25.2
SrCuSF,53.6
BeNbCo4,175.6
Er3SnC,1.3
ZrBeSi2,60.9
Ba2TlCl,18.3
U3Te4,32.8
K2PtSe2,14.6
ZrBeIr4,247.4
NbSbO4,48.7
MgBeIr2,169.1
NdCuTeO,51.5
TmC2,23.9
Er2CuRu,80.7
UCl4,22.5
DySb,15.9
FeNi,149.4
Ti2NiS4,64.9
NdHo3,32.7
KRb2ScF6,15.0
ErTiGe,55.0
Ca(MgSb)2,22.1
Sc2CdAg,71.1
Ti2Ag,102.4
MgTe,25.9
MnPt3,177.0
GeAs,18.6
VTc,147.1
MnPH6NO5,30.7
PI2,7.4
BeZn2Ir,127.4
MnInNi2,148.5
GaCuCl4,18.0
Mg(BeAs)2,32.2
DyPt3,143.6
Lu2SO2,84.9
ScGaRh2,123.0
Sr3Cr,10.2
NbCr3,132.9
Np(MnSi)2,136.3
AlP,40.0
K2ReBr6,14.0
RbSb2,12.0
CaZrSi2O7,118.9
NpPd3,119.7
TaZnCo2,206.7
CuF,72.9
TbTiGe,56.2
LiCrS2,28.4
ICl,8.0
TlS,29.9
CdSnSb2,31.2
Yb2AgIr,62.5
NbFe3,236.1
MgBi2O5,75.3
BeCo4Pt,174.9
RbBr,3.2
BeVP4,107.2
Al2CO,74.4
KCl,5.0
GdTe,5.7
HfPd,154.3
CoAg3(CN)6,41.2
Mn2VSi,167.0
AlCuCl4,17.6
Au2S,72.1
Ho(FeGe)2,102.0
NdCuSe2,47.0
YbBr2,20.1
BH3OF4,8.4
NdHO2,55.1
ReSe2,13.7
BaCO3,36.1
TbCuS2,58.0
CaFeClO2,20.9
Ta2Ni,146.4
DyFeC2,125.7
MgCuF4,34.8
YNbRu2,113.0
Li(FeP)2,70.1
BaTeBr,32.0
Zr3In,79.4
TiGePd,127.1
Cd(CO2)2,32.3
CaBe2Rh,76.0
BaTe,8.2
K3BrO,8.3
BiSCl,19.8
HoCu,54.9
Sm(MnAl2)4,63.7
As2Ir,70.4
TaTiAs,119.2
Sm3Ti,38.6
RbSb3Se5,7.7
Pr3PbC,2.9
KBeRu2,94.0
MnTcOs,138.6
Sr2BeP,7.6
RbPdF3,50.9
KAuS,5.6
BeCrSi,64.1
MnAlCo2,224.4
NiSnRh2,185.2
KTcO4,18.9
Fe4C,177.8
Tm(CoSi)2,103.7
Mg2SiO4,36.1
NaBF4,14.2
ErH3,105.7
Ho(NiGe)2,97.7
KBaP,30.6
RbSO2F,6.4
TiAlFeCo,110.8
BeSbCl,6.6
Li2BeNb,36.6
HoGa,59.5
Be2CrIn,65.1
TiCoSb,85.6
K2BaBe,6.7
NdAl2,32.9
ScSe,24.4
BaAl2,21.2
MnClO3,9.0
Mg2H6Os,43.3
SrCaGe,28.4
Na2SO3,16.3
TiSb,75.2
LiMnF4,23.3
CaAl4,36.4
Sc2GaOs,108.8
BaAsPt,62.6
Yb2AsAu,27.3
BeGeAs2,44.0
BeSiRh,116.8
KSnSb,14.6
HoSnPt,88.0
BaNpO3,72.4
PaTlO3,77.8
Rb3Ir,16.0
NbRu3C,169.4
LiFeF4,40.4
KScBe2,6.3
ZrRu3C,138.1
Pr(BO2)3,113.3
CaAgBi,24.8
KBIr2,112.5
Tm2Fe2Si2C,111.0
NaBe2Os,26.6
RuPbO3,182.5
NdTaO4,104.9
Sr2BeNi,12.9
AgP2,44.9
SnPt3,169.5
LiAlPHO5,48.0
Ca(BC)2,20.5
HfZrBe,66.2
Mg3(BO3)2,69.2
CaGa2,31.1
Sm2As4O9,11.5
NaBeFe4,81.6
ZnNi,134.8
Na6MgO4,34.3
Er(VGa2)2,58.2
YBRh3,106.7
Lu(FeO2)2,112.7
AsPtCl,92.6
TiTeOs,119.1
CdGeP2,51.1
NaZr2MnF,44.7
BaMnS2,38.1
V(CrS2)2,78.9
LuP,27.8
CrCo2Bi,177.2
HoI3,4.3
K2BeSb,19.3
MgTi2O5,106.8
CuPtF6,43.3
K3TaO8,17.1
AsIrBr,110.9
NaLi2B(PO4)2,46.5
NdCo2,103.7
BaNaV,14.3
CoPt,158.0
PrSO,47.3
CaTl3,28.8
TmIr,146.6
KAuSe,3.4
LiCa2Ga,21.1
BaGaBO3F2,40.2
Na2ZnS2,26.8
Tl2SiS3,11.7
TaCo,239.0
CrPt3,184.2
SmAl,52.7
KBaCu,13.2
HoTlRh2,125.6
SrIF,18.5
K2PdF6,20.7
Ta2O5,95.2
ZrPd2,112.5
Be2RuPb,96.1
K2NaAlF6,27.6
IF7,5.5
LiScSi,51.7
ZrCoSb,109.3
NaHO,20.2
TlSbS2,14.8
PRu,168.7
BaZnGe,25.0
Ba4TiCd,10.5
CaPuRh2,48.3
NbCu3Se4,16.3
TiInFe2,127.8
Tl3AsSe3,19.1
HfAlRh2,205.7
Sr2BeGe,14.1
Na6PbO5,45.9
RbFe(MoO4)2,17.7
InClO,16.5
BaMn2Cl,8.5
Mn(AsO3)2,72.3
BaTiBr,16.3
NaHF2,19.4
RbSmS2,26.4
Sb7Mo3,78.0
ThInAg2,79.4
ThCl4,24.9
Ca3Pb,14.9
FeCuPt2,161.6
BaSbPt,34.8
Mn2OF2,80.4
PtPb2,60.4
Mg(BiO3)2,41.5
BaSrTa2O7,78.6
VOF3,21.7
CdPd,107.9
CaCdSi,38.2
USe2,72.1
DyMgIn,39.1
NaBH4,1.3
ErNiC2,86.6
Th3P4,67.8
SrGaSiH,22.2
Nd3InC,34.5
Eu2H3Cl,45.7
RbI3,6.7
Y2Cr3O9,152.5
NaScO2,41.3
BeFe2Ge,120.6
MnCo3,115.3
Tl2CdGeTe4,16.1
GaP,53.2
Ta2MnAs,173.5
KTaO3,77.5
NdNi5,98.6
HoAu2,82.3
HfIr3,216.3
Ba2TlSn2O7,66.8
Er2Au,57.7
KMn2Be,26.2
MgSbF6,25.4
ScBeNi2,99.0
KP(HO)2,7.4
Ga2PbO4,43.2
KNaTiO3,40.4
Ba2TiBr,15.3
KAuSe2,15.3
Cu2SnTe3,28.4
LiSc2Ru,64.8
Nd3Al,33.0
FeSb,105.5
ScNiSb,61.1
Ca4BeZn,8.7
ScBeCo2,111.6
Pb2SO5,22.0
Ni3GeC,117.3
CeFeSi,46.2
ScAsPt,100.3
TiFeO4,132.8
TaPd2,117.8
Na2BeFe,4.3
K2RbPt,4.6
BaInMo2,68.9
LiIO3,15.8
ZnSe,16.8
Te2Rh,35.3
Ca(BeP)2,38.3
ScInAg2,85.8
ScBeSn,51.0
Ba3BiP,0.0
Dy(SiPd)2,117.6
MnCN2,54.2
TbCoSi,73.0
ScInNi2,100.4
MnAlCu2,128.5
TlCdF3,39.7
Ba(MnGe)2,50.9
K2Al2Sb2O7,15.2
ErBiPt,68.2
Li3Be,26.3
CaNiN,54.1
Nd2(Zn2Ge)3,42.6
Ba2Ti3Tl2,40.2
TaTi2Be,88.3
Be2NbNi,158.9
Cr2AsSe,59.0
BeZnO2,137.6
Sm2MgIr,64.3
ZrSiTe,30.4
Sc2AgRu,98.0
BeVP2,69.0
TiAsP2,121.7
LuCuSi,70.1
Ni3H,171.3
Sr2MnSO3,54.8
CrH2,116.3
Mg(MoO2)4,95.5
CuTeO4,97.6
P4Ru,89.6
Pr3TlC,6.6
RbPrS2,25.5
KYO2,37.2
Be2SnBr,5.4
PuO,75.3
ScCr2AgH4,116.9
NaAsOs2,156.8
Ba(ZnAs)2,32.0
BeCoPd2,144.6
Pr3In,34.2
CeCoC2,106.4
HfZr,71.4
MgGeO3,126.0
HoSi2,52.2
Li2GeO3,44.1
NaCa2Be,18.5
MgCr,82.7
Co2P,161.1
Ca(GeRh)2,69.1
Y6FeSb2,42.8
BeFePb2,42.4
YP,52.4
NaO2,48.3
BaZn(FeO2)4,69.0
V2ZnN2,69.6
SmCoC2,102.6
CdAgPd2,129.0
ErSiRh,119.7
K2TiCl6,16.2
ZnCoPO5,97.4
Cd2Os(CN)6,56.8
NbPO5,58.5
ScGe,80.1
HgPSe3,8.3
NbTlPt,131.2
LiHF2,29.9
Be2NbCo,155.5
NaSi,20.6
YCu5,79.3
Sr4Sb2O,23.6
AlGaRu2,97.4
Nb3Au,106.7
RbTlO2,45.4
Hg3(ClO)2,52.2
YBe2V,80.1
Ca2CuO3,48.5
CdIrO3,181.8
Tm2TlAg,57.0
BaRu2W,44.6
K3BP2,14.5
HoSi,73.6
NaC,16.7
CrWO6,48.2
FeSi2,89.8
Li2PdF6,32.6
Mn(NbS2)3,27.8
ThTe3,16.2
CeAs,17.5
RbH,3.9
NdSBr,37.0
Ba4MgIr,24.0
K2SiAs2,5.2
Cr2As,143.1
Cr2HO4,68.7
MnBe2Te,47.8
NaBe2Cl,21.7
BeCrRu2,204.1
Na2TlBi,15.4
CaTaBe,58.0
SnCl,2.0
Er2CdS4,58.1
CrP2O7,88.5
AgPdO2,105.2
BeZn2Mo,108.1
Sc2MnC,106.9
BaNd2PtO5,85.1
TiGaPd2,158.4
UCoSn,109.9
PmInPd2,84.7
Mg2FeN2,75.1
TbPS4,28.8
Li2SnIr,83.0
SmCrO4,84.8
TaInO4,109.9
HoBi2ClO4,32.2
KNa2Sb,14.1
Sc6Te2Os,48.7
AlBi,29.7
CdSiO3,201.9
TmFe2,94.9
PrInCu2,56.7
HoNiSb,48.5
CdPbF6,27.0
BeGeTe2,16.4
Na2CoP2O7,37.9
MnNi2Sn,158.3
Na2S,15.3
YbP,15.7
LuSnAu,66.4
Nb3Ru,133.3
KBa4Sb3O,18.1
BeCu2Tc,156.4
Tl2Sn(AsS3)2,15.1
Lu(SiOs)2,140.5
RbH3O2,10.2
SmAlGe,54.3
RbPb2Br5,11.6
MnAlTc,113.0
NdAg,56.2
BeCdBr,12.1
Ho3SnC,1.4
LaSb,15.0
Zr6CoAs2,92.4
TaAlPt,139.8
TePdI2,19.7
LiTiBe2,56.2
Rh3(PbS)2,58.2
Sm(MnSi)2,94.1
NdDy3,32.4
DyCd,54.8
NaSnS2,26.7
MgTiO3,106.8
Rb2UBr6,12.6
Y2BeBr,15.7
Ca2BeMo,37.2
Ho(MnSi)2,101.0
Pr2TeO2,41.2
CaCN2,57.1
BaCaTi,15.4
NaPmTe2,13.9
BeZnCr,58.6
Ag3Rh,116.9
ZnMoF6,32.0
NbI2O,11.4
