pretty_comp,et_c44
BaHo2PdO5,80.5
MgBeZn,66.2
ZrGeSe,93.1
Be2NiCl,98.0
LiYb2Tl,29.2
Ba4YCd,0.8
MgBeCu2,83.3
Sc3Al,48.7
Be2HgPd,37.3
CoCuO2,90.0
Sm2RuAu,29.4
NaSbF6,4.4
KBeGe2,17.7
KCdSb,15.1
Sr(MgAs)2,36.2
BeSiIr2,120.1
MgMnF6,41.0
Ho(FeB)2,101.6
Er2Fe2Si2C,74.4
KAgO2,5.0
HoGa3,36.5
TiBeOs4,75.6
La(CoB)2,124.9
LiMoIO6,25.3
CeZnGa,59.9
BaY2PdO5,78.1
BeZnP,3.8
MoAs2,79.3
AgCO2,43.0
KCaF3,17.3
CeSiO4,17.1
UAl3Pd2,60.9
Sn2IF3,7.1
CrF6,2.9
Be4TeO7,140.4
Ca2Co2O5,82.1
K4BeAs2,10.6
Lu2IrRh,58.1
NaRe3,120.2
NiAs,37.8
Ba2Cd,12.6
KHO,2.3
Ho(SiIr)2,135.5
TmAgPb,28.3
MnTlCl3,16.8
Ca2Al2SiO7,78.6
Li2CuSb,56.3
CdHg2,8.7
MnFeAs,68.1
PrSnAu,32.8
Lu2RuAu,48.1
TiAl2O5,69.1
Te3MoWSe,38.9
Be3N2,179.6
NaEr3,33.8
Zr2Pd,44.0
Na2PHO3,18.3
K3Na(SO4)2,24.2
Pr(ZnP)3,53.1
CaSnO3,71.6
Tb2Tl,8.2
NbRh,66.4
Li4P2O7,14.6
ZrCo2Sn,66.4
Cr2FeSe4,71.9
CuAu,34.6
CeNiC2,77.5
RbPbF3,8.2
YbNbRu2,50.0
SnPbO3,79.9
Li4MoO5,84.9
LiPF6,24.0
LiZn2Rh,72.4
Rb3Os2Br9,10.4
Y2ZnRu,34.5
CoCu2Sn,65.5
B2AsP,115.7
Ta2C,148.9
Ca(CoO2)4,98.6
TiTe2,29.9
RbLuSe2,29.7
LuPb3,16.3
HfHgO3,33.9
MnSnPt,10.9
Pd(Se3Br)2,11.7
YbPO4,0.8
BeFeNi,93.1
HfRe2,53.2
Ta(TeCl3)2,7.8
LiPm2Pt,22.0
YBe2Cu,19.0
YCd2,41.5
Na3UO4,45.7
MnTe,28.1
YTiO3,39.2
Tl2Te3,9.7
Ta2Ni,61.3
K2MgH4,30.6
FeSi2,108.7
NaAgF4,27.3
NdS2,32.8
BeIr4Se,33.0
K2NaAlH6,21.0
YMnBe2,55.5
BeCu2Br,58.0
Ba2Ga2O5,114.3
Mg3ZnO4,129.2
KRb2FeF6,12.9
Be2RuPb,53.7
KSnSb,14.4
SmAg2Hg,21.9
NbAlFe2,114.2
Fe8N,112.9
Ga2NiS4,35.3
BaInMo2,36.0
Ti3AlN,41.9
KNaSmTaO5,31.7
Ce(MgSi)2,65.6
TlCoMo2,6.5
Ca2AlSbO5,17.7
GaTeI7,4.2
PmTm3,35.2
DyIn5Rh,30.3
TiGeRu2,103.6
HgC2(SeN)2,3.0
CaGeO3,133.2
DyGa2,61.9
Y2BeGe,84.1
SbIr,42.2
Ca(AlSi)2,44.5
V2ZnO6,54.1
MnAl6,62.0
Li3N,41.0
Li2FeS2,19.7
NaAlSe2,17.6
BeCuTe,33.6
LiGa2Ru,81.4
Cr2NiSe4,28.5
BaO,35.4
Mg(BeP)2,76.9
Bi(BO2)3,71.5
LiBH2,7.6
BaTiSi2,53.3
Te3As2,33.1
NpSn3,35.9
Rb(FeAs)2,36.7
Er(NiP)2,55.7
Pr3CuSiS7,39.9
Fe(NiSe2)2,29.7
Rb2CaH4,15.1
Sc3P,46.3
AlFeO3,58.3
KLi3PbO4,36.5
BaSrYb2,13.4
LuAlO3,121.1
RbSnS2,8.6
SrCa3O4,67.6
Lu8Te,29.4
BaPdRh2,49.0
BeNb2Br,42.7
BaCeO3,53.1
LuNiC2,82.5
MnZnF4,1.4
LiHfPd2,26.5
Mg2NF,121.0
MnBe2Tc,120.4
LiBeNi,58.9
RbH3O2,25.1
Rb2CdCl4,7.7
Al2Se3,20.1
TiReN3,105.9
MoWSe4,40.8
Sr(PrSe2)2,27.4
MnH4(ClO)2,17.5
Mn3Hg,46.0
Tm2CoRu,44.7
BeCoPd2,75.5
SnBrCl,5.5
Ga2BiAs,17.7
Ti2C,110.7
HoCuP2,68.8
MgBeSe2,20.2
BMo2,157.3
ZrBe2Os,81.8
Dy(CrGe)2,38.7
SmDyRu2,36.2
BeVSe,143.7
Rb3Dy,5.4
Co(HO)2,40.1
SmLuZn2,39.7
Li7OsO6,47.2
HgSe,18.5
K2RbPt,6.6
Mn(Sb2O)2,125.1
Ba2Sn3O7,53.1
Li2Fe(PS3)2,40.8
NaMnSe2,8.6
BeVSe2,62.4
Pr(SiPd)2,42.7
Ca(MgAs)2,36.8
LiBeCo2,71.1
Ca3N2,37.1
LuSbPt,52.8
AcN,11.8
PmGaAg2,10.1
NdTe2BrO5,66.5
Li2BeSiO4,47.5
Li2InAu,36.8
RbCeTe2,18.6
LuP,51.9
Rb3BS3,9.0
Yb(FeSi)2,81.0
Rb3Zn,3.0
CaH2,20.7
NdClO,60.3
YAs,40.1
BaYCuTe3,32.8
MnSbPd,25.5
AlB2,223.1
Be2OsCl,107.4
Ba2TlSn2O7,38.8
CdP2(HO)4,6.7
Na2BeBi,7.7
Tl2TeCl6,11.3
NpO,34.1
ErTl,29.9
PtS2,68.9
Be2CoIr,142.3
LiAgC2,7.9
K2BaV,4.8
Ca2BeFe,8.6
Mn3Sn,54.9
LiBiF5,6.5
TiGaNi,79.3
TiBe2Ru,3.9
TbTlAg2,39.3
NdCoSi,57.3
Li2Te,22.1
NaBe2Pd,49.2
Pr(Re2Si)2,117.7
BePd4Se,35.6
Na4CO4,16.7
AlCrO3,62.1
Be2CoGe,85.0
BeCu2Tc,115.7
YBeHg2,6.8
BePd,74.4
BaCaBr2,17.2
LiCrO2,52.3
CoH3(CN)6,23.5
Ag3AsSe3,13.7
Cd3AsI3,6.5
Dy(SiPd)2,38.5
HgPd2Au,72.6
VCu3Te4,18.8
ZnCu,81.6
Al(IO3)3,37.6
HfBeZn,69.6
Cu2S,24.1
Mg3ReH7,44.8
NaBe2Os,105.8
SrHI,24.4
SmCuSeO,44.2
KNaH2,15.5
VCdO3,59.5
YHo3,34.7
HoSe,11.5
K2Sn(AsS3)2,19.5
Li2PbAu,26.9
ZrBeFe4,68.5
BaTm2F8,20.9
Cu(HO)2,14.9
Mn2ZnO4,33.5
K2HfF6,6.8
LiBe2Sb,28.8
BaSnW2,63.3
MgBe2Mo,132.4
CaPdF4,38.8
BH2N,5.7
UCoSn,6.3
CaTiBe,55.0
SeBr2,15.8
Ca2NF,60.5
KTmO2,79.5
SmSb,23.0
BeTc2Ge,48.5
UC2,143.5
NaAcTe2,1.8
Sr2BeBi,29.8
TaCuN2,142.3
Sr2ScBe,18.7
Na3Mg,6.6
Nd2PbSe4,18.6
LiYS2,56.3
SrC2,19.1
Ni3Bi,44.0
BaSc2Ni,11.5
UTeS,57.4
MgScGa,37.0
Sm3Al,30.1
NaMgAs,19.3
IrBr3,21.6
Rb2Se3,10.9
CaN6,42.8
Ir3W,204.1
BeFeBr2,23.5
CaC2(SN)2,31.8
Ta2N3F,32.6
ErGe,46.8
VSe2,54.3
Na3DyCl6,14.4
BaV2Cu,34.9
Sr2BeCo,22.6
Li3NdSb2,39.4
NaH,23.5
AcH2,44.9
BeCdPt2,68.8
Na4SiO4,35.7
Y2HfBe,29.6
Ho2CuTc,47.1
RbBO3,88.6
PrAlGe,66.2
TiAl,38.6
BeNi2Ir,105.7
V2InC,105.6
ScBeZn2,45.0
Ti3Hg,58.5
LiInSe2,34.5
PmDyRu2,35.3
KBaLi2,2.3
MgSiRh2,67.9
InFe2CuSe4,24.5
BaAsPt,29.2
NdIn3,28.1
K3V,5.8
H3AuC2NCl,5.4
BaPIr2,72.6
BaSiBi2,11.9
FeTe,40.0
Nd(CoSi)2,83.1
Be2VFe,115.4
SrLiP,39.1
FeCl2,53.0
SmBS3,32.2
CaBe2Rh,3.3
Ca2AsI,25.5
Zn(PO3)2,31.5
ScBeFe4,73.5
Li4VF8,7.4
Ho2RuAu,40.7
K2AgP,8.1
LiMnPt2,85.1
YbS2,34.4
ScGa5Ni,34.5
NiC2(SN)2,7.2
Hf2FeTc,63.4
ZrBe2Cu,9.6
Sr2HfO4,44.0
PrO2,49.3
TbVO4,15.8
K2SiF6,13.8
Pr3Sn,31.3
PmN,97.0
MnNi3O4,32.0
Sb3Ir,51.6
Ca4Bi2O,42.5
Al2CdSe4,43.0
Na3NiF6,25.7
U2AsN2,74.6
KUCuSe3,21.0
Pt3Pb,49.0
NaZrBe,39.3
K2LiAlH6,37.6
TaRu,76.2
BeGeMo2,105.1
BaSn2Te,27.9
AsO2,8.1
HgCl,17.4
U3C,126.3
Ta2MnOs,88.2
Nd2SeO2,46.9
Sc3BPb,58.0
GeClF,39.2
AlGaN2,65.9
CdSnAs2,29.4
Yb(CdSb)2,22.7
LiYGe,39.8
CaBe2Ru,48.9
Y3Al,37.1
Ca2BeBr,36.0
KO2,5.1
BaNa2Mn,12.4
BeCu2Rh,101.0
Eu2C(NCl)2,18.4
TaMoN,240.5
ZrCoSn,58.1
MnGaIr2,124.0
Sr2HgPb,23.1
HoNbRu2,50.1
Sm3Hf,36.4
HfBeSe2,99.4
AgCNO,4.0
Rb2ZrF6,15.5
Sm(CuSi)2,62.7
BeCrSb2,14.2
Ta3SeI7,34.1
Sm(SiIr)2,135.6
NdBrO,57.8
ZnPd,44.8
Dy2AgRu,37.1
KSb,5.1
Al2FeIr,121.4
Be2VCr,182.2
Er(SiRh)2,115.7
Tm3GaC,6.9
YS,24.3
SbBr3,8.7
V3Ga,17.6
CeB2Pt2C,159.6
CaBiClO2,11.6
AlMo3,98.3
CdAs2,29.3
TaTiOs2,117.0
CoSnRh2,68.6
ZrNi2Sn,64.7
TiBeCd,56.3
K2OsBr6,11.7
Sr(MnSb)2,19.7
DyNiBi,40.9
SrAgAs,38.3
ThGeO4,16.4
RbLuO2,77.3
Na4CO4,27.3
Pm3Pb,29.7
ZrNi3,76.0
Na3AlF6,50.9
BaZrCu2,32.2
Li2MnPO4F,43.2
YAsRu,8.6
TbGe,46.3
VSnRh2,59.4
BaPPt,39.2
HgBr,16.4
Cu2GeSe4,17.1
Ba(GaTe2)2,14.4
Ca2GeO4,89.6
MgTiPO5,48.1
TmPO4,21.9
Ti2CoS4,57.0
Na2BH4ClO4,20.7
Mg2CrN2,56.3
AlVPt,25.3
CdNi3N,55.3
SiSe2,8.2
RbSeBr3,11.9
YbBiPt,23.9
NpAl2,53.9
Li2FeO2,55.4
IO2F,27.6
Li6WO6,39.0
K3PO4,24.9
Rb4Br2O,6.5
PaTlO3,43.3
ScAu2,86.7
Li2CaHfF8,23.0
Rb2Hg2PdCl8,8.3
AcBr3,11.1
SrGe(HO2)2,16.5
ZrO2,65.5
LiCa4(BN2)3,45.2
Nd2Sb,47.3
Tm2OsRu,51.0
ScGeAu,52.2
CaSn2O5,26.2
Mg2FeH6,57.9
LiCl,27.2
Be2ZnFe,154.8
Ba2CaTa,12.7
LiBeV,43.4
NbCuTe2,32.7
EuIO,43.7
Na2Zn2O3,35.6
CoRe3,160.0
LiAuO2,3.5
AsPPd2,2.6
Tb6FeSb2,26.9
Ba5Ta2Cl2O9,32.5
Ag3SI,3.1
ZrSi2,101.7
K4ZnAs2,10.4
SmPtF7,32.4
ScIO,53.3
BaNa2V,15.3
Tm2ZnPt,40.9
ErCd,44.0
PuSi2,74.5
Mg(AlSi)2,33.3
ZrV2,9.1
TbInCo2,70.9
CdHgO2,21.6
Na3MgP2HO8,49.1
TmPb3,17.6
K5CuAs2,9.3
Ba2TmNbO6,77.3
Hf5Te4,40.8
Ti2NiSe4,54.9
Ga2FeS4,40.0
Mg(NiN)2,32.2
Li4Mn(OF)2,35.2
KBeCd,15.7
LuCo2Sn,68.8
Nd2TeS2,16.8
LiBH4,17.2
BaSnS2,11.2
Be2ZnFe,75.8
ScPd,44.5
TlAgI2,10.5
Pm3Tl,23.4
Tl2Au4S3,7.3
Be2NbRu,83.4
BaGaBi2,23.4
PrBr3,14.3
Tm3InN,66.9
MnInCu2,50.5
ZnNi,100.4
TcBr3,4.1
H5NO,5.8
KBeNi2,21.0
YAlAg2,21.0
BaIrO3,76.6
ZrHg,28.6
Ti2H4Pd,49.2
Ba2MgGa,19.0
Tl2SnCl6,13.4
TiAlRu2,88.9
NaNO2,8.8
Na4NpO5,48.6
Hf2BeBr,17.3
Np(SiOs)2,116.9
TaAlRu2,121.7
Rb2PdF6,11.0
TiMn2Al,86.5
ScBeNi2,27.3
RbCl,4.3
ScI2,31.3
NaYb(PS3)2,11.8
Ce2SbO2,58.4
DyHg,32.5
Li2H2Pd,25.3
LiYb3,11.9
Tm2TlAg,36.4
MnF2,137.3
KV(CuS2)2,8.9
DyCd,39.8
XeF4,7.9
Be2RhBr,87.8
MnNiSb,51.5
VN,124.3
US3,22.7
BeCdCu2,69.7
LuSBr,27.2
Na6S2O9,21.1
Ca(AgGe)2,19.0
YCl,18.0
K2GeSe3,4.9
RbI3,3.5
KBaBi,2.5
BeNbSe2,100.8
BAsO4,44.9
Ti3As,31.2
Te2Mo,43.8
Th(SiPd)2,58.4
Sc2ZnOs,60.7
NaCdAs,11.4
GaNi2,50.3
Pr(SiRh)2,111.6
BaWN3,36.5
TbBS3,36.7
NaPrS2,23.7
KLi6BiO6,39.5
TbAl2,52.6
AgCNO,8.7
Ba2VTe,14.2
BMo,198.9
As3W2,95.7
NaMnTe2,7.0
TbAs,39.8
LiBeCr2,100.3
CaF2,33.8
Sm2MgIr,20.3
Y3Mg,27.1
Rb2PtSe2,23.9
LiMnAs,47.1
AgBiTe2,19.4
ZrSi,77.8
BeV2Hg,130.2
CeZn,44.1
Be2MoPb2,11.2
NaAsIr2,28.9
U(CoSi)2,104.2
Mn(InS2)2,27.4
Tm(CrSi)2,61.8
Na2CrF4,24.7
NdBeO3,39.2
Li2CeAs2,38.5
H6CNF,6.9
Cu3PS4,29.7
MgCoGe,65.1
HfBe2Ru,104.8
Dy6FeTe2,8.9
Fe3C,74.3
BaHBr,24.5
MnNbP,97.3
PrSF,66.2
Mn2InCo,83.6
HfN,118.5
K3IO,13.3
Li2YbSn,39.5
TaRu3C,134.6
ScSnRu2,86.5
DyNi2,53.6
Te2Ru,63.9
Na3MoNO3,15.8
Zn(AgO2)2,22.9
LiAsRh2,75.0
BeCdCo2,80.4
Mg5(HO3)2,101.4
RbFe(MoO4)2,31.0
NiGePd,71.2
Be2InIr,69.0
Mn2BeOs,116.8
VFeSe,37.6
RbNiCl3,11.1
K3Y,7.9
CrNi3,105.4
LiCuO,66.3
PrCuSO,42.5
CaMoF6,15.3
CaHfO3,71.6
Na2UO4,31.0
LiHo3,22.9
TaBe2Sb,117.9
KSmS2,34.4
KAlH4,11.7
Ag3BO3,5.3
Li3BrO,48.4
SrHg,20.1
MgBe2Ru,99.9
CaTiSiO5,63.4
Er2TeO6,163.2
CdHClO,21.7
LaTe,7.6
HfBe2Zn,77.2
CeAlO3,156.0
TaAlO4,56.6
Li4Fe2SiO7,118.8
ScCoTe,56.5
CeGeAu,18.6
Sr(SbPd)2,11.2
Te4Mo2WSe2,36.4
Nd2(Zn2Ge)3,48.0
Mn2SnW,99.5
NbGaO4,50.3
Zn(CoN)2,14.4
BaB2F8,3.4
DyPt3,90.0
MgTlF3,45.5
Y3Au2,19.9
LiMnSe2,8.0
Th(CuSi)2,72.1
BaCa3O4,55.4
NaVS2,39.1
Na4ScBe,2.8
ZnRhF6,29.3
Li2CdPb,25.8
Pm2ZnOs,30.7
HoNiC2,83.2
KHfBe,44.6
Li8NO3,46.8
BeV2In,50.0
H6PbCNCl3,5.3
LiFeRh2,90.9
TiI4,4.5
USb2Ru,81.7
Ba(MgSi)2,38.0
SbIrS,72.9
RbBaTaS4,14.7
Ba3Ti2O7,28.2
Li2WS4,2.3
MnN,78.8
HfGaIr2,50.0
BHC4NClF4,11.8
Mg2FeWO6,77.9
PrCd3,28.3
LuTaOs2,90.6
K4Br2O,8.7
Ba2GeBi,10.0
SmSiAg,40.9
Ti3Ni,4.1
ZrZnN2,107.9
Al2CO,85.9
HoTaO4,165.8
Cr(GaS2)2,22.5
Ce(CoP)2,48.3
LiGaTe2,15.0
NdCoGe3,55.2
Sr2Co(ClO)2,67.0
BaNi2Br,19.0
BePb2Br,20.0
BaAgP,38.9
Na2ThF6,20.2
Ca2PI,28.0
AlF3,76.6
CeCo2,44.1
MnInF3,22.9
Mg(InS2)2,37.3
YInCu2,43.5
TaTl3S4,1.3
CeVO4,16.5
MnBeRh2,111.5
Rb2PdCl4,6.9
CaMgSi,43.4
UHg2,31.4
TbSF,81.4
ErTiSi,74.2
BeCoPt2,83.1
NdBi,18.4
FeP,139.8
Ho(SiPd)2,37.5
PrTiGe,41.3
SrH4O3,10.2
PrAgSn,33.8
Ca2Sb,31.9
TiFe,66.1
Al3Tc,99.5
ZrAsCl,51.1
RbTe6,15.1
TbPt3,87.4
CdGeP2,44.4
Cr2F5,21.4
TiSbRu,20.5
Na4SnO3,24.7
KErO3,13.3
Li4MgCo3O8,119.9
KNa2BN2,29.4
CeZnSbO,30.9
Tm6CoBi2,19.8
BeCu4W,66.2
DySbPt,47.5
V3Si,63.2
UTl2O4,26.4
Sc3InB,49.1
Mg2TaBiO6,35.7
P4Ru,125.1
CoGe,79.8
ScBeW2,64.2
MnBe2Ga,164.9
KThCuS3,21.9
NaVS2,37.5
Fe2B,78.2
Nd(CuO2)2,51.1
Dy(SiRu)2,112.0
Na2Nd2Ti3,84.7
SiRu,62.0
ScSnPt2,46.5
Ta2OsW,114.4
MnInPd2,63.9
RbHF2,17.7
LuInCu2,53.2
NaCeSe2,28.5
Ca3Tl,23.2
In2Au,17.5
BaSi2Br,43.4
PrHg,24.8
NaNb(CuS2)2,9.5
Be2TlRh,60.4
LuMnSi,76.1
Cr(CoO3)2,96.0
HoVO4,18.2
Sr3(AlGe)2,27.4
Tb(SiNi)2,54.7
SnO2,101.0
DyP,46.2
SrZrO3,104.1
ErBi2ClO4,87.9
TbAu2,67.5
MnAlGe,29.6
Tl(CoS)2,19.1
NaF,28.1
Mg(BiO2)2,32.1
CoSbS,84.0
BePSe,4.3
V2ZnN2,27.5
Ca(GeAu)2,4.7
CrGaCo2,130.9
Cr(SiO3)2,77.8
SrPb3,23.4
Tl3SbS3,11.2
Pr2Tl,8.1
BaYPt2,57.9
Ca(MnBi)2,16.0
Be2NbPb,110.7
BeInOs2,135.9
ScRh,54.3
Te2W3S4,63.7
RbErS2,34.6
VBr2,14.1
BeTc2Hg,100.2
NdSi,47.8
AlSi,15.9
CaNiF6,23.2
Ho(MnGe)2,30.2
CeSi2Ru,75.2
LiB,19.7
BeFeNi2,92.8
Nd2Tl,7.6
BeCrFe2,61.0
NbVO4,41.7
UBC,167.2
ZrTe3,15.3
Zr2Be2Ga,38.8
Tl2SiS3,3.2
Na2MgSiO4,27.1
FeNiN,130.5
Ca(CuN)2,18.7
BeCoHg2,35.8
NaNO,32.2
NaClO2,10.3
HfZnNi2,57.8
YNiSb,46.8
PrCrO3,74.8
SmDyMg2,40.6
Rb2NbF6,14.5
BaV2P,55.7
ScGa2Ni,44.0
PtRh3,156.0
KPrTe2,20.6
LuScRu2,43.9
Tm2O3,57.8
Li4Mn(PO4)2,36.8
GaPt3,89.8
MgAuO2,36.4
Li4Cr3FeO8,93.9
Mn3Sb,3.3
Pr(CdP)3,38.9
Eu(MnSb)2,24.6
CaCuF4,34.7
KAg2PS4,25.6
TaBeCd,8.0
BeFePb2,10.6
Ti6O,49.3
CaBeBi2,29.0
Zr2SbP,50.8
Li2YbPb,35.3
Be2PCl,48.3
NdCd,33.3
Na2MgAlF7,34.8
LaF3,96.3
Ca(TiN)2,0.4
ZnSiO3,158.6
Nd3Tl,22.8
KNdS2,33.0
TaZnRh2,88.0
MgBe2V,31.6
YCd,42.4
Ti2InNi,16.7
Mn3NiO8,73.6
FeTe2,74.7
Fe3SnC,113.6
Ba2MgSn,21.8
UB2,189.3
TiVO4,59.4
Tl3AsS3,9.6
FePO4,12.0
InAg(PS3)2,26.9
ScMnRh2,36.4
Sr3P6(N4O3)2,69.6
SnI4,6.0
Li4CoO4,42.2
LiFe(CoO3)2,50.8
MoP,107.5
DySI,20.8
BeCdFe2,90.1
Na2PdS2,17.1
BeCrP,165.8
IrRu,193.2
BeNiMo,72.7
Al2RuPt,104.8
Ca(MnN)2,20.6
LiAlPHO5,64.2
Ca7Ge,17.7
Sc2GaAu,47.2
K2H4Pt,9.8
MnGeN2,41.4
BeRu2Pb,60.8
DyFe2,29.9
HoCu,39.5
YBe2Ni,82.3
AlSbO4,59.2
NbGeAs,28.1
Na3PaF8,17.4
Li2PrAl,31.1
ZnSbF6,24.6
BaC2,26.2
Rb4I2O,8.7
Be2Zn,98.6
TaBi3O7,13.4
HfAlRh2,72.0
Ag2PdO2,7.8
K2Sr2O3,11.7
SbCl4F,8.2
FeSi5,136.5
DyNiSb,47.4
BiTeCl,15.7
Ti2NiIr,71.0
ZrInAu,55.9
NdP,38.5
MgBeW2,71.5
Sr2H6Ru,29.3
Na4PbO4,25.2
Mn2Co2C,17.8
HgSe,13.0
CaGaGeH,49.4
AlGaO3,79.9
Tb3CuGeS7,44.2
ScTlS2,31.8
ScMnBe,34.3
Sr(CuGe)2,31.4
BeCoBi4,9.6
ZrAsRu,85.3
B6P,192.4
MnP,11.1
SiS2,0.9
TaSe2,50.2
SrGaSnH,39.3
HfPtPb,32.4
LiTmO2,91.5
BeFePt,74.0
ZnCu2GeS4,45.1
Ca2SiO4,26.3
Li6TeO6,47.8
Hf2BeMo,66.0
Hf2Cu,47.0
Mg2BBrN2,25.7
CaBeOs2,27.9
NdInCu2,29.3
PrEr3,32.8
LiCa2Rh,22.4
Ba4CaV,2.9
Al2CoOs,120.1
BeTeIr,45.1
CaIrO3,71.4
CoSb,52.9
Np3In,47.3
HfAl3,118.4
Pd4S,43.5
ZnBi2O5,29.1
BeVP2,37.8
UFe3B2,165.0
TlBiF4,25.7
Be2MoP,107.4
Pr3AlC,37.7
AlTlI4,4.5
AlBMo,161.9
Ti2GeC,101.9
U3Cl,108.3
Na2Zr(CuS2)2,21.4
SrSb2,31.9
Ba2CaIrO6,52.6
Yb(ZnAs)2,47.1
Ca(DyS2)2,31.4
BeCoTe2,7.2
NaNdO2,60.1
LiGaRh2,75.7
Li2VSiO5,67.0
ScCd,56.5
CaAlF5,24.8
UBi,7.3
Zr(TiGa2)2,116.2
MoAsIr2,58.7
NaMg2Be,23.0
FeCo,126.7
Ag3PS4,11.5
ThSe,39.0
Tm(FeB)2,101.9
NaYS2,41.7
CaCl2,27.6
Rb2PdBr6,11.6
Tm2BeOs,67.1
Dy2In,13.8
PrB2Rh3,124.9
Sr(AsO3)2,82.0
PdSeO3,28.1
Sm(SiRh)2,115.4
Ba2MgH6,36.0
NbSiPt,87.7
BiB,70.0
U2TeN2,78.7
KSO2F,19.7
Na2Te,12.5
TiBeCo2,97.8
Y2C,49.4
