pretty_comp,et_c33
Li2SnBi,103.8
KTiBe2,70.2
HoC2,502.2
ThSn3,89.1
GeI2,27.5
NaMgF3,160.9
BaY2O4,198.4
PaTe2Au,84.9
Nb3Sn,259.0
MnSi,328.1
Y(GeRu)2,203.3
YbSi2,81.1
RbPb2Br5,24.8
VCu3S4,95.3
FeBr2,16.9
Ga2FeS4,53.6
NbIO2,37.8
NaAlO2,266.9
CaBeCd,83.3
Sr(GaTe2)2,65.7
Ba3BiAs,60.0
KNdTe4,35.0
Te2Mo3S4,2.6
Sm(GeRu)2,196.4
LiNpIr2,102.3
Ni(AgO)2,172.4
PrBi2ClO4,85.7
TmAl2Ni,155.7
Y(CrSi)2,242.8
NbFe3,148.3
SeCl,18.3
Bi2SeO2,104.7
Th(FeSi)2,213.6
Rb2NaVF6,89.5
NaAsRh2,106.6
AlBi,58.8
ZrPd2,257.8
NdCuSn,87.7
Na2CdCl4,37.7
HoSnPd2,135.4
Fe3C,294.0
ErSiRh,179.2
RbErO2,163.0
SbTeClO3,45.0
LiBH4,22.8
Rb2PtF6,44.3
InFe2CuSe4,65.3
DyZn,89.4
Nb3Se4,159.6
NaZr2MnF,141.4
Ta2Co,361.0
Ba2TiTe,28.9
NbTlBr4O,42.6
ZrSO,287.8
TbP,214.6
BaSi,72.5
YPd3,183.3
CrTe2,43.9
K2ZnTe2,39.4
Te2Pt,47.7
Mg3ZnC,124.0
PaC2,636.1
TiInNi2,182.4
Be2ZnSi,201.2
BeTl2Fe,50.1
DyTiClO3,132.2
Ti3Ga,117.0
Au7I,264.1
Rb2MgCl4,49.5
CaGe,99.6
Li2Se,69.4
Nb3CoS6,175.4
Al8Mo3,242.9
SmNi2,158.4
ZrVSi,309.4
Zn(CrN)2,38.0
SrHBr,45.9
TiBe2Cr,186.8
Li2AlNiO4,206.5
NaSr2Tl,31.2
Zn2Sb2O5,126.2
LiBe2Sb,194.0
NdTiGe,102.6
BaSn2(HO2)2,39.4
TlI3,24.8
GaFeNi2,242.8
K2BeTe,40.9
KSiH3,29.2
Bi4Te7Pb,37.0
NpOsO3,453.2
MgMnBe2,148.3
ZrSe3,46.5
YTlCd,38.0
Pr3CuSiS7,111.6
CrGaFe2,312.6
SmB6,464.3
TiAsPd2,148.9
Cu3PS4,119.7
Sm3Zn,68.1
CoBiO3,102.3
Mg(NiN)2,93.2
GaAg(PSe3)2,31.3
Ba2YTi,18.1
BeNbFe,142.8
Si2SnO6,202.9
LiAgF2,108.2
Li7BiO6,179.0
Be2TcIr,354.9
U(SiIr)2,366.7
Yb3InC,52.6
Li2US3,76.1
Li2WS4,16.5
BP,449.6
CeGeAu,102.6
YAs,136.2
TiBe2Pt,182.8
KNdTe2,42.6
CuP2,123.8
Sb2S3,33.7
Ti3PO2,275.4
AgCl,69.0
Li2PmAl,79.3
FeAs2,337.2
YSc4Be,52.4
PmBiPd2,98.9
NaN3,92.8
KCrP2S7,31.1
P4PtF2,18.4
MnP,240.7
Nd2Ta2Cl2O7,237.6
CaBeNb,118.1
Cd3(BO3)2,191.4
ScGaRh2,261.1
Li7VN4,223.3
KHCO2,38.8
NpMn3,263.7
ThH2,65.9
Nd2TeS2,82.4
S3(NO)2,17.7
BeFe4Mo,269.3
Sr2BeRu,82.8
NbCrSe5,90.8
BaTi2Ga,52.9
Tm2CoIr,199.9
LiCaAs,75.8
BaMg(CO3)2,86.8
Ba2NaCu,23.7
MnInPd2,133.9
Rb2Sn2O3,49.0
BaTeBr,5.8
GeMo3,423.6
KBaHg,3.4
MgSiN2,535.2
RbNaS,39.2
TiFe2Sb,191.7
Mo2C,476.6
BeOs2Cl,58.6
ScP,125.0
BePdCl,79.3
Ta2FeAs,164.6
TiPtPb,119.1
CrC,566.1
VCl2,27.2
Li2CaPb,58.1
YBeMo,157.8
KBe2Fe,45.5
ZnCoPO5,223.0
UFeC2,205.1
NaBF4,79.1
YbAgGe,90.5
UCl4,47.8
SrBeCu,124.6
MnPH6NO5,71.2
TmAlAg2,109.5
Ba3SbAs,63.1
Sm3GaC,150.8
AgBiSCl2,112.2
Ca(MnN)2,245.0
Rb2MgH4,23.6
BeP4Ru,64.9
Lu2OsPd,186.6
YbSb2,82.0
BeInHg,60.7
K2BeRe,47.6
Be2PCl,64.5
SrSbPt,59.0
TiZnF4,184.0
KZnF3,133.5
KBa2Pd,25.7
HoCuO2,287.5
CeScGe,133.9
TlSbS2,63.6
BaRh2Se,132.2
Na4BeW,39.4
BaNiO3,242.1
RbSnF3,19.9
Ba2ScCr,13.3
YTaBe2,164.4
TePb,59.2
Mg(BH4)2,25.0
CaZnGe,58.3
ZrBe2Pd,134.2
ScH2,172.2
UGe2,174.0
Rb2NaErF6,83.3
ZnAgF3,143.3
Li2BeBi,82.4
YPO4,356.1
IF7,21.4
Ca2MgBe,48.9
Ba4NaSn,16.5
LiCaSb,54.2
CrSe2,39.0
IrO2,624.1
BeVSe,267.5
Nd3In,69.5
NaBiSe2,88.4
ZrRh3,317.9
Be2NbPb,248.1
NpGa3,138.7
BaSr2Sb,13.8
BaS2,59.4
NbAgO3,393.7
NpB6,472.0
CaGa2,39.6
Sr2BeGa,22.1
NdVO3,316.4
ScIn3,86.7
MgRe3,339.6
ScTlS2,106.4
Be2SnSe,35.2
Si2O5,270.5
ZrBe2Ni,182.7
Tl2SiS3,45.0
TaTeBr9,27.0
DyCuSn,122.8
YRh5,364.3
TiCrO4,184.8
VGaNi2,188.7
K3V,8.2
Al3Fe,211.4
PmBr3,72.6
TbCuS2,135.7
Na2BeFe,51.1
NdTmMg2,54.7
Na2SiO3,120.1
RbNdTe2,45.5
Pr3Ag,56.0
DyMnSi,70.6
MnNi2Sn,115.9
Li3PO4,134.4
RbH3O2,54.2
PrZnSbO,84.3
TiHg,146.2
DyRh,158.8
InBr3,23.6
MnSbPd,139.2
SiSnO3,293.2
Mg3H4O5,75.2
Na2CdHg,21.5
LuP5,149.8
Li3LaP2,130.1
K(CoSe)2,58.5
Sr2HN,63.2
Ti2CuS4,137.5
Ba(ZnP)2,93.9
DyMn2,157.4
RbLiCl2,35.9
USe2,134.8
Tm3InC,122.1
TiZn,132.6
KSO2F,40.4
SmCd3,76.7
Ba2HfS4,118.5
LiPd,104.1
Pt3PbC,188.6
Ti2MnAl,165.1
NaMnBe,115.5
Ba4CaV,15.9
NaAg2,73.0
LiPaPt2,164.8
YBe2V,118.8
Cu3PSe4,97.7
Th(SiNi)2,219.9
BaSi2Rh,103.7
Cd(HO)2,26.4
CrCoTe,148.9
SrP,84.8
KAlO2,140.4
InFeCo2,107.5
NaNbSe2,113.3
Ca4BeP,16.3
Si3As4,97.8
MgSbPt,130.6
Ba(PrS2)2,131.9
Fe8N,135.3
Na5LiN2,50.1
Dy5Si3,120.6
VSnO4,399.1
Yb3GaC,48.4
ZnFeF4,138.6
NdNiC2,264.4
BeSe,144.5
KVP2S7,32.2
HfZnCo2,233.7
SiF4,14.7
FeSnRh2,244.4
CaC2,238.5
DyBi2ClO4,90.4
RbBa3,9.6
IF3,36.8
K3CrO4,47.5
KSmTe2,44.8
Ti3Nb,162.3
MnAlPt2,91.2
V2ZnO6,67.7
ZrCuSi2,182.3
ZnSbF6,73.9
Dy(CrSi)2,245.8
ZrVAs,92.6
LaAlO3,352.4
K2NaCuF6,88.1
Ba4YTe,13.1
CaMoF6,50.5
Ba2CrBr,22.2
NiAs,202.1
Ca(AsO3)2,147.8
Li4FeN2,138.3
PmTm3,64.4
CeSiHRu,112.1
KPrGeSe4,34.7
LiTaO3,272.1
Mn2BeFe,308.2
Te2O5,71.3
TiZnO2,175.2
Sr2As,96.1
BeV2Cu,232.9
Rb2NaCrF6,96.6
BeNiCl,52.4
Ce(CoP)2,107.8
TaGaPt,149.6
NiTeO4,110.7
KNdO2,117.2
NaBeV2,153.4
AsRu2Se,17.4
MnNbGe,223.1
FeCu2SnS4,86.4
Zr6Al2Fe,162.1
Tl(NiSe)2,52.8
Ba4YOs,16.8
SbCl3,21.9
K2NaInAs2,41.1
Li2CaGeO4,86.5
TbNbO4,267.3
NaSbS2,85.2
YInCu2,124.8
CdCo2As,94.9
PrHg,74.1
Ba2InClO3,103.4
MgCr,1.5
Al2RuRh,360.7
SrTaBe2,135.1
Ba2TlV,32.4
DyHg,93.5
Cu3SbS4,100.7
ScGaO3,218.3
BeFeBr2,29.3
Cr2FeSe4,119.4
YLuZn2,97.6
LiMoO2,323.7
Rb2SiS3,45.3
Mn3Zn,196.0
MnAlF5,287.5
TiAsSe,24.1
Ba(AgSn)2,83.1
AlVNi,123.7
Mg2FeH6,169.2
KAuBr4,31.0
Al2CoIr,277.4
Ca2ScBe,44.6
RuSe2,307.6
CePRuO,154.6
Li4Cr3FeO8,220.2
PuSi2,154.2
MgAs4,86.3
LiCrS2,95.9
VIr3,534.8
TiTc,352.3
TbTl3,69.4
Yb(AlSi)2,98.4
CaBiClO2,96.8
ScAu2,227.1
TiB2,446.7
TlI,25.6
Pr2CdSe4,98.9
BeCr2Tc,386.8
NdAg,75.5
KDyS2,77.6
TaAlPt,142.1
Sm2PbSe4,127.0
Ba4YTi,21.1
Sm(SiOs)2,234.6
Sr2FeCuSO3,125.2
Cd2P3Cl,80.0
Ba2HgCl,31.5
BrF3,45.1
Pr(CoGe)2,149.3
Ce(CuGe)2,141.9
U(FeSi)2,315.1
TiZnSiO5,165.5
SmNiAs,147.1
KAuSe2,93.5
KBaTi,4.4
Tb2Ti2S2O5,189.6
Mn(Sb2O)2,258.3
BaTlSb,26.0
CrCoGe,266.6
Sn2IF3,37.6
BeFePt2,259.0
BaCdP2,91.3
Mo2AsP,184.0
NaNiIO6,59.0
Li2V(OF)2,156.5
Sr2BeP,44.3
TiAlRh2,177.6
MgCoGe,158.5
AlNiF5,316.9
UB2C,409.4
Al2HgSe4,54.5
FeNiN,491.3
BaGaW2,65.6
NpSn3,90.4
Hf3Te2,47.5
Dy6FeSb2,93.5
CdSiP2,76.3
Ba4SnBr,13.7
SF4,18.0
CuNiSb2,142.0
Li8PbO6,159.4
KH,35.1
BaSrNb,2.3
PuN,268.8
KMgBi,36.0
BeCuRh2,254.6
BaTe2,48.0
CuAsPbO4,57.8
Y2Si2O7,194.3
ThCoC2,304.3
Sc2AlIr,163.8
Li2DyIn,82.5
K2FeCu(CN)6,40.9
BaBrCl4,16.1
Cr(FeSe2)2,105.4
BaTa2Be,95.7
Ca3N2,178.1
ScNi2,201.2
Ge2Os,295.3
TiSb,133.0
BePbCl2,63.5
HoCoSi,118.5
Ba2SrW,24.7
MnSbAu,47.0
Ba4PdW,21.5
BaCuCl2,97.1
Be2SnMo,36.0
BaCaCd,0.8
SrBeRh,157.9
TiZnO3,246.2
BiAsO4,168.0
Sm2O3,271.3
TbI3,62.8
IO2F,50.9
ZrBe5,269.2
Sr(PIr)2,232.2
MgSiAs2,70.2
K6HgS4,28.5
MgCo3C,404.8
BeNbCo4,317.2
ZnFe3C,449.1
Mg2BeFe,94.3
AgTe4Au,85.1
RbBr,39.8
YbSn,98.5
Na6MnS4,45.6
CaPdF6,60.2
LiGaCl4,26.7
Ta2ZnO6,390.7
BaGaBO3F2,92.8
GaPt3,297.0
LiCaCoF6,103.9
Na8NO3,98.0
KInP2S7,31.0
TaBeW2,245.9
LuTiSi,190.2
Dy(CuSi)2,198.0
Na5InO4,91.8
Ca2Bi2O5,92.0
Na3Be,16.2
Tm2AlZn,95.0
Yb5Ge3,63.8
TaNO,469.7
Li3NbS4,33.7
Pr3Tl,64.9
BeNiSe,45.3
Sm2AlNO3,302.0
Be2SiW,451.3
AlAgSe2,66.4
Tm3GaC,138.6
Si2Ni,163.9
Tm2In,109.2
TlGaTe2,64.2
BeOs2Ru,397.9
Mn(NbS2)3,121.0
Zn2NiRh,205.8
Mg3BeAl8O6,397.2
LiScAs2O7,169.1
Na2PHO3,96.3
CuAsPt2,159.6
DyAg,100.9
K2Se3,31.6
GaTe,28.8
MgAu,109.4
NaPN2,167.3
Ce3Sn,86.6
MnBeV2,327.4
Sm2SeO2,185.0
PHN2,118.4
HfBeSi2,92.9
MnAlCo2,130.4
MoAs2,264.9
TbFeC2,317.8
MgBe2In,94.8
BaAgBi,81.5
Mg6MnO8,264.6
TbTl,69.1
Ba2H6Ru,84.8
Nd2ScSi2,126.4
GeC,311.8
Li6UO6,158.4
K8PO3,48.6
Ho(CrSi)2,250.8
Dy2Fe2Si2C,205.8
OsCl4,97.5
Ca2CrSbO6,267.4
Sn2PClO4,37.4
LiNbIr2,278.0
HIO3,47.4
Be2CdIr,286.2
TiCo3,308.8
Tl3SbS3,31.0
NaBH4,34.1
Pr(CoSi)2,158.8
TbTlS2,83.5
ErFe2,153.5
Np(SiPd)2,215.8
LiH,79.9
PuRh3,294.3
Rb2Al2Sb2O7,57.4
Fe2CoGe,166.5
ThSb,127.0
Pr3Al,68.8
Tl2TeCl6,30.0
Pb2O3,101.2
CeCo2B2C,282.4
CaTiSiO5,241.4
MgMnF6,106.6
NaSi2N3,373.4
Ge3N4,352.3
LuTaOs2,396.2
MnCrRe,232.7
NbAl3,259.5
PrTlSe2,61.3
K2AgAs,39.9
DyIn5Rh,114.2
NdAl,73.7
K2NaAs,31.5
Sc2PdPt,179.0
La2SO2,161.1
Tm(CuSi)2,201.4
AgP2,96.6
ZrNi3,301.6
TiPbO3,306.1
ScAlCu2,152.4
HoGe,141.1
PrSb2Pd,97.0
Th2Pd,104.3
KSb,30.9
Sm(CrSi)2,218.3
Ni3(PbSe)2,103.5
Li2MnPO4F,111.2
Sr2PdO3,254.9
UO3,540.5
K3ZnPCO7,105.1
CaBeGe,124.1
SmAg,84.4
TaCoSb,265.5
BaClF,69.0
Sr(GeRh)2,101.1
NaScO2,175.6
CaCuAs,84.7
ScTaO4,308.0
Ce3InC,158.7
BeCd2Fe,105.1
TaOF3,206.7
InGaO3,271.2
Li5CuSO2,121.6
TiN,599.0
ScS2,108.9
NdCo2,156.4
Be2VCl,34.9
CoPt,308.3
KNaTiO3,185.7
NbCu3Te4,62.9
YWN3,190.3
ErNiSb,191.7
SNF,27.5
Er2CdS4,89.1
CI4,19.7
Mn2SiRh,236.7
BeCuNi2,207.4
U(CrC)4,329.1
Yb(MnGe)2,153.1
BaBiCl,13.6
Nd2SeO2,174.5
CrAsPd2,105.0
FeSe2,283.4
Y2SO2,201.1
VGaNi,128.3
RbMnBr3,33.5
BaMnCr2,48.1
SmFeSi,106.1
ZnTe,92.0
MnNbAs,111.2
TiInFe2,256.3
ErTl,69.2
Cu3(Ge2O)2,339.5
Ba4LiSe,3.6
ThTaN3,503.0
BaLiTi2,65.0
Ca2SiO4,307.2
HoCuS2,110.8
Li2MnSiO5,116.5
Sr2FeSO3,132.3
SrCa2Be,35.9
ScNi2Sn,167.1
BaSc2Ta,47.9
GeRu,206.1
Ce2AlNO3,279.4
ScPt3,297.5
VFe,263.1
YSi2,102.2
AgSb2F2,36.3
TiBe2Cl,32.1
CeNdI4,58.0
SiPd,219.7
CaMgSi,89.9
BeS,160.5
AlFe3,197.4
AlPt,196.9
HoH2ClO2,95.0
Mn2BeOs,270.4
GaAgSe2,62.5
YbPd3,151.0
Ca(MnAs)2,130.0
LiYGe,131.5
Rb3Na(RuO4)2,87.7
NdAu,108.8
TmSeO3F,149.6
TiCdF6,59.6
Ca3Mg,28.9
KGeNO,119.4
Sm3Si,95.8
U2InRh2,161.7
BeBiMo2,158.0
BaZnSn,50.1
Ti2AlMo,202.8
BeB2,286.8
WSe2,0.2
RbBO3,100.0
K2BeZn,12.2
TiGaNi,158.9
TmMgAu2,125.8
HoTmCu2,123.9
SiPdO3,258.1
Pr5AgSe8,123.1
Ca2Sb,96.5
CdGeAs2,71.5
Er(SiRh)2,267.6
NdMg3,59.3
LiCe2HO3,264.2
ErHg2,92.3
LiMgPO4,169.6
HoSb,74.3
YbSbPd2,120.1
MnSbIr,172.0
VP4,231.3
TmSnAu,111.3
DyP5,142.6
KBeGe2,39.5
Tb2Cu(Ge2O)2,180.5
ZrFeSb,225.5
Ni2SnAs,39.1
Zr2BePb,163.9
Pr3GaC,96.8
ScSbPd,146.7
K2TiCl6,28.5
TbNi5,281.1
LiBeV2,164.3
Ti2CuTc,216.1
WCl4O,87.5
V(CrTe2)2,91.1
DySi,174.0
AuI,24.5
Ba4NaCuC2,136.1
YP5,141.5
MgNi2,134.1
VCoB3,579.7
Pr3Ga,67.9
Ca2CoO3,224.2
ZnSiN2,349.8
LiCuF2,268.1
DyBO3,317.1
Cr2NiSe4,117.1
K3YF6,52.2
Ba2MgSb,30.4
BeCu,198.8
BrCl,38.2
Rb2NiF6,36.5
Li4TiS4,35.0
NbNiP,299.8
KCdSb,39.5
ZnCO3,152.5
TmCl3,53.2
Sr4Li(BN2)3,135.1
CaHCl,53.0
MnO,307.9
BeZnCo,205.0
ZnBr2,28.5
MgU,108.6
Tb(CrSi)2,240.3
KLi2Be,23.0
SnO2,477.5
AlSiP3,192.3
HfSiPd,302.8
KNaNdNbO5,112.3
CaI2,20.0
MnAlO3,208.5
TlN3,33.3
HfBeZn,169.0
Al3Tc,231.8
NpAs,208.1
SmCoSi,104.1
CoCu2SnS4,89.2
BiAuBr6,31.5
LiSiNO,169.5
BeSi2Rh,236.0
CaNiF6,73.7
V2ZnO4,239.7
DyBRh3,347.5
NaGaTe2,72.0
LiZn2Rh,118.5
Zn2GeS4,69.7
CaMgAsO4F,138.6
BeTlSi,29.6
BeZnOs2,292.4
HfGaNi2,196.2
MnInRh2,219.2
LiV(OF)2,121.0
CrSb2,140.8
SrCaGe,59.1
Br2O,42.6
KUCuSe3,99.7
LiAl2Pt,161.4
PrCo5,267.9
Sr(CdGa)2,85.2
BaInMo2,95.1
YbCo2,148.6
MnInNi2,121.0
U2InPd2,121.8
ZrBe2Si,186.1
TiBeHg,102.6
CdSiAs2,78.7
Rb3Re,7.5
RhF3,121.5
CaHgO2,254.6
Pr3SiAgS7,123.4
AlSbI6,16.3
Nd(CrSi)2,192.7
BeFeHg2,101.8
Cu2O,126.9
TmTlTe2,57.5
Rb2Hg2PdCl8,26.7
TlGaSe2,88.6
BeNb2Ir,295.3
Na3Co,17.9
Sm2InAg,73.0
TiH2,142.8
CaFeO2,201.7
BaReH9,76.4
CaSbAu,61.1
KHfCuS3,155.0
HfScRh2,182.1
FeSb,173.6
Mg(FeO2)2,273.0
HfBrN,31.0
Rb3Ru,11.1
BeCrRu2,349.7
Te4Mo2WS2,42.6
Rb2Te,20.8
SmI,73.3
HfSe2,37.2
CaSiO3,139.8
CaO,12.2
Li3FeF6,187.5
NbCoSn,89.1
Rb2MnF5,66.6
Li2MnO3,217.5
HfBeSe2,51.6
HoSe,218.7
LiYF4,165.4
Na2CoGeO4,216.6
Mn4Al,240.4
Ni3GeC,291.7
LiNbS2,134.2
SrGaSnH,54.1
TiFeTe,265.9
Zr(CoSi)2,309.5
AcF3,118.1
LuInAu2,111.6
MnGaRu2,327.6
Sc2BeCl,24.5
Sr(ZnAs)2,101.0
GaB3N4,557.0
Cr2O5,203.2
UNiSn,52.6
TaSb2,198.9
Zn2Cu(AsO4)2,105.7
BaCr2Te,29.2
SrMnBe2,65.0
Cu2HgGeSe4,68.7
BaHfN2,142.6
MnF2,129.2
AlAgTe2,56.2
Be2CrBi,57.5
H7BrO3,28.2
LiMnF4,89.1
Th3As4,178.8
BeRhBr2,36.4
V3Te4,106.8
Er2SO2,215.9
LuSbPt,166.4
Y2GeI2,26.1
InPb2I5,27.9
BeVOs2,396.4
Sc2BeTe,106.6
LiTiBe2,162.4
AsPtCl,16.8
NdBRh3,310.9
TiBe2Te,326.9
TiBe2Rh,191.5
Te2MoW2(SeS)2,0.4
LiBeBO3,96.2
HfCo2,299.5
LuPb3,54.8
Be2NbBr,165.0
TbHg,90.0
Be2SiMo,298.5
RhN,248.8
BePb2Br,27.8
K2NaVOF5,99.8
URh3,332.6
ErTiGe,173.0
