pretty_comp,shear_modulus_gv
RbMgF3,47.98
Nb(SCl)2,22.3
ZnNiSb,34.28
Ti2Te2P,30.12
ZrC,39.78
Ba2Mn3(AsO)2,41.87300000000001
YbTlS2,24.706999999999997
CoRe3,168.36700000000005
MnBe2Sn,80.113
XeF2,11.98
BaMn2Cl,13.3
LaCN2Cl,41.667
NiSnF6,31.193
PaRh3,88.92
Pu2O3,58.9
NaAlSe2,18.533
Ta2Ni,78.033
NbBr2O,27.32
Li3CeSb2,35.367
SrS,36.84
HoP,67.0
YbAgO2,20.627
TiI4,8.467
SrGe2,31.853
Li5CuSO2,29.63300000000001
GeF4,5.26
Zr2Fe3Ge,60.64
HfGa3,72.053
Be2InIr,39.42
AgSb2F2,10.552999999999999
NaZrBe,21.026999999999997
Tl2Pt(CN)4,8.06
NpSO,58.607
NaYb(PS3)2,10.587
DyN,128.3
TbBi,38.72
BeGeAs2,53.453
KV(CuSe2)2,11.887
MgH2SeO5,29.29300000000001
Zn2NiN2,34.747
PrGa2,56.667
NdCoSi,42.22
LiMn2(BO3)2,35.37300000000001
DyAlNi,39.82
Ba2SbI,0.9670000000000001
Rb3Tm,3.553
MgTaOs2,100.84
Mg3V2O8,66.893
HoAsPd,52.48
AgCl,8.7
FeB,101.807
BeCl2,10.493
NaSmO2,54.34
Be2ZnCo,82.053
TaNO,80.993
TmTaOs2,99.92
AcFeO3,88.44
Pa2SbTe,54.36
Ho6FeBi2,33.613
Tb2Fe2Si2C,80.5
MgCO3,73.92699999999998
CrAgO2,32.493
MgSiO3,131.19299999999998
SrH2O3,27.686999999999998
Co(AsO3)2,79.167
HoScO3,87.34700000000002
LuTiGe,56.833
Si2Mo,140.54
VNi2,95.3
TePb2O5,37.567
NiO,53.28
BaN6,13.767000000000001
MnSbRu2,90.62
Ba2NCl,23.346999999999998
LiGaS2,23.34
USi2,54.69300000000001
Th(SiPt)2,56.153
BaCaY,1.36
SiO2,139.58
LiBe2Co,72.227
V2CuBr,18.88
Sm3TlC,50.42
NaH,21.2
TePb,11.96
CaTl2O4,45.2
PaAs,65.2
UBN,145.833
Li3N,49.986999999999995
VBiO4,47.06
Cd2Ru(CN)6,21.686999999999998
Nb3SBr7,22.713
Zn(GaS2)2,33.28
TiFeCoGe,59.72
Zr2OsRu,88.56
LiSbAu,3.7
Zr2Te2P,31.753
Ta2OsW,132.72
Rb3Th,3.26
CoH4(BrO)2,11.0
CrGe,91.32
CrSi2,161.567
MnIr,193.48
K2PtCl6,11.02
Sm(CuSi)2,72.253
Ba2SrWO6,40.687
W3(SeS2)2,28.7
CaBeGe,13.14
Sn(WO4)2,37.073
K2PdBr4,8.727
Tb2Cu(Ge2O)2,42.273
Li3NdSb2,35.907
ZrAsRu,83.39299999999999
Na2PtS2,20.546999999999997
Sm(HO)3,25.153000000000002
DyScO3,86.96700000000001
Xe(OF)2,12.26
Mg2PN3,92.74
ErSb,45.3
TmAlAg2,22.92
Zn(GaTe2)2,21.413
Li2DyIn,37.08
BeSe,72.46
Ag2SnHgSe4,11.16
CdBiSe2I,16.14
SbS2NF6,7.84
ZnO,69.68
Si2W,138.52
ZrB2,228.80700000000002
Ca3AsCl3,29.74
NaO3,13.232999999999999
BrCl,7.733
Pr3InC,16.3
AlVFeCo,75.98
Ho(CoGe)2,66.067
TiBe2Ge,104.6
Dy(SiOs)2,82.273
BaPaO3,23.08
BaS2,14.767000000000001
YBr3,5.807
H3BrO,8.972999999999997
ScVO4,49.9
NaHg2,10.047
CrGaCo2,87.34
FeCu2Sn,29.36
TmCuSi,63.113
GaF3,55.86
TiFe2As,23.84
LiCa4(BN2)3,51.22
Ba2SmSbO6,78.46
Mg2H6Os,54.3
BiSeI,9.18
ScBPd3,26.06
LiPb,12.58
SmB6,120.46
BaN3Cl,20.833000000000002
ScBe2Te,35.86
Ba3LuIr2O9,56.867
Ba2H6Os,21.96
AgI,12.453
Te2Mo2WSe4,20.213
Sc2BeTe,19.86
Co3(SnS)2,54.753
BaIr2Pd,21.226999999999997
DyPb3,13.6
NaAcTe2,19.54
BaSe,25.82
ZnCu2SnSe4,24.593000000000004
AsI3,9.84
YbP,17.92
LiBeSi,30.846999999999998
Sr3P2,26.16
Li2PrAs2,20.967
Ba4TiCd,3.74
ZnCrF6,37.833
BaNi2Br,3.9130000000000003
Ba2ZnF6,31.733
LiCd,20.3
Mn(InS2)2,27.32
Ba3BiP,13.78
Na2S2O3,16.027
Tb(SiIr)2,104.25299999999999
RbScO2,64.64699999999999
ZrBe2Cu,16.26
Rb2MgF4,25.906999999999996
CaClF,32.22
SmP5,40.78
Ho3GaC,28.3
Sr2MnClO3,48.446999999999996
Li4CO4,37.56
DyAl3,58.88
BePdPt2,16.413
ThSO,69.14699999999999
Sr(AlSe2)2,22.173000000000002
LiHF2,26.72
ZnCu2SnSe4,24.79300000000001
Li4VGa3O8,41.753
Sr2GaSbO6,97.0
NbCo3,89.413
AgF,2.6
TiHg,44.167
YbSb2,26.44
TaTlO3,113.3
UAs,59.72
Pm2SiHg,18.98
Ag2HgI4,5.767
CrCl3,12.833
NdGa2,57.667
Be2CuBr,3.88
Be2VRu,86.25299999999999
TmRh,40.44
Nb2C,93.647
KCaO3,17.4
PW,112.947
Al3Mo,93.98700000000001
LiI,12.713
MgCo3C,113.68
ScIr3,127.46
CuCl,8.26
TiC,180.36
Na3BS3,16.54
Li2YbSn,33.22
TbCuS2,43.32
Rb3InS3,9.447000000000001
Nb3Au,73.42
Rb2RhF6,16.36
Rb2TlInF6,11.02
NaHS,11.373
PrTm3,23.74
LuBi2IO4,46.086999999999996
ErCo2,49.6
Ba4MgCd,1.46
FeB2,105.633
BaSrTi2,12.92
Dy(FeB)2,79.66
NaBeV,20.56
DySi2,32.06
Li2YbPb,29.2
VCl3O,5.48
BaNa2Si,6.02
ThTe,54.08
CaSn2O5,40.94
Na6MnCl8,15.1
ZrCoBi,62.7
NdBPd3,10.26
Sr2BBrN2,18.32
Ba2TiBr,2.26
K6Ge2O7,19.7
MgSnO2,25.653000000000002
V2ZnO4,56.08
Hf3Si2,95.287
K4Na2TeO6,28.36
Sr3MnN3,36.107
PrN,92.28
AuCl2,6.64
Ba2CrSn,13.7
ScS2,16.42
BaCo2Cl,4.493
SrCl2,16.46
NaBeCo4,17.9
Be2HgPd,43.86
SbRh3,95.62
CoPtF6,33.74
CuH2SO5,21.307
BeNb2In,12.987
BeInW2,39.6
CdSnSb2,17.3
TaBeGa,4.2
HfBe2Fe,66.613
Na2CrO4,23.553
CaHBr,23.886999999999997
Zn4P6N2O,86.98
ScBi3,12.107000000000001
TbAgHg2,23.92
Te2Os,87.1
Ni4N,9.26
H3AuC2NCl,7.2929999999999975
CuAs2,26.366999999999997
Tm3GaC,30.74
Ta2N3F,94.03299999999999
ErSe2,39.793
Th(MnSi)2,44.16
Mg2As,17.567
BaYPd2,23.313000000000002
Cu2WS4,21.4
MnAlF5,52.44
Sm(SiPd)2,55.22
CrSi,116.42
Ba2BiAu,17.06
MoP,133.893
GaFeCo2,37.1
Ba2Cd,10.127
BeVSe2,28.353
Rb2MnCl4,8.947000000000003
LiBeW2,17.74
BePIr,12.42
CrAsPd2,5.8
SrHfO3,107.9
Ho(HO)3,31.47300000000001
Pa3Si,61.3
WS2,7.8729999999999976
SrTi2Be,24.84
Ba2MnMoO6,70.7
LiMnSbO4,47.573
SiH,25.093000000000004
HfOs,115.88
BaSn2(HO2)2,15.34
PrP5,35.86
KVF3,32.14
SmNbO4,61.507
TaMoN,172.30700000000004
USe2,31.287
P2Pt,121.94
BCl3,5.607
KYS2,32.42
ZnSnF6,32.247
Na2PdC2,31.95300000000001
FeSeBr7,3.867
Y2Cr2C3,73.6
DyBr3,5.8870000000000005
NiPbF6,20.067
HoTiSi,48.86
PrBS3,28.873
KTeF5,10.027000000000001
Ca(SiAu)2,34.547
CuCl,11.26
Sr4CaMn2(SO3)2,35.28
DyPS4,25.74
BaC2,27.02
Fe4N,101.3
Ba2MgSb,12.9
SbAsRh,24.18
BeV2Tc,61.967
Ni3C,69.153
ErSe,46.92
CaCO3,23.173000000000002
UCoAs2,59.88
Dy2SeO2,45.69300000000001
SnF2,9.5
HF,8.36
RbMgAsH2,9.32
PrPtF7,30.093000000000004
Cu2HgI4,9.28
Na2SO3,24.487
Rb2ZrCl6,9.48
MoAs2,85.72
K2RbPdF5,15.3
BeV2Si,97.96
ErRh2Pb,20.98
NbSbRh,35.44
YbNdAg2,22.32
NdCuTeO,22.213
HoNiBi,49.72
Ba2TlBi2O7,8.793
CdCu2SnSe4,20.787
HfAlPd2,7.48
Li2PbO3,53.626999999999995
SnRh3,77.767
U(HO2)2,26.686999999999998
ZnPt3,70.56
AlVRu2,119.24
Pr(FeGe)2,63.433
Mn2SnW,100.92
Dy3SnC,63.98
Pr2AlNO3,110.273
V3Co,104.48
Na2CoS2,15.96
Be2FeP,95.51299999999999
UCuGe,54.52
GaCuO2,71.513
CeTe,33.08
PrCo5,53.633
LiPF6,25.087
MgAsOs2,36.76
BaRu2W,27.386999999999997
MnAu2,37.68
KBeTe2,10.527000000000001
Al3Ni5,78.42
Ni2H,71.487
Yb3SiO,47.067
Sr2BeZn,20.753
MoAsW2,5.9
YOF,62.446999999999996
Li5FeF8,30.74
TiZnF5,19.713
Pm2MgAl,32.12
PaO2,108.58
YbMnGe,28.233
Be2FeBr,27.506999999999998
TlSn,6.5329999999999995
NbTl3Se4,8.52
Ta3SeI7,21.987
SrAu2,20.833000000000002
Tb(FeSi)2,81.193
BaNa2Ge,5.607
FeCu2SnS4,16.04
PaTlO3,64.66
PrAlGe,51.2
LuBO3,76.893
KAlF4,36.19300000000001
H2C,26.62
K3Ag3As2,14.34
HoO3,0.40700000000000003
ZnAu,26.2
TmAs,61.52
MgV2O6,21.1
Zr2Ni,23.346999999999998
Dy2AlZn,40.96
BeMoSe2,37.086999999999996
NiHO2,14.4
Er3InN,69.56
CoBr2,11.887
Nb2VAs,19.72
NaIO4,18.953
CoNiSn,50.547
TbBPd3,20.16
CaBeNi2,33.507
LiMnPd2,47.3
Tb(SiAg)2,52.313
Ca(MgAs)2,38.733000000000004
HgSO4,21.133000000000006
KPrO2,46.44
DyIr3,109.0
Sm2PbS4,36.993
LiBeV,43.593
K2NaInP2,15.687000000000001
KNaH2,14.487
LiZnAs,40.44
BaNaSr2,7.0070000000000014
TbN,124.54
FeCu2SnS4,25.24
Mg3P2,39.98
Te3As2,25.78
Ce(AgGe)2,33.733000000000004
BeGaSi,16.987000000000002
YbAsO4,38.42
CaZnSi,26.16
Ba2CaUO6,44.593
Na2CeO3,53.553000000000004
KMnRu,1.38
K4ZnAs2,9.033
LuTlTe2,24.046999999999997
LiSiBO4,75.6
Sc2IrPd,45.88
CaBe2Ru,56.887
Hf3Bi,46.653
ZrAsCl,24.88
Zn2AgSbO6,52.073
Er(MnGe)2,45.0
SnBr4,5.28
NbCo2,111.44
TbAu,32.46
Ce2ZnHg,16.2
Ca2AlSnO5,45.7
Na2ThF6,29.807
ZnFe3C,119.74
CaCl2,16.147000000000002
Sr2As,25.18
PbAu2,19.48
UTeO,41.126999999999995
LiHfPd2,13.0
Rb2Pd,5.513
SmMgGa,44.19300000000001
NdTlTe2,21.88
Ti2Co,6.72
TbAl2,57.86
Ce(SiRh)2,88.4
FeSiW,118.46
SmCuSe2,33.793
UIr3,122.68
ErInAg2,30.36
Fe(HO)2,56.94
USeO,62.086999999999996
Be2TcIr,68.5
VFe3,8.86
RbBS3,13.007
Ca3(SiIr)4,51.22
PrCuO2,34.393
P4Ru,107.87299999999999
Ti3Si,40.8
SO2,7.212999999999999
BeNi2P,29.826999999999998
Tb(MnGe)2,64.3
DyTe,36.54
ZrSnPt,62.28
Zn(BH4)2,10.767000000000001
HfSiMo,104.46
Mg5H8O9,45.233000000000004
K2NbCl6,8.667
Sc2ZnPt,43.94
ErHg,28.82
Ba2LiV,11.5
RbNaH2,12.067
Pd3Pb,46.62
DyCd,28.28
DySi,66.54
NdScGe,35.91300000000001
Al2CdSe4,30.72
CaTl3,14.44
K3YF6,14.74
PbBrCl,2.4930000000000003
RbNa2BO3,25.46
Be2VZn,39.347
HfZnCo2,73.92
Sm3CuGeS7,37.207
CaTbF6,7.4670000000000005
BeNiPd2,31.94
NaPrS2,33.14
BePbCl2,3.213
BaTe2,17.947
YbPO4,49.853
Pr(ZnP)3,45.207
NaVO2,57.56
MnBeIr2,83.353
UH3,77.38
BeGaOs2,55.5
CeTh2O6,89.16
Li2VOF5,18.1
PrO2,25.96
Ba2YZr,9.88
ErTiSi,51.633
KBe2BO3F2,52.207
Be2FeGe,94.44
Na2MgCl4,15.187000000000001
BeNbTl,18.153
IrN2,224.02
MgBeNi2,57.3
MnGa,36.613
Sr2IrO4,65.053
LiBC,169.487
K2LiAlP2,21.826999999999998
Li2SbAu,24.88
NiS2,14.8
Tm2O3,72.78699999999998
Y(FeO2)2,31.087
Rb2Mo3,11.667
Lu2NiOs,54.66
Ho(FeB)2,80.42699999999998
HoVO4,62.327
HoSe,46.3
TbBRh3,87.6
Sb2Te2Se,21.913
SrPd3O4,67.66
ThH2,18.447
BeNb2Br,28.38
FeAg2SnS4,5.66
TiN,111.46
DyZn,31.72
BeCoHg2,22.706999999999997
K2NaMoF6,23.7
ScSnPt2,27.72
KNaSmNbO5,41.986999999999995
NdMnSbO,36.067
NaBe2P,16.213
TiCo2,105.72
NdO2,58.9
Nd3Tl,20.02
ZnGeP2,50.01300000000001
TaN,146.82
ErFe2,27.44
NbO2F,56.213
HoSbPd2,19.32
KAuBr4,5.807
H3N,6.48
KRbO,0.693
Rb2PtSe2,18.58
YbPmAg2,23.4
Te8MoW3,17.653
KNaO3,7.28
ZrBeMo,32.833
KNa2Bi,12.94
Li2V(OF)2,40.473
Tb2SO2,68.34
Sn2PClO4,20.74
K2MgF4,30.666999999999998
ZrRh3,114.68
NdCo2,31.72
BeFeBr2,7.813
Li2PmGa,29.46
PuS,47.3
Mo3W(Se3S)2,26.7
Ba(MnAs)2,42.586999999999996
RbCdAg3(CN)6,9.547
KNaSmTaO5,43.14
SmInRh2,37.04
RbSc5Te8,19.427
BaAgP,34.086999999999996
AgCN,28.267
Sc2BeIn,24.186999999999998
DyCrO4,59.467
NaHo2F7,24.593000000000004
Be2FeSb,49.227
DyAg,30.16
ThSe,56.32
LiTiPO4F,48.88
CaGaSnH,31.593000000000004
UAl3Pd2,66.68
NaLiCO3,23.033
Li2PrAl,29.26
HfBeBi,13.953
ZrP2(HO3)2,37.02
CrNiO4,37.653
Rb3Y,3.34
Er2AgRu,36.66
K2ErF5,24.2
Nd3Si2S8Br,23.813000000000002
BaCrCl2,11.533
BiB,59.14
LaVCrO6,103.867
NaGaH4,9.88
PuSi2,40.387
Dy(MnGe)2,64.12
Au2S,5.02
Sm2MgAl,33.82
NbInSe2,26.947
KSmS2,30.56
Li4GeO4,51.58
MnBe2Zn,79.96
BaMnV2(AgO4)2,30.647
TlPF6,10.08
Be2CdOs,71.82
V2ZnO6,44.407
Y(SiPd)2,52.42
BaAg2,17.547
BaAlGe,34.56
CF2,6.26
Y(CoB)2,109.24
LiYS2,48.38
Ho3AlN,69.74
TiCrAs,87.24700000000001
Ba(PIr)2,56.62
KNa(BH4)2,6.4
NdCl3,22.467
CrPt3,98.52
Ca2AgSbO6,59.126999999999995
Yb3GeO,38.06
ZrInPd2,38.667
Rb2MnBr4,7.0329999999999995
HoHg2,28.94
TaBeFe,56.88
In2Ge2O7,49.213
Ti3Ge,36.94
FeNiGe,25.373
NaN3,14.253
Tl4SnTe3,15.88
NiAsRh,42.12
Mn(PtO2)3,52.52
Tm2ZnRu,37.76
Ba2Ti3O8,29.48
MnHg,35.58
As8S9,8.447000000000001
Rb3Re,3.627
Nd(BIr)4,76.547
Mg(AlH4)2,11.207
Sm3Ho,23.92
ZrB,94.66
SrClF,28.433000000000003
Mg6MnO8,105.06
Pr(CoB)2,91.34700000000001
SrCa(CO3)2,32.527
AgTe4Au,21.293000000000006
Ce(CuSi)2,72.24
PAuS4,12.353
VGeRu2,59.82
HoAgTe2,23.86
Na2WO4,33.24
YCu,35.18
LuSBr,23.186999999999998
Ba(P2Pd)2,33.1
ScGaCu2,41.82
NdHf,30.58
CuI,13.687000000000001
ScSbRu2,96.04
PaZnRu2,41.28
Li2CdPb,15.86
Ti2BeCl,22.393
Li2RhF6,28.44
AlCr2,99.60700000000001
MgB2,133.893
K3Sb,11.0
HfV2,9.12
Fe3PtN,98.24
Tl2Au,7.487
InBr,9.02
Hf2BeTc,63.4
KCaBi,9.787
TiBe2Nb,60.073
NaSmSe2,26.947
Cd4SF6,32.68
PrAgPb,34.42
NbTlBr4O,14.253
MgSiRh2,65.48
ZrNi3,70.973
NaZr2Be,17.253
Ca2Ti3O8,58.113
CuSnH2(NO3)2,19.327
TiBe2Pt,45.08
BeCr4In,41.68
ZrBeCr2,50.88
KBeNi2,21.573
Li3MnO4,76.94
