pretty_comp,et_c12
SiB6,27.0
MnCu2SnSe4,47.0
Ca2AlSbO5,46.8
NbSiPd,166.6
Ca2Sb2O5,40.3
MgPd,100.1
YbRu,73.0
ScNiP,87.9
GaFeCo2,226.6
PmY,22.7
Ba2ZnF6,32.4
Cr(BH)6,2.9
Tm2CoOs,85.4
Zr3Ag,87.2
USe2,62.3
MgCr2S5,23.8
BeCr2Hg,222.0
BeZn2Cl,62.4
ZnPd2Au,155.4
K2NaInP2,11.5
ZrAu2,153.2
NpB2,95.9
VPbO3,96.6
Cd2B2O5,75.5
BaSrYb2,10.9
Er2CdS4,58.1
Mg3BeAl8O6,128.5
FeCl2,38.6
KCuO,24.6
Hg3(SeCl)2,24.0
Sm3CuSnS7,42.4
YCrO3,163.6
ZnCrF6,5.8
Ti2AsW,181.8
Mg2Rh,55.7
YbPaRu2,117.1
Ca(PRh)2,86.9
CaBe2Cr,70.9
ZnCo2Ge,166.0
Sm2AgRu,73.2
PmSnRh2,132.8
Cr2Se3,31.9
Ba2TaTe,28.6
Tm2S3,38.5
BaMoCl,19.1
YbSbPd,64.2
SrCuSb,35.1
LaNiSb,57.3
Rb(SbSe2)2,12.4
PBr3,6.7
CrPS4,40.3
ThSiO4,47.5
BaNa2Mg(PO4)2,66.8
TbAl2,35.6
Lu2Fe2Si2C,117.5
Yb(MnSi)2,80.7
HfIr3,216.3
YAlSi,59.7
MnBeV,103.0
InPO4,65.4
Tb(SiNi)2,71.7
KFe2S3,20.9
HfV2,141.6
CaMnGe,45.0
PrSb2Pd,45.7
BaNaHg2,12.5
ErCu,55.6
CaSn(BO3)2,92.6
SnSe,6.5
PuOs2,243.2
LiErS2,34.2
SnSe,14.1
UAsS,87.1
PtRh3,191.9
Sr(InTe2)2,15.7
MnBeGa,127.3
Y3Al,34.0
Tb3InC,4.1
Ba(CuO)2,35.1
PrGe,37.5
NaAlSi,36.5
BMo,215.3
Sr(SnAs)2,24.9
ErC2,89.5
P2Pd,65.4
ZrInPd2,92.6
ThZn4,44.3
Cu3N,53.3
Tm2TlAg,57.0
HfGa3,88.5
Zn(NiN)2,64.3
Mn2Ge,225.0
TiAsSe,106.1
CePt,72.6
TiFeTe,83.4
LiCl,22.3
Ce3InC,37.5
ScSnPt,90.5
BeW2Se,84.6
HfBeSe2,172.3
TmB2Ru3,189.9
HoGa3,43.9
Nd5AgS8,46.9
CeC2,111.6
ZrSnPd,90.9
CoPtF6,32.6
LiPrO2,87.4
Al2O3,114.2
Er2IrRh,121.9
TiBeTe,34.8
YbS2,78.7
KScBe2,38.6
VO2,29.6
ScBeIn,53.1
BaNi2Br,24.0
Al2ZnTe4,24.0
SrF2,47.9
TiCo2Si,211.2
CrTe2,23.9
Sb2Ir,65.8
SbS8Cl3,6.7
MnAlCo2,224.4
V2GeAs,127.6
CoTeO4,95.7
FeTe2,65.5
Ca2Fe2O5,137.4
ScAl2,39.3
MgAlIr2,123.5
YLuZn2,51.7
MnBe2Zn,171.2
NaMgBe,20.7
Ce(NiSn)2,91.8
As(IF2)3,13.8
Y2BeBr,3.0
Ba2TiCl,14.6
SrAu5,74.9
HfH2,104.6
BaYCuTe3,29.5
ErAgTe2,33.4
NaUBO5,29.8
Ca3(FeN2)2,37.1
Ba2ZrS4,25.0
PrBr3,19.1
KBa2Re,18.4
BeTe2Pd,84.7
BaTeCl,30.9
ScSbRh2,179.2
NaClO2,18.5
FeCu2SnS4,60.6
BaLiMg,12.8
BaTiO3,95.8
CaC2,33.0
Cu2Se,67.7
Th2In,59.4
Mn3PtN,152.9
Li7SbO6,41.4
LiBeCd,48.6
Ca4ScBe,13.1
Be2SnMo,81.8
Ge2W,111.4
BaPr2PdO5,98.5
NdAgPb,60.6
Ag2PdO2,55.9
TaRu3C,179.2
Li2GeAu,57.9
BaNa2Ga,11.4
LiGaSi,33.3
ScIr3C,27.1
HfFe2,154.0
SmFeC2,78.4
AlPt,179.7
Na2CdHg,19.0
Ti(CrSe2)2,46.5
Mo3Ir,174.4
DyFeSi,65.5
TbInCu2,66.7
SrBeGe,82.2
Ga2PdI8,4.9
LiAlSiO4,89.2
UBrO2,8.1
ZrNi4Sn,136.9
MoPt3,216.2
ErTl,56.9
Ca3UN4,81.5
BeGaOs2,173.2
YCu5,82.3
Ba2BiSbO6,163.9
BeTeSe,66.6
Y2BeW,80.2
BaSc2Be,14.0
BaCdW2,145.9
Sm2RuAu,81.1
Dy(SiRh)2,118.7
AlN,168.3
SbAsF8,12.1
Tm6FeSb2,48.0
HfSiNi,108.4
Y(MnGe)2,101.6
YbAg,35.5
Ba2NdNbO6,62.6
Si3F,56.6
Ba2NaHf,13.9
Ti3AlC,73.6
SmH3,93.6
NdCuSn,53.7
Dy(FeB)2,58.7
Hf(VGa2)2,127.2
Sr2BeNi,16.9
V3Se4,45.5
BeTeCl4,59.7
Ag3PO4,76.7
BaCaI4,20.4
MnSbIr,125.6
U(CoGe)2,134.2
KNO3,18.6
BeVMo,132.7
Bi2Te3,17.7
As4S5,9.8
TlAuCl4,13.2
KH2N,13.1
BeCoPt2,215.1
KMgSb,8.4
Ga2Os,89.7
ZrMoP,135.9
InAgO2,68.9
MgBeIn,49.7
HfOs,139.3
H6CNF,25.8
TlHCO2,6.2
Be2VZn,70.5
TiF3,56.1
SnHgF6,16.5
BeInW,68.7
ScGe,38.5
BeGaSb,86.3
TmAlAg2,81.0
KBeO3,86.8
BeP4Ru,108.3
FeAgS2,79.2
Li2TiF6,53.5
RbInTe2,11.6
NaHoSe2,24.7
Ag2CO3,39.7
MnNi,192.3
RbHF2,25.0
K2CoS2,22.7
MnSbRh,94.1
AuSeClO3,21.3
ZrB6,48.6
AlCl3,33.1
Na3MgP2HO8,50.9
Er3GaC,5.6
Al2CdTe4,20.0
MgSbPd2,99.2
YCuO2,64.7
Li2FeF6,34.0
KNaTiO3,36.8
TaAgF6,39.3
ThInAg2,81.8
YBe2Ir,70.7
FeP,148.1
B4C,111.0
NiAgO2,110.3
MnGaRu2,170.8
Na2CuAs,8.7
UIn3,49.5
TbSnRh2,149.5
Ba4NaSb,11.5
TlP,37.4
AgCl,40.5
BaTiCd,30.2
ErSbPd,69.1
CaTiF6,33.7
Te2Os,55.4
ZrNiSb,103.8
Ba(AsPd)2,38.8
BaHfW2,155.5
LiBeBO3,88.7
RbF,12.2
Co3Se4,68.2
Ba2Cd,11.1
LiHo2Ga,42.9
NpIr2,197.5
BeBiCl2,73.7
HoClO,59.8
CePPd,98.3
K2ZnBr4,8.1
KCoAs,13.4
K2P3,17.3
NpCo2,168.9
ZrC,135.2
WSeS,26.6
UPt,123.3
CeHSe,36.5
ThGe,27.9
CdSiO3,201.9
MoC,208.5
SrAuO2,59.1
Sm3InC,5.0
Ba4MoCl,17.1
ReTeS,53.0
ThSnI6,12.9
SnO,8.4
Ba2CaPd,18.2
KTeHOF4,15.2
HfCr2,158.0
Sm3Ho,31.6
VTe2,24.8
Pr3CuSiS7,41.2
VRu3C,132.9
AlAgSe2,50.0
HfAlAu2,140.3
ZrNiGe,111.3
Yb2HgGe,30.8
TbFeSi,64.3
Ti2VSe4,44.0
HoPO4,32.1
Te2Mo(WS2)2,33.4
Mg2ZnAs2,34.7
Rb8NO3,9.8
USiS,71.4
TiNi2Sb,152.2
TiZnF5,17.8
Tl2SiSe3,7.4
Sr3CdO4,50.5
BiF5,11.6
Sb2TeSe2,24.5
WO2,188.2
Pr(BO2)3,81.2
Rb2Hg2PdCl8,10.9
InPd,102.5
Li3Co(OF)2,51.8
MnGaCo2,235.9
Pr2SeO2,76.8
Ti3InN,144.6
CrTe4Au,22.9
U(SiRh)2,131.3
LiIn2Rh,79.6
GaN,159.5
CeAl3Ni2,61.5
HoRh,101.2
Rb3As,12.3
Zr2CuOs,142.6
RbCoCl3,15.1
VO2,36.4
ScBrO,44.6
NaNiIO6,81.3
Si3As4,40.3
K2BaMn,3.7
ScGa3,47.0
Ta3Sb,106.2
MgTa,64.6
UPt3,169.7
Y2In,60.5
FeNiGe,237.7
ThSbRh,74.3
NaCN,24.9
InAsF6,14.8
Tl3VS4,13.8
Er2In,63.2
TiH8(NF3)2,27.6
Nb3TeCl7,28.3
CaC2,57.6
BeV2Pb,89.5
Mn2Be2Zn,121.3
Rb2Fe4O7,128.3
YbSe,15.1
Mg2Ti3O8,66.2
SrTiBe,27.8
TlCoF3,56.8
KRb2BiF6,10.5
Dy3GaC,7.1
CaMgBe,16.7
Li2CeO3,74.1
ThGa2,74.4
ScP,85.9
YbNdCd2,37.4
CeH3,95.4
TbSi,37.1
BeFePt2,223.2
MgAg,61.3
NaAuF4,31.6
SmTlSe2,21.8
ErIr2,164.9
K2O,8.6
K2NaAlH6,9.7
NaPd3,91.0
Th2N3,153.4
NaTmS2,29.6
Ag2H2IOF,29.7
Be2VCl,21.9
Ba2MgH6,16.2
Ho(SiRu)2,122.5
CdF2,70.6
Pu(CuSi)2,61.2
HoBRh3,109.2
Tl4V2O7,32.9
KAgO,29.9
TaAsAu,149.8
CuTe2Cl,18.7
Rb2IN3,14.2
LiSc2Os,73.9
K3AlH6,9.5
RbN,19.4
MgSn(BO3)2,100.8
HoZn2,40.1
NaZr2Be,17.9
Ba2ErNbO6,74.3
Sr4As2O,18.5
Y(HO)3,49.0
Rb2TbF6,25.7
TiAl,64.0
NdBr3,15.7
MgSO4,31.6
BaCeN2,95.5
AlGa3N4,141.6
ErTlS2,26.7
Er(VGa2)2,101.4
PmDyRu2,73.4
BeGaRu2,177.2
YMgTl,27.3
Ti2NiMo,114.7
ThNiSn,46.1
RbAuF4,19.1
NiSbSe,52.0
BaTi4Br,32.8
K2YBe,27.3
BaZnO2,72.7
CaIrO3,101.6
Sc6FeSb2,53.1
CaBe2Ge,57.7
GaAs,39.6
KY3,42.6
TiAl2O5,142.1
ZnCuF4,39.1
LiPm2Rh,47.4
CaTl,28.6
Zr3In,79.4
MgCr,83.0
U(SiPt)2,163.4
Na2CaBe,11.9
Na2BH4ClO4,22.1
BeNbOs2,156.0
CoP,135.1
TiZnSiO5,86.6
PrO2,132.3
CdHg2,26.4
Sr2AuN,30.5
Ba4ZrIr,23.1
NaHoS2,29.2
Ti2Ag,42.4
UAu2,114.1
Ba4ScBe,10.2
ZrVAs,96.8
InSiPt5,194.5
KFeP,18.1
Y2Si4Mo3,89.9
ThSiTe,44.0
Y2ZnRu,70.1
YbRh3C,117.2
BiN,34.5
MnSi,132.9
Ba(MgAs)2,25.8
BaMgGe,12.9
SmCoO3,135.1
KMnTe2,14.0
ZrS3,22.7
Nb2CoAs,161.7
Fe3Pt,113.1
NaGeSbO5,60.7
Li2NdAl,26.5
BeNbRu,171.2
Be(VPd)2,215.8
Sb2O5,77.5
Be2TlRh,150.6
Pb2Au,53.5
ScAlPd2,116.3
AlFeO3,183.3
Na3LiP2O7,37.7
Cd2BiAsO6,74.8
KRb2TiF6,16.0
TiBe2Nb,104.2
NaSrNb2,71.3
Cu2SnHgSe4,48.0
YbBPd3,98.9
CrO3,144.5
ScBeCd2,70.9
Be2CrP,136.6
MoCl3,19.3
K2Pt,11.2
CaHgO2,38.4
Ba(PrS2)2,41.9
CoI2,26.1
BaMgCl2,14.2
MnF2,143.2
Al2O,85.4
RbMnBr3,11.5
K2NiF6,20.0
NaMgF3,31.9
Sr3Mg,11.9
BaSr2Te,3.5
Ge2Mo,98.7
Ca3(SiIr)4,94.7
TaMn2Be,201.8
ErSnPd2,105.8
Mg2PN3,107.5
MnGa,148.4
CuO2,100.3
Be2FeGe,150.4
K2TeI6,10.3
TlPF6,14.0
KAl(SO4)2,61.7
TbSe,20.9
TaTiAs,119.2
SnRh3,161.8
AgPbO2,47.6
MnClO3,11.1
YNiSb,46.4
FeAgO2,121.3
HfBe2Zn,117.9
ThMgZn2,50.6
Hg2SO4,31.1
NaBeBr2,6.0
HoI3,10.6
NbCo2Sn,191.9
BeCo2Rh,199.8
NdTeF,57.6
ZrBe2Cr,137.2
YBe2Ni,94.2
MgPd3,122.2
Ca2CoW,55.3
AgBiO3,92.0
Li4Mn3,49.9
ScB2,52.5
Y2SiCO7,62.6
Be2CoBr,83.4
TaNO,176.3
BAsPb,40.9
Ba4OsBr,25.5
Ti3Hg,67.2
Sc2AlCd,66.2
SnPd3,125.9
DyBi2ClO4,92.5
Mg2Sb2O5,22.1
Al2CoO4,158.6
Ba2MgTe,21.5
DyAg,61.1
NbBO4,37.4
LiBC,94.2
Te3MoWS,22.8
Tm(HO)3,6.5
ZrNi,106.3
Ca3BiN,26.1
Ba2YTlFe2O7,107.0
ZnNi,89.5
Ba4MgCo,14.5
SmLuZn2,50.3
BaNd,17.2
AgBiO2,59.9
NaBeTl2,76.0
Sr(SbPd)2,46.3
GaNi2,172.5
NbTlO3,95.9
Zn2CoN2,70.9
MnNbP,188.1
KAuF6,20.7
Te2Mo3(SeS)2,50.3
Sr(CoAs)2,28.9
Mo2WSe6,26.9
Ta3B4,185.5
CdP4,44.7
HfZrBe,64.9
YCoC2,76.4
KCa2Be,20.1
CuBiSeO,62.4
RhSe,118.6
Si3Os,135.0
BaNbCr2,117.5
NdNiC2,73.4
NaSrBO3,59.1
Rb3Sb2Br9,19.9
Lu2RuAu,104.2
ZrRu3C,138.1
TiCo,166.6
KCN,13.4
Sb2O5,73.1
RbAgO,19.8
Mn2CoO6,46.1
Ti4ZnS8,42.9
KP(HO)2,15.7
U(NiGe)2,102.3
NaIO4,23.0
LiAlSe2,21.8
TiAlCo2,166.9
IrBr3,27.0
NaLi2Bi,17.9
Sc2GaAg,71.4
BaSrHf,11.9
CdInGaS4,37.9
Ho2CuTc,74.1
TmClO,37.7
Pm3Si,41.7
Er2InAg,56.4
RbNO3,19.4
BiAuO2,50.9
Th(Al2Cr)4,48.1
TmMnGe,70.4
KSnAs,17.5
Ni4N,33.1
NdBO3,71.5
Rb2NaInF6,23.0
Mn(AlS2)2,56.6
CdCo3N,144.7
CeSmI4,26.4
YbSbPd,46.1
Pb2ClO2,52.9
BeVIn2,59.5
Na2LiBe2F7,35.4
Nd3GaN,10.8
DyInAg2,74.1
LuVO4,61.6
Ta2N3F,233.1
HfSiO4,71.4
AgN3,50.6
AgP2,53.0
PrCuO2,65.0
DyCoC2,77.7
TiBr2,13.1
LiCuF2,26.7
LiAs,25.8
AlGaO3,122.5
Er(FeSi)2,98.6
CeZn5,60.1
ZrSi2,72.5
SF4,1.0
Ba3BiSb,0.8
RbLiCl2,21.7
CaBeGe,55.1
TaCo,239.0
Na5Al3F4,4.3
K2Sn(AsS3)2,34.7
SrGaSnH,27.0
TiPN3,83.1
YbOF,72.8
K3AlH6,22.2
BeCu2Tc,206.4
YSF,72.7
ThCl4,9.8
Li8NO3,31.0
Er3TlC,5.2
TiCdF6,1.9
MnGeN2,89.7
TaGaPt,146.1
RbMnAs,3.7
NdTeCl,51.4
BeFeCl,71.8
LuTlS2,26.7
TeBr2,11.4
NbCrGe,149.6
KBa4W,11.6
Li5CrCl8,17.8
BaBe2Si2O7,43.5
Ca4BeRh,19.7
BaTlBr,24.7
NaCSN,12.9
CrSb,68.8
NaHCO2,30.1
SmSnPt,67.6
Be2B,82.3
MgBeTc,99.8
Sm2SO2,91.0
DyRh5,140.1
Np(CoGe)2,135.2
BeTlFe2,155.5
Cd(InTe2)2,19.8
Ba(ZnAs)2,18.2
V2ZnO5,39.4
Be2TlIr,121.9
NaSi2Pd3,89.8
RbBr,3.2
BeSiBr,68.4
Ca3PCl3,13.4
BeGeAs2,46.5
BaCdGe,21.0
TiAsW2,205.3
BePbCl2,47.8
MgSc2In,56.8
CuBiO2,52.1
MgBe2Tc,127.2
K3MnO4,14.9
K3N,1.7
TmC2,92.7
Al2Pd,89.0
Co2N,184.2
Sr(ZnAs)2,29.7
Dy2MgTl,50.7
SrZnCl4,30.1
Mg2H2O3,59.6
Ca3Mg,21.2
CaPd3O4,124.1
TiNbS4,11.4
VSi2As,112.7
NaPrS2,22.2
Sb2Te4Pb,18.2
Mn2BeCo,197.4
NdBi2BrO4,79.9
LaSb,15.0
Na2GeF6,27.0
UAl2,34.2
Eu2H3Cl,41.6
SmTlO3,110.4
Ba4PbCl,16.8
Lu6Sb2Mo,50.9
BeI2,3.4
Sc2CCl2,42.6
BeNb2Si,212.9
TaTeBr9,6.6
KZrBe,35.7
DyNiBi,42.4
MnTe,22.5
LiCoO2,106.8
BaCdBr,19.9
TiBeRh,74.0
Mn2VGa,158.7
AsPW2,202.9
YBr3,12.3
TbGeAu,90.9
MgZrO3,74.9
FeAsCl,71.7
Ba2Sn3O7,75.6
Li3Al2CrO6,91.4
TaBe2Tl,135.6
TmTe,14.4
SrPb,14.8
Na2Nd2Ti3,65.7
KTaO3,77.5
YRh5,137.2
HgOs,161.5
CaFeO2,43.7
Th3S,70.2
KH2I3O,9.6
Ba2NbFeO6,107.0
Sr(CdSb)2,28.0
Sr3SbAs,0.9
Sr4P2O,18.0
K2NaCuF6,31.6
SrSb2,30.8
Ca2SiB2O7,102.4
TmN,83.8
UCdO4,137.1
FePd,89.7
BeCdCo2,96.4
MoSe2,44.2
AgPS3,15.5
Ba2TlV,21.2
Hf2Ge,83.0
MnSb2F2,16.5
CaTl3,28.8
Th(GePt)2,106.4
MgSiRh2,138.7
Be2NbNi,150.3
Ca3Zn2(CuP2)2,43.9
Zr2Te2P,30.9
NaBe2Pd,129.6
Cr3Pt,183.0
GePd2,136.9
LiZnPS4,17.2
BaAg2,38.5
Ga2FeS4,32.9
Fe2N,179.4
Tm6ReO2,137.1
Ca(BeP)2,32.6
Ca2CoO3,47.6
PmGaAg2,71.2
K2Pb2O3,16.7
U2TeO2,51.5
KBaSn,15.9
Sm(SiRh)2,115.5
PrMnGe,46.4
RuI,40.0
BeVSb,154.5
BaLiTi2,55.8
Ba2CdBr,18.4
U2W2C3,121.3
LiAlO2,71.7
NbBi3O7,116.2
Ba2YMn,17.9
Nd5CuSe8,109.7
Mn2BeGa,112.4
AcTlTe2,27.5
LuTiSi,86.8
MgBeIr2,188.5
Sr(NdS2)2,38.9
Ca(SnN)2,7.3
Er2AlSi2,56.4
KIO4,23.8
Li2MnPO4F,49.4
AgHgAsS3,26.6
KTm,20.7
NdRh3C,148.2
Li2UMo2,163.1
HfSiRh,137.8
InOF,118.1
DyAl3,34.4
MnNbAs,152.5
BeVIn,162.8
BaCaTi,15.4
Li3PO4,35.8
UTeP,37.7
BeZn2Tc,167.2
Sr(MgSb)2,24.8
NpB6,23.1
V3B2,108.5
ZnNi2Ge,132.1
AcGaTe2,27.9
NaBe2Tc,136.2
K2SnCl6,15.2
TlI,13.1
UGa,70.4
Li2Si,20.4
ThCl4,17.6
KVO2,121.6
LiMgN,28.6
AgCN,6.3
BaBiBr,20.7
BaBeF4,31.7
Sr2BeP,64.6
MnNi2Sb,155.5
K2BaP,10.9
KBeBr2,9.6
CaZnF4,60.3
Ca3BiSb,2.1
KRb2FeF6,17.6
ZrBeMo,162.8
UCr3,179.2
K3Na(FeO4)2,21.3
TbCdAu2,87.3
TiBe2V,135.5
NaNO,37.3
Cr(WO4)2,45.4
MnBeSn2,29.5
TaFeSb,118.7
MnH4(BrO)2,14.7
ScRu,97.1
LiTiPt2,178.4
Li5FeF8,31.3
Mn2BeCd,73.0
TaS2,89.8
ScZn,62.8
BaCaIn,18.0
ThPb,65.0
RbLiO3,29.3
ZrSeO,127.1
Ba(PIr)2,103.2
BiO,107.3
ErZnAsO,39.2
GaS,29.9
Ca2IN,37.7
TaAs2,61.0
Ba2PCl,18.8
HoN,80.0
Nb2CoS4,18.4
Ba2ScCr,15.8
ZnBr2,27.5
ScSb,80.2
Ca3Pb,14.9
ScCdAg2,83.0
TiAlF5,89.8
BeCrTe2,42.0
ErTiGe,82.7
HfScBe2,105.2
TiS3,20.1
BaScNi2,43.0
TiBe2V,187.3
HfS3,23.5
RbBaTaS4,18.5
MnCuPd2,140.1
CrGaFe2,173.2
GaGeRu2,133.8
SrMgH4,19.4
BeTlIn,30.5
Ta2H,186.5
AlVFeCo,185.8
SrCrF4,27.5
NaAl3,25.8
Nd3Si2S8Br,39.2
DyBO3,78.0
Sm(SiOs)2,102.9
BeCu4W,137.6
CoMoP,196.5
FeCo3,137.4
Lu(FeO2)2,112.6
LiPb,26.5
PuNi,83.6
MoW3(Se3S)2,30.1
Mo(WSe3)2,27.3
HPbBrO,26.4
MgScHg2,59.9
TiGa,69.6
ScTlS2,32.5
BaTiHg,25.4
Tl2MoO4,26.2
Te2Rh,54.6
DyGe,35.9
BeCrRu2,164.2
TmCu,55.6
Na2SO3,37.1
MgMo2O5,62.5
Mg2CrN2,66.3
Dy(HO)3,50.5
KAgSe,14.2
PCl2OF,10.8
YTiSi,79.3
Na2Ti2O5,106.5
Sm(CoGe)2,77.3
CaNi5,83.9
NbSe2,45.8
InPH2O5,46.1
ThH2,89.4
MnV,125.3
Hf5Te4,65.0
Ba2Zn3(AsO)2,56.7
YCuF5,12.3
BaEr2F8,47.2
ScMnBe,39.2
CrSi2,63.4
BaLiPd2,24.7
NaNdTiO4,59.9
Ta3N5,213.6
FeCu2Sn,119.5
TbB6,33.7
BeAlB,27.0
RbCuC2,4.8
H4NF,28.7
Ba4YBe,9.6
TiZn,107.6
NaSmTe2,18.3
TaBeFe,111.9
LuCuSi,67.4
ZrCrFe,115.5
TlGaTe2,18.5
YbS2,40.4
Ba2NbTl,23.4
Sc2CdAg,71.1
HoGeAu,73.4
Li6TeO6,18.1
H3OF,6.9
SmIn2Rh,72.5
K2FeCu(CN)6,56.9
NdIr3,156.3
V3Ag,172.7
Nb(SeBr)2,32.3
SrS2,54.1
RbAuBr3,9.2
SmCd,50.6
Dy5Si3,47.8
SrCl2,20.8
YAl2Co,69.4
Mn2SiNi,237.9
Na2BeFe,25.8
Mg(BeAs)2,40.5
ErPO4,32.4
FeO,128.4
PuB2,74.5
Li2Te,16.4
Li3Nb,83.5
CdCo2As,116.6
InCuS2,57.1
Mn2Co2C,101.2
Co2NiSe4,64.0
TaGa3,97.4
K2BeGa,12.6
LuScZn2,58.8
AuCl3,13.6
Ca2PI,21.3
NaBeRh2,146.1
Be2NbSb,86.7
BaNi2Cl,25.1
CeTiGe,70.4
MgCN2,98.2
In2AgSe4,29.5
Li2Pd,35.1
V2P4S3,15.5
NaInTe2,29.1
AgH4WS4N,22.7
YNiP,68.9
Ta(TeCl3)2,11.1
Rb2PbCl6,13.9
CuBi(PSe3)2,33.0
KSr2Be,23.5
KSmTe2,15.5
SrScBe,16.3
ZnAg,93.5
K3Sm,9.2
NaLiAs,22.5
TiBe2Se,35.9
HfBePd,127.3
ZrAsPt,136.1
BaGaW2,180.4
U2BiN2,66.6
YBRh3,106.7
NbSeBr3,5.9
Sc2BeRh,78.0
Nd(CrSi)2,110.2
Li4VF8,17.7
BaHf4Ga,60.3
Ce2ZnNi2,60.4
Be2CuBr,87.9
MgTaOs2,181.4
Sc2IrPd,126.3
V3Co,120.1
TiBe2Cl,33.9
YBeMo,82.4
ZrBe2Si,92.7
Y2BeSn,94.6
NaReO4,15.3
CaBeBr,3.3
Zn(RhO2)2,150.0
Mg2TiBe,51.0
Rb2ZnF4,29.7
CaP,38.7
Tm2In,63.3
Sr2H6Ru,25.1
Ni6Ge2B,139.2
TiMo2As,191.1
ZnAu,115.2
ThSe,24.1
CaTiO3,101.3
ZrTe3,13.4
Be2CuRh,121.1
HfGaCo2,172.1
SrZrN2,82.1
Ba4CaPt,16.8
BaGaTe,27.5
MnO2,70.3
Yb3SnO,29.5
ZnAgF3,62.4
DyTiSi,80.8
Mo3(Se2S)2,44.6
CeB2Pt2C,181.6
