pretty_comp,et_c11
MnBe2Cd,163.9
TbSi,169.4
CdBiSe2I,66.6
Pr5AgSe8,115.4
Li4Fe2SiO7,313.7
Nd3PbN,99.7
AsPSe,47.4
BeFeCu2,161.8
Li4Ca2Mg(SiN3)2,245.4
Mg2SiO4,304.4
InTe,47.7
SmAg2Hg,82.6
BeBiIr2,135.7
TaAsIr2,194.2
ScBe2Br,5.1
BaMgGe,75.1
CeSiO4,293.6
CuClO2,169.8
BeGa2Mo,282.1
AsRu2Cl,156.9
Er2TeO6,212.0
Sc(VGa2)2,203.2
Ca2BeBi,54.1
VGePt,147.3
Li6Br3N,51.1
ScTlO2,218.6
Hf2CuSb3,146.1
Li4BeW,76.5
BaHf2Cl,71.6
VSi2,338.1
Sm2RuAu,137.0
DySbPd,153.0
CaPdF6,47.1
Yb3V,25.9
HoSiIr,237.5
CoNi,134.2
RhF3,117.7
Mn2OF3,134.2
CdCu2SnSe4,70.9
Ba(MnP)2,149.5
ZrCo2Sn,185.0
Hg3(TeBr)2,22.6
RbBa3,7.1
PuCoC2,183.5
Cr(BH)6,14.2
TbFeSi,194.6
MgSn(BO3)2,330.4
Y2SiCO7,254.1
Lu2AlZn,94.6
Li2AlBO4,155.2
Mo2AsP,184.0
ErClO,135.1
Ce2Dy2O7,248.7
YbAu2,89.5
BeRu2Pb,219.5
BaTeO3,87.4
Tl3PO4,22.6
Pr2CdSe4,99.0
Sc2ZnIr,164.1
Ba2LuNbO6,298.9
Be2NiCl,153.1
Lu2OsPd,186.6
NdCoSi,160.3
CrSe2,132.0
DyBRh3,347.5
Li2PNO2,179.4
Tl2SnCl6,28.8
MgBe2Ru,229.9
Re3Sb,308.7
LiCaCoF6,114.4
RbAuO,56.9
KRb2GaF6,94.7
BePOs,162.4
SNF,29.6
TaAlO4,358.0
Eu3As4,118.1
CdAsPd,55.7
HPd,196.7
KTi2Bi,65.0
ScZn2Ag,109.0
Ta3SBr7,107.3
CrSiRu2,304.1
NaPrSe2,84.1
Tm2Cr2C3,244.0
Ho2CdS4,159.0
HoZn,91.8
MnSiRu2,382.9
K2BeF4,57.5
YbN,177.9
BaNi2Br,35.2
MgPd,95.6
Ni2H,298.2
PrGe3Rh,159.3
CaThBr6,59.1
BaAl2O4,141.8
Hg(SbO3)2,237.5
Al2O3,403.1
Cr3B4,469.1
P2Pt,390.5
KAg2SbS4,65.7
Te2O5,125.5
MgCoO2,234.1
NaMnBe,0.9
NbCr3,418.7
HfAsRh,35.6
NaTlO2,163.7
Sm3GaC,150.8
BeGaW,316.9
UTeN,197.0
TbGeAu,168.6
Li2SnBi,44.5
K2SiF6,42.0
Sr2AuN,88.3
TmInRh2,175.2
BeGaRu,255.5
Rb4Br2O,37.0
HoPd,147.9
CeBPt3,244.2
BeMoPt2,206.4
DyInAu2,113.8
LiCuF2,82.8
ErSbPd,146.1
NaI,36.8
BeCo4Te,100.2
Th2Ge,134.9
Ba(MgSi)2,104.3
Mg2PN3,281.9
HfPbO3,340.6
TlAgO2,114.0
NpNiSn,73.9
ScGaNi2,178.4
Tm(CoSi)2,248.0
TaTiOs2,338.0
BiO,93.2
Sr2MnCuSO3,160.2
Ba2S3,70.8
V2ZnN2,243.6
TiCoO3,349.4
KInO3,160.8
MnBe2Cu,220.3
Al3Fe,209.0
LaSb,137.5
InSiPt5,272.2
HfRh3,330.1
Mg2CuN2,228.3
LuGeAu,164.2
MgPd3,164.1
BeHg2Te,100.2
CeNiC2,196.0
RbSb,28.0
Ta2CdBi,55.0
LuBi2IO4,167.1
TbRh3C,310.7
Ca(SbO2)2,210.1
AsBr3,17.2
LiGaSi,105.8
CsK2Sb,24.4
Li3CuF4,80.1
Zn(WN)2,178.9
HoAgTe2,65.7
Nb3Al,256.7
YBeMo,123.8
Ho(SiRu)2,256.3
MnSb,113.3
Ce2ZnNi2,134.8
BeInHg,45.7
ZrBe2,233.0
SmS,146.0
ZrS2,133.9
TiAl2,197.3
Ca2ScBe,9.4
Sr4S3O,130.7
Zn(NiN)2,392.0
VSb,91.0
ThSe,208.3
S3(NO)2,30.7
MgBeNi2,125.3
PrAgSn,127.8
SmAlSi,134.3
TbTe,174.1
K3AuO,49.7
RbYbO3,103.3
Ba2MnMoO6,162.5
Ca(GePd)2,127.1
HoTe,177.0
Pr(NiGe)2,192.7
BaTlIn,12.7
Mg(InTe2)2,54.7
Ni3(PbSe)2,83.6
Y2Fe2Si2C,249.4
ThSe2,107.4
Na6MnS4,50.4
NaIO4,64.8
ErTaO4,249.7
AgBr,83.2
SBr,17.5
ZnTe,92.0
HoPb3,58.2
NaBeNi2,66.2
Ba2ScHg,22.9
HoScO3,295.1
Zn3(PO4)2,126.7
CeTh2O6,300.2
Ag2HgS2,92.8
Sc2PdRu,198.1
TiCo2Ge,170.2
UPbO4,106.0
FeNiN,314.8
Ti2AlTc,207.3
CeMg2Ag,77.9
BeTc2Rh,404.0
Rb2MnF5,43.3
ThC,252.2
Yb(Fe2P)2,288.8
PuB,77.8
Sr2MnO4,170.4
Pr3Cd,53.3
NiF3,109.1
CaBe2Ru,185.6
DyAgTe2,64.9
CdS,65.1
CaNiTe,57.7
BaHf4Be,60.7
Li(NiO2)2,284.7
KSmS2,94.2
V2AsSe,105.1
KMnSb,44.8
SrAlGe,113.2
Na2SiO3,108.0
PuMn2,104.2
B2AsP,351.0
GaTeI7,18.1
ZnSn2O5,190.3
Be2RuW,244.2
CaCl2,49.9
KTa2Be,99.7
ErTiSi,141.1
K2PdO2,191.7
UGePt,220.3
Tb5Si3,160.2
Sr2BiAu,81.6
Dy3PbC,179.3
Ca(MnGe)2,125.0
Zn2Co3O8,321.1
KF,104.2
Ba2YCr3O7,190.1
BaSi2Br,76.6
H4BrN,31.7
UAsSe,144.6
Nd(HO)3,104.3
Hf2Ge,240.9
CePd3,207.8
Zr2Al,130.9
CrPO5,188.5
NaHS,35.0
TmTlO2,205.8
InAgO2,165.8
NaBeTc2,188.2
BeAlB,369.6
BPS4,170.9
TaO,285.5
Rb2CrCl4,32.9
VSe,88.2
MnAsPd2,97.7
K3CrO8,91.2
Na3Co2SbO6,170.7
Th3Au,81.7
Ca2CrSbO6,237.8
TiBe,173.4
SiGe,154.7
LiBi(PdO2)2,130.8
K3N,4.3
TiPRu,366.8
PrO2,114.2
RbCuC2,167.7
BeCdTe,85.3
Mn2VSi,375.9
BeCdFe,143.8
CdTeMoO6,109.5
CaHfO3,377.1
AgSe,55.3
DyCd,76.8
Tm2CdOs,141.9
KTeOF3,36.2
RbCr4O8,177.2
TlBSe3,86.3
VH6(OF)3,12.5
HgCN2,95.5
ScAl2,182.2
CaCd,50.4
NbO,373.9
KLiMnS2,72.2
NbSiPd,257.5
RbSnF3,66.4
Yb(SiAu)2,140.5
TeAsIr,185.1
MgZr3,118.5
Sr(SbPd)2,104.5
MoS2,33.2
CaZrBe,101.9
HoBi2BrO4,169.0
MnAlRh2,111.7
Ba4ZrZn,15.2
YAlGe,152.7
CuAs2,120.6
Sc2MnAs,110.8
Zn3Ir,187.0
Sr2PrO4,173.9
BeCuRh2,193.1
AlTlI4,17.0
BeCuPt2,158.9
Ni3Se4,156.1
NaCa2Be,39.5
UMn2,116.2
KErO2,210.6
PmRh2Pb,102.3
Be2FeSn,173.4
K3BP2,33.1
HoVO4,260.2
LiYGe,107.7
MnCu2Sb,48.9
CaBe2Os,198.4
Cl2O,29.4
CeZrO4,289.5
InGaO3,269.5
BaGeBr,31.0
HgBr,19.4
KP,47.9
Ca3BiN,123.7
Li4Ca3(SiN3)2,182.8
LiSbAu,60.7
AlOs,349.5
V2GeAs,136.1
AlGaN2,378.4
NbSbRh,198.2
CaReBi,110.9
K3BrO,53.3
BeGePb,84.4
NaSmSe2,89.4
ErHg2,129.0
MnBe2Ir,302.0
SrZr2Nb,58.8
CaBeRu2,157.1
MnSnPd2,98.7
TiAlO3,313.5
Si2NiP3,171.6
Mg(ScS2)2,96.8
ZnCu2GeTe4,66.9
CrCoTe,148.9
Sr2ZnCu2(SO)2,167.7
Na2BeFe,51.1
ZnCu,120.9
KUO3,290.1
LiTaW2,142.9
CeMg3,62.9
MgSiNiO5,263.8
FeCo2Ge,205.6
BaAu2,93.4
MgSc2In,75.5
In2Ge2O7,165.9
Ba2ScCd,22.6
CeSmO2,345.4
Sm(MnSi)2,188.6
CoN,301.9
ErTaOs2,378.0
TaC,716.2
CuCl4,23.3
Er(PRu)2,314.0
DyMgIn,101.0
K5CuAs2,34.1
LiBH2,136.6
Zr2NiP,245.9
BaWN3,185.7
Ca(AsRu)2,206.2
NdInCu2,122.8
Li2ZrN2,357.1
BaPdF4,69.1
ZnNi2Ge,154.6
KLi6BiO6,142.7
K3Rh,16.9
SnC,198.1
LuTaOs2,396.2
GaNi2,273.2
Ag2HgI4,21.7
Mn(AlTe2)2,42.7
DyAu,135.0
BeCoRh2,275.8
Fe3Pd,168.9
AgCO2,172.7
Mn3PdN,522.6
LiIr,381.1
BPbO3,170.3
TaBeTc,166.7
PmF3,237.8
SmO,337.5
TmSbPd,85.1
BeZnFe,202.4
BeZnFe4,199.7
InHO2,257.4
Si3As4,97.8
NaTm3,42.0
TiNiSn,218.6
TiBe2V,105.6
Co(ClO4)2,62.0
Zr2Be2Ga,101.9
Tl2Sn(AsS3)2,75.4
Fe3Pt,312.9
Ba2YTlCr2O7,146.7
Sm2SeO2,182.7
CaAl4O7,204.6
LiEr2Ir,150.2
CaTa4O,228.1
BaZr(PO4)2,162.6
NbCrGe,300.4
CaC2,67.0
K2Cd2O3,67.7
NbS,275.7
KHfCuS3,127.2
K2BaSe,33.4
ZnCu3H6(ClO3)2,101.7
TbB2,321.9
SmCoC2,215.5
LaPO4,221.5
Sm2ZnIr,136.9
Ba2YbSbO6,236.6
K3NaP2(O3F)2,74.6
YbCuGe,108.9
Na3GaS3,44.9
BaMo2Br,59.8
Lu6Sb2Mo,114.9
UGeS,94.7
CeHg2,128.1
Sm3Ga,76.8
RbBr,39.8
KClO3,51.3
Pm5Mg,55.4
ZrNiSn,232.4
Mg(CuN)2,282.2
NaHoO2,250.6
BH3,10.3
Li3NdSb2,96.2
KCl,55.8
ZrMoP,335.3
Na3NiF6,98.6
YTaBe2,107.4
TiZnCo2,257.9
BaHgO2,61.4
Co2Ge,301.0
NdH3(CO2)3,132.3
Ca(SbO3)2,216.0
Tl4O3,72.7
Zn3N,136.7
Lu8Te,93.6
YScBe,63.8
Sm2GeRh3,220.0
Tl2CdGeTe4,34.0
Pr3GaC,96.8
NaMnAs,101.5
Zn(GaSe2)2,62.0
SrTiN2,186.5
Y2SeO2,203.6
RbF2,22.9
Yb4Sb2O,128.9
Pr2In,69.9
Tl3SbS3,35.5
VPbClO3,152.6
MnBeCl,107.2
Pr(BO2)3,249.3
SmNi5,223.9
YbPd3,151.0
KCrCl3,57.9
Fe(NiSe2)2,162.2
La(HO)3,87.3
Co3(SnS)2,165.7
ZnPt3,270.6
Li6WN4,189.1
ZnRhF6,72.9
Ta3B4,555.2
Ca2AgBi,76.7
Sm3InN,173.2
Nb3Cr,280.4
ZrTe,128.5
BaNpO3,223.6
BaFePt2,9.5
Sc2BeV,105.2
Ti(CrTe2)2,60.4
Ba4TiBr,8.3
ZnMoF6,54.9
NbAlOs2,425.4
TlCl2,24.9
RbCaH3,56.6
SrN6,87.1
LiAl2Pd,129.4
Tb(FeGe)2,200.0
U(CoGe)2,168.4
ScCd3,96.0
U3Se4,144.3
BeCo2Bi,172.0
K2YBe,20.8
Hg2SO4,40.1
Al3Os2,338.8
BaSc2Nb,42.4
IClO3,125.3
SmDyRu2,205.0
LiScAs2O7,144.6
SnTe,63.4
HfMg,85.1
KBaBe,1.9
BeInOs2,288.5
Be2FeBr,110.9
HfBeRu,256.6
Ge2O3,307.1
HoNiSb,191.5
LiV(OF)2,99.8
NpRh3,315.0
PbO2,296.6
MoO3,264.5
NaCrS2,102.1
Te2Mo3S4,113.2
Au(OF3)2,34.1
PrRh2,195.9
MnAlO3,208.5
PdSeO3,112.6
CuI4,94.9
Be2FeSb,139.0
Np(MnSi)2,128.7
Fe(PS3)2,96.8
SmGeO3,247.6
BaInTe,11.9
K3Na(RuO4)2,49.5
MnAlCu2,117.9
GeAsP,12.5
LiBeZn,98.1
BeCu4Pt,189.3
Sc3SnB,197.4
BaF2,92.6
TlS,76.5
Ho3SnC,126.0
Ca3Tl,30.3
SnPt3,257.1
TeRuSe,33.6
FeSiW,382.3
V3Ga,237.1
LiAgC2,37.7
MgBeIr2,170.7
Na7NbO6,115.7
Li2Si2O5,122.4
U(HO2)2,50.1
NpS,236.7
Tm3AlN,211.4
FeNi,305.8
KBaCr,4.2
K2S,45.1
Rb3YF6,40.1
Zn2(PS3)3,65.5
LiTi2Be,97.2
TmTl,68.9
Li2RhAu,103.7
Li5Si2BiO8,109.0
Te2MoWSe2,110.5
Se2NCl3,15.8
AcF3,118.1
BeZn2Mo,179.8
PI2,13.6
ZnSnAs2,80.1
MnInNi2,121.0
ScH2,172.2
RbPbCl3,41.9
Ta2AgF2,26.1
BaNa2V,18.7
CeNiSb2,129.0
K2BeGa,25.0
GaAg,62.5
BeFePt2,207.2
NdScGe,107.1
Na2UO4,189.6
Mg2H6Ru,155.5
Ba2TbNbO6,227.2
Nd(CuSi)2,199.9
BeCoRh,307.8
LiAlO2,141.2
Nd3GaC,100.8
Ba2BiBr,73.3
Hf2BeZn,161.1
TaRu3C,520.0
CdSnSb2,52.6
KAuF6,42.0
CdAs2,45.3
Cr2AsPt,5.4
Na2Cu3(Ge2O)2,156.7
NdDy3,60.9
Be2NbCo,234.6
K2ReBr6,22.5
RbLuS2,97.6
Li2TlBi,71.2
Na2CrO4,75.5
SrAcTl2,52.1
TlAuCl4,23.2
Au2S,78.6
LiGaRh2,225.3
RbAu,26.7
KNa2BN2,83.6
CaBe2Ni,48.6
Ba2NbFeO6,285.3
Mg2SiO4,135.3
Tm2OsRu,222.4
NiS,176.1
K2AgP,51.6
MnBe2,403.5
Y2NCl3,100.3
Be2MoPb2,25.8
SmHoRu2,207.2
Li2CaHfF8,125.9
KGeCl3,39.9
AgNO3,81.7
LiTiPO4F,151.5
LiErO2,217.6
BeCuBr2,101.0
Cd2P3Cl,71.0
Yb3Si5,109.5
LuInAu2,111.6
TmTiGe,143.2
ScCd,89.1
DyP5,169.6
CaF2,167.4
ErGa3,118.1
Ti6O,178.9
ZnSnO3,281.8
CaZnF4,124.7
HoAgPb,118.8
MgNi2,159.5
LiSiNO,286.0
HfSiS,255.7
BaPdRh2,126.7
TmCu,129.6
SiOs,551.2
Sr3BiAs,70.6
EuSe,155.2
HfBeCd,162.5
NdCrO4,217.8
RbAcTe2,90.9
CdAuO2,157.3
CeCuSO,163.7
SmCuSeO,175.1
AlVNi2,206.9
RbI3,17.8
KCu4Se3,72.8
ErBi2IO4,164.1
RbSmO2,177.4
LiYb3,15.9
SbIrS,287.0
Li2InSb,0.0
LiBeOs,91.7
V4GaS8,136.2
Sm2CuRu,131.9
YMgIn,100.6
Dy5AgS8,138.8
Ba4ZrSb,26.9
Tm3InC,122.1
UGa3Ni,129.4
HoNbO4,233.8
Mn2CoSi,193.5
Li(TiS2)3,144.7
CdCl2,38.8
UTl2O4,145.3
Th2In,98.7
SmInIr,157.0
Sc2CdS4,94.5
MnP,147.4
ZrVF6,247.6
SrCuF4,94.9
LuN,398.9
CdCo3N,312.1
TiAlAu2,150.7
Li2PrAs2,73.8
HoRh,163.2
NpOsO3,453.2
ScGaCo2,242.0
YbPrZn2,75.5
Na2H4Pt,53.9
K2AgAs,47.0
K6HgS4,41.6
Be2SnHg,82.6
Al2ZnS4,124.6
AgP2,102.2
DyCuSeO,185.3
UO,390.3
Al2RuRh,360.7
Ca3Zn2(CuP2)2,164.4
NaZrBe,61.4
LiBePt,136.0
NaLi3(H2N)4,42.6
ErC2,201.3
Cd2PdRh,160.1
LuBi2ClO4,180.2
Th2Fe2Si2C,259.3
NaBe2Ru,200.6
Ti2MnIn,149.1
HfAsCl,57.9
SmCd3,76.7
Ni4Mo,315.3
TiOF2,170.5
VBr2,42.5
TmO3,146.7
ScAu2,151.7
RbBe2F5,40.9
YbSbPd2,120.1
RbCdAg3(CN)6,19.5
LiDyO2,192.8
CuCl,59.2
KBeMo2,125.4
BaPbO3,164.6
BeNi,220.3
Mn2BeCo,297.7
Th3Bi4,132.1
SnAs,139.3
MgVSF5,77.5
ZrAsP,67.9
LiTb(CuP)2,217.3
SiH8,5.2
BePRh,211.6
NdIO,115.0
ErNiC2,217.6
BaScNi2,69.0
CdSnAs2,68.0
SbAsRh,159.0
TmCdPd2,123.1
Ti3Tl,160.8
PrBr3,47.7
TbPbAu,113.0
Ca(PPd)2,173.5
TiGa,188.7
HoHO2,244.2
LiPm2Si,79.4
Ga(MoS2)4,156.1
Ba(PPd)2,138.5
LiScSi,45.5
KCrF3,106.8
BeCoPb2,78.8
SmSnF7,56.2
Hf(VGa2)2,231.1
Mn2PtRh,240.3
NbPd3,274.5
Sb2Ir,263.1
HoCoC2,226.2
Li8NbO6,173.1
BaSi2P,27.9
Ba4TiCd,17.8
SrZrS3,97.5
NdSe,197.3
HfMgBe2,106.9
UFeC2,330.8
HoCuSb2,126.0
LuMnSi,211.8
AlFe3C,491.9
K5P2Au,37.9
Hf2BeW,203.7
NaFeAs,120.7
Na3AuS2,43.4
TiBe2Br,165.8
Ni3Bi,190.6
ZnNiO3,313.7
Sc2CoRu,241.0
CaScBe,81.2
InCuO2,171.7
MgGeO3,455.2
HoP,219.5
CaCdGe,93.7
BaBrCl,34.4
MgNiH2,227.2
BaAl2(SiO4)2,167.7
KCdSb,48.7
Sr(MnSb)2,59.7
Zr2Pd,196.4
Ce2SO2,176.6
VGaPt,166.7
K4CO4,63.1
PrMnGe,106.8
LiSc2Ru,146.2
MnGaCo2,115.5
YBiPd,128.0
SbSBr,63.1
BeVMo,354.0
BeTcHg,109.9
CoMo,75.2
DyMnSi,140.2
YInCu2,124.8
Yb(FeSi)2,210.7
AlGa3N4,268.8
Nb2CoAs,168.7
CaBeMo2,192.0
FeCo,49.8
LiSi2N3,307.2
Ba(MnSb)2,74.5
Tm(MnGe)2,161.0
NaSc2Be,55.4
Rb2S3,34.0
Ho2Al,100.5
AlSnO3,282.9
Ba4ZrIr,20.4
Zr2CoOs,247.1
RbCu3S2,90.6
BaSrTi,1.0
Ba3BiAs,60.0
Rb3BAs2,26.4
YbTe,108.2
LiRhO2,157.1
FeNi3,270.4
KNaSmTaO5,193.6
Cu2SnTe3,71.8
ScSnPt,77.0
Th(Al2Cr)4,261.9
Ho2AlSi2,163.9
SiCN,28.5
MgZrAu2,148.5
ScBeCo2,127.8
BeCu2Tc,154.0
KYO2,199.9
PrB2ClO4,232.0
Dy4Sb3,132.9
TmBi2BrO4,172.0
Ba4MgGa,15.1
CaBe2Cu,88.3
Ti3TlN,200.3
BeCoBi4,24.3
ZrSeO,249.7
NdClO,150.8
RbVP2S7,48.6
KRb2BiF6,79.9
CuSbS2,95.7
BaB6,379.7
MnGaRu2,327.6
LuRh2,236.3
MnCN2,64.0
NdBO3,250.1
Rb8N3O,48.3
H4N2O3,29.4
MoAsW2,250.9
AlAu,102.6
Sr2PdO3,145.7
MgF2,259.5
Ba2AlCr3O7,182.4
BaSr3O4,168.3
InAgS2,118.8
VIrO3,376.8
ZrH2,88.7
ZrBeZn,120.6
Cr2AsSe,183.7
SmP3,125.4
ZnFeF4,122.7
HoSb,74.3
Dy(MnGe)2,165.3
PuOs2,262.6
CaO,121.4
CeScGe,105.3
VFeH2O5,130.5
AlPd,188.3
TiBeCd,168.0
K3GeS3,37.6
CrC,566.1
Li2AlNiO4,148.2
Tl4V2O7,58.2
Er(GeRu)2,204.6
BaHI,52.6
Dy(SiPd)2,191.5
SmCrO3,255.0
Sr3P6(N4O3)2,212.4
NaCuO2,289.2
SmOF,263.7
BeCoPd2,169.4
InAsPt5,243.8
MnBeCd,184.6
HoHSe,180.8
Li2SO4,109.2
ErAl3,157.8
BaNiO2,150.6
Al2CdS4,105.6
BiPbClO2,122.7
CaCoO2,125.8
PrSb2Pd,108.0
LiAuO2,55.4
Sm3AuO6,218.9
Na2CrF4,69.5
RbNaSi2O5,95.0
ZnGeO3,296.3
Be2SnSe,98.4
Ce(AsRu2)2,246.8
TbTlAg2,80.0
Be2TlIr,169.7
YBr3,3.4
VSe2,136.4
Cu2Te,93.7
TcNiW,243.6
SrAgAs,124.3
HgPSe3,72.5
BeMo4Os,297.2
TlGeF3,32.0
Be2VFe,237.6
NaSi,27.9
CrFe2Si,199.7
BaCeO3,206.3
Mn2Be2Te,71.8
SmMg,54.0
Bi2OF4,132.7
MnNi3O4,271.3
ScPt,183.1
Sr4Bi2O,86.1
K2BeW,36.8
NdCoC2,264.3
Ba2MgTe,23.0
LiCeSn2,75.1
Sr4TiBe,19.0
CrH,460.1
TiClO,143.6
ScRu3C,470.7
BaMnCO3F2,94.6
BaP2Br,88.6
HfSbRu,215.6
Sb2Rh,226.6
MgFeRh2,230.4
Rb2NaMoF6,93.4
Be2ZnFe,193.1
SrHg,54.5
BeRu2Rh,293.8
CoP2O7,191.7
MgC2,134.7
HfCo,236.5
BeCrRu2,278.8
TbC2,185.7
NaLiTe,52.9
LiTaBe,116.9
Mg3H4O5,188.1
Mn2InCo,190.0
KBaGe,15.2
Na2FeO4,71.6
SiS2,16.7
Ca2Ti2O5,291.4
YP,207.8
MoC,613.8
Th2HN3,206.5
CaMgSi,111.5
EuMgH4,136.8
TlSe,40.4
Tb3InC,111.5
IF3,45.1
CaUO4,244.1
NbGaO4,299.0
BaCaTl,5.4
NaHo2F7,130.8
TbYTl2,71.2
AlFe3,197.4
TlBiTe2,62.0
NbAlO4,330.4
Rb2Yb2O5,77.5
HoAgSn,138.0
SrMgGe,94.7
MnNi2Sn,115.9
Mn2SnRu,217.3
CaHN,169.7
Li2PdO2,249.3
V(CrTe2)2,52.4
Fe2AsSe,24.7
K3VO4,53.0
Tb2In,86.5
Li2SbPd,80.9
Na2Cd3(PO)4,138.7
Yb(SiNi)2,191.9
YI3,26.6
BeFeHg2,102.1
LuAgPb,103.3
TlNO2,36.8
VGeAs,37.9
NdMnAsO,170.9
CaBeSe2,114.6
IBr,15.7
Pd2O,144.1
Co2As,238.4
Li4BePd,67.3
Ho2Be2SiO7,311.6
MgPSe3,89.5
BaAg,39.4
ScNiBi,166.4
Nd2HgO4,155.2
NdSn3,72.1
Sm3Pd,51.7
NbCrW,185.2
BeNb2Br,159.1
Ba2SrWO6,177.2
CaTiO3,290.6
Ga3Pt2,164.6
VN,624.2
CaTi2O5,151.6
CaMnF6,44.7
BaGaGeH,107.2
BaYCuTe3,80.7
BeNb2Ir,284.9
Na2H6Pt,45.9
Mn2GaCo,219.6
BaNd2PdO5,199.7
Mg2As,77.1
TePdI2,65.0
U2N3,338.9
LiCu(PO3)2,177.1
InPS4,40.2
BeCr2Tc,264.1
