pretty_comp,et_c66
Pt3Pb,49.0
SnSe,9.7
SrSi2,37.2
TiBe2Se,58.0
RbAu5,32.7
SmMg2,24.1
Na2TiSiO5,55.2
CrGaCo2,130.9
CuSe2Cl,8.0
ZnS,45.6
Ge3As4,34.8
TbFeSi,39.4
CaSiSnO5,3.0
AcOF,44.0
ZrSe3,17.0
ErBi2ClO4,23.5
KrF2,1.9
VSnPt,43.0
ThS,12.7
ReSn3,21.3
Na2MgCl4,18.4
Tl2SiSe3,5.9
LiCaGaF6,47.6
MnBe2Nb,41.4
Be2PW,77.3
Be2FeSn,56.3
TaSe2,6.4
MgTi3,1.8
Mg(BC)2,61.9
RbTbS2,29.7
VFe2Sn,60.6
Ca(SiAu)2,39.1
Al2CdS4,53.7
KMgAs,13.7
KSc(MoO4)2,15.9
ZrV2,9.1
Ca2BeIn,41.7
MgAl2Cu,70.0
Li2VO2F,42.2
TlF,6.1
NbCrGe,125.3
MgGeP2,45.2
YSiAu,52.2
BeFeSb,81.7
RhF3,64.5
RbBe2BO3F2,22.1
Ba2CuF6,30.8
KTaO3,100.0
Pu2O3,49.8
ScGaPd2,47.3
BaSe3,24.2
LiTmO2,31.8
BaYTe,13.5
Sb4Br2O5,17.0
MnAl,122.8
SmTl,31.0
PuNiC2,0.4
CaVF5,49.2
Al3V,82.0
V3Ni,71.9
Al2O3,22.2
CaPd,27.9
LuBi2IO4,29.8
NbCd3,61.5
Ag2HgI4,7.9
PrI3,5.7
RbCdF3,17.8
MnSnPt,10.9
Ba2YSbO6,75.2
VFeRu2,98.4
Ni3S2,49.8
UHg2,39.0
MnSbRh,21.2
RbNiBr3,3.6
SrAlSi,38.6
Na3CuO2,35.5
BaCl2,9.9
CeH2,53.0
ZrBe2Pd,63.5
Rb2Ti(CuS2)2,18.8
BaSr2Mg(SiO4)2,59.0
GaAsPd5,68.3
CaUO4,87.4
HfScRh2,55.7
Er(SiNi)2,77.9
Mg2VO4,91.9
CoSn2,36.2
ErInPd2,43.8
Sc2AgIr,49.2
Na2Hf2O5,13.8
AgH4WS4N,9.3
Ba4InTc,3.2
CaCd,30.4
NdBi2IO4,25.5
AlCuPt2,91.3
TlGaO2,17.3
DyInAg2,42.7
Li2CeAl,35.6
Zr2SbP,109.1
TaNO,52.7
Mn2Co3Ge,74.7
K2S2O5,8.0
Mn2SnW,99.5
Rb2TbF6,15.0
Rb2SiS3,5.2
Mn(InS2)2,27.4
K(CoSe)2,23.1
NbAgO3,51.7
TiAl2,80.6
BeAlH5,17.9
Dy(MnGe)2,75.0
MgVF6,49.6
NaHF2,3.6
TiBe2Te,24.7
TiOs,114.0
ThGeO4,52.4
AsPd2Rh,19.5
BeZn2Tc,25.2
YBi2BrO4,26.4
CaMgBe,34.9
Rb2As2Pt,8.1
PH4Br,14.6
USb2Ru,52.9
PrSn3,30.5
Sr2N,2.4
Ba2SmSbO6,62.4
ScGaRh2,80.1
K2BaSe,2.2
PrAs2,41.4
Ba2ZrO4,45.5
Li2ZrN2,106.2
K2NaVOF5,25.3
Y2SeO2,7.0
LiAuI4,8.4
Li4Cr3FeO8,55.4
Cu2GeSe4,19.2
NaBH4,4.5
MnB2,104.4
Sc2BeBr,13.2
AsP2W,66.8
K2MnF6,14.4
NaHoO2,64.7
BeCrIr2,84.4
BeTlFe2,21.5
ZrBRh3,79.7
Ti2AlTc,66.0
HfSnPd,65.4
NaLi2N,7.5
GaNi,68.6
Na2Zr(CuS2)2,12.0
Sr2PbO4,52.0
Na2WO4,29.1
LiFePd2,65.0
ThSnPt,35.1
MnAs,91.4
Tm2IrOs,68.2
BaAl2,29.9
Be2VCr,48.4
BaSrTl2,21.1
ZnF2,44.3
Ce3In,39.0
Ce3Tl,37.4
Hf2CuSb3,39.5
Li2DyIn,43.3
HfRe2,65.0
Ru3Cl,54.4
TeRhCl,19.0
RbNaTiO3,28.2
NaMgF3,26.8
NaBO2,15.5
Cr3PtN,135.9
Na2BH4ClO4,27.1
NbIr3,238.6
Sc2CdS4,34.3
Ca(NiGe)2,40.1
NbGaRu2,105.0
UAs2,53.8
TiAlFeCo,114.8
La2ZrBe,27.4
NaTmS2,30.3
NdCoO3,94.0
PrAlGe,55.4
HfBeNb2,42.6
Sc3Al,48.7
HfCuSi2,102.9
PrTmMg2,39.5
TiSnPt,62.2
K2TeOF4,31.8
KLiICl,5.2
V3Au,47.7
Mg3ReH7,40.4
HIO3,24.2
AgBiO3,14.3
KHCO3,24.6
LiHg,23.9
SrS3,24.2
Sr3BiN,38.1
Ho2Al,36.0
KLiMnS2,8.1
TaAlRu2,121.7
TiAlO3,50.3
SbAsRh,18.4
DyAu,35.6
Rh3F,3.7
Ba4ZrPb,3.0
ZnWO4,23.4
Pu2SO2,70.6
KBeNi2,0.5
SrZrO3,86.1
LiCa2Ga,30.1
AlSCl7,8.2
TeWS,0.1
Rb2H4Pt,6.1
TiFe2Sb,69.4
Lu(SiPd)2,54.2
BiBCl,2.2
SrTiO3,78.7
CrWO6,62.2
SmCuO2,10.1
BaTePd2,2.0
Rb2Li2SiO4,28.5
NaSrNb2,42.2
ZnNiO3,79.8
VFeTe,29.3
MgAs4,28.2
Na2Se,15.9
RbCaCO3F,12.9
BeBiPb,4.1
TaInO4,75.4
VAu4,52.9
Rb3Lu,5.6
Nd(GePd)2,46.5
GeF4,7.8
UBrO2,21.4
TbSi2,45.5
LiCaCrF6,47.3
In2Ge2O7,62.7
CaCrO4,32.9
Ce(AgGe)2,33.7
DyHO2,4.5
MnSbRh,4.8
NdIO,13.5
UN2,69.0
GeAs,17.3
NbNi3,106.9
BaO,35.4
BeFeW,35.9
Lu2HgAu,41.3
Sr(PrSe2)2,30.3
Li3TaO4,102.0
PrCd3,28.3
Dy(CrGe)2,75.2
Sc2ZnTc,51.4
Ba4NaSb,0.8
TiBe2Sb,61.6
Na2H6PtO6,25.3
BeVIn2,55.8
Sc3AlC,77.3
Sr3Cr,13.3
RbCaH3,19.2
Tm2NiIr,49.2
YCuO2,13.6
Be(HO)2,55.6
AlSiP3,54.9
PrP5,30.2
MnCo2Si,83.9
YI3,5.7
Li2Si2O5,63.9
Cu2Se,35.6
NdMnSi,3.4
PuAl3,72.3
Ag3BO3,2.6
B4C,147.9
BaOsCl2,9.8
ThSiTe,53.9
CaThBr6,10.2
Be2CuIr,109.1
K4ZrBe,0.7
DyTl,31.1
HoCu,39.5
ErInCu2,49.3
ErH,55.2
DyBi,21.5
Ba2TmNbO6,77.3
BMo,224.5
Ca3(GaNi)4,33.5
SrCaO2,62.4
Ga2BiAs,29.5
Ca6Ge2O,42.1
SiH8,1.0
ErSe2,38.4
SmInIr,49.3
RbCaAs,7.0
KErTe2,22.5
CaZnSi,19.7
Ni3GeC,17.4
Ti2Ag,62.6
YSe,15.9
ErAs,43.0
Ca3BiP,19.7
Zn(InTe2)2,20.6
CuRhO2,25.8
HoMn2,20.6
BeGa2Fe,86.4
Pu(CrSi)2,102.7
TmTiGe,53.5
MoCl4O,7.3
MgVF4,47.8
P4S5,7.1
Ca2Co2O5,62.1
Er2NiOs,52.4
BeGaW2,72.3
CaTiBe,37.7
Li2CO3,13.2
Li2AlBO4,49.6
Ba3MgTa2O9,79.3
Ba2HoRuO6,66.6
BaInIr2,28.3
ScBeIn,40.7
MnSnO3,18.2
BaAgP,31.6
CeC,67.8
RbC,11.0
Th(SiPt)2,72.4
AlSbI6,6.3
Th(AlC)4,97.2
CaBePb,4.4
TaNi2,82.3
NaSmTe2,19.0
Cu3N,17.8
MgNbRu2,84.4
LiYbAlF6,64.6
Al2O3,78.6
NbC,161.1
HAuO2,43.3
MgTe2,24.8
ScTaO4,73.9
Ti2CrIr,63.2
PbBr2,5.0
ThGe,28.0
BeMoOs2,152.2
K2H4Pt,7.9
KTa2Be,12.3
GaIr,49.4
USb2Au,29.7
MgAg,49.8
BaNd2PdO5,51.4
SrTiBe,20.4
NaMn4Be,61.0
BeNb2Si,95.3
RbNdSe2,24.7
AcCl3,24.7
Ho(FeGe)2,64.6
SrMnBe,20.2
Np2InNi2,33.9
LiCaF3,49.3
YWN3,76.7
CrSb2,28.0
MnCu2SnSe4,14.2
Li2GePd,55.1
Dy(CoGe)2,78.2
Cr2CoTe4,34.5
NaCuO2,49.3
SrZr2Nb,14.9
Y2MgAl,57.2
NiAgO2,16.6
SrGe(PO4)2,69.7
ZnSeO3,49.2
U(HO2)2,19.6
Li2YbSi,39.0
Bi(TeBr2)2,6.8
Sr(MgSb)2,29.3
Er(CuSi)2,81.8
BaHgO2,3.4
Ga(MoS2)4,40.3
K3H5Pd,7.5
IO2F,21.7
Sr4Sb2O,25.3
PdPb2,12.4
Nd2Ta2Cl2O7,54.9
IrO2,106.0
Zn2Ni3O8,87.3
Zn(CoO2)4,19.1
Be2VFe,115.4
K2PAu,20.2
U(BiO3)2,62.7
Ca3Pb,29.9
UIN,12.2
NaCuTe,13.3
MgCr,52.9
BeNb2Br,1.7
Mg(AlC)2,84.5
Sc6FeTe2,52.0
As(CN)3,12.5
As2Se3,11.8
HoPaOs2,22.7
LiBeN,86.6
HfAl,118.5
BaSm2PtO5,51.6
NdZn2Cd,31.7
Zr2CoP,89.2
TbTlS2,29.2
ThSiO4,61.9
K2OsBr6,11.7
PrTm3,23.3
CaCuO2,51.3
LuN,147.8
NdVO4,38.9
YbCrO4,38.9
LiBeBO3,34.3
Te2Br,6.4
Na2PtC2,8.9
TiBe2Nb,99.5
MgBeRh2,84.4
LiAuF4,24.7
NaLaTiO4,51.0
Na2SnF6,13.8
YCoC2,83.9
Li2PbO3,49.1
Cr3B4,190.8
Rb2Te5,6.1
Sr2BBrN2,10.9
USi2,88.4
Th3S,23.4
FeSiTc2,130.2
BaBrF,20.4
LiTi2Be,40.0
Ti2NiSe4,35.3
NiS,7.2
Ca2TaSbO6,61.8
AlAsO4,31.9
UAg3,24.2
Na2CuAs,35.6
Ca(GePd)2,28.7
Sr(FeP)2,50.4
Sr3N2,25.9
GaSiRu2,63.4
TmLuCo2,44.6
Mg(AlSe2)2,11.2
Be2WSe,48.7
VO2,11.6
Np(SiNi)2,68.7
KB6,82.0
Lu2ZnIr,50.4
TaAl3,97.0
SiRh3,106.9
YSi,101.0
Sr3(InP2)2,45.4
Tm2AlOs,55.3
Ho6CoBi2,40.3
CaIrO3,46.7
NaMnBe2,28.4
YbCo3B2,123.3
YAgSn,49.1
ScTlS2,27.6
Er3GaC,6.3
Sc2BeV,60.5
BeNbRu,44.2
KrF2,8.3
SrIn4,12.8
CeCrO3,49.5
ScHO2,65.7
Li2MnCoO4,57.8
Zn2PtRh,92.5
PrSF,51.8
TaCl4,7.3
FeP2,97.9
Li2O,62.5
Bi2SO2,5.4
TbAl,60.6
Rb2LiDyBr6,11.9
NaTeAu,5.3
TaGaRu2,116.5
USnPt,31.6
MgNi2,85.9
Sc2CuOs,64.3
Er(SiPt)2,57.0
LiZn2Rh,72.4
Al2ZnSe4,36.8
CeSiI,10.3
LiBF4,8.1
TmAu2,38.7
CdIrO3,42.8
ScInCu2,66.3
Ca(VS2)2,3.7
Sr2LiReN4,43.8
NaYbO2,39.6
CeCuSO,30.7
TmScRu2,42.7
BAsO4,54.0
AlF3,50.7
NaP,22.7
YbS2,47.0
Ca(CoS2)4,38.4
MgSnF6,50.8
HoClO,32.4
RbUAgS3,29.2
ScBeRh,39.3
BaAg,16.0
DyScO3,80.6
Yb3V,18.4
TiBeRh,66.2
VPt3,118.6
Pm2ZnPt,27.0
Eu2C(NCl)2,24.4
Mg3Fe,8.5
Te2Os,73.7
MnTe2,48.2
Mn3AgN,72.5
Na3PaF8,17.0
SrCuSb,30.9
UPt,39.6
VAg(PSe3)2,7.4
Co2B2O5,39.6
Sm2SO2,73.8
Li2SO4,19.5
HgSeO4,11.4
LiBeOs,72.1
Th(CoSi)2,104.1
Be2CdRu,39.2
Na3ErCl6,10.6
LuPb3,16.3
CaWN3,49.5
FeAg3,58.4
NaZrBe,7.5
SrAlSiH,40.9
NdClO,33.2
CI4,11.2
YOF,53.4
TiZnSiO5,57.4
SnO,25.0
CaCrO2,32.8
Al3Tc,86.8
SnO2,14.7
BaCO3,19.1
SmNi2,45.3
N2O,6.7
CdSiP2,5.2
K2NiO2,11.9
USi2,61.2
BaSr2Sb,11.1
V2ZnO6,44.7
BeInRh2,45.6
BiSeI,14.9
LiYb3,11.9
CeCo2,44.1
ScAlAu2,23.8
CdAg,47.1
ZrNiBi,28.9
ZnNi,100.4
Er(SiIr)2,91.9
Sr(AsO3)2,49.6
BeCu,110.7
TiBeRh2,84.6
MnSbPd,25.5
Tl2Au,6.2
CaPt5,67.9
H2C,2.4
Ni3Pt,107.9
Ca4As2O,38.6
ErAgTe2,27.4
V3Cu,46.2
BaHfN2,37.9
YbPb3,23.5
ZrBeIn,53.1
TiCu,51.6
FeB2,99.0
Ce3Sn,47.0
BeCu2Os,53.9
Mn2SiRu,64.3
K3Na(RuO4)2,12.9
K2YBe,6.3
Na4SnO3,23.1
Sr(PRu)2,32.1
V3Rh,78.3
Zn2GeS4,40.0
K2HfF6,6.8
Cr3GaN,76.6
HfMnBe,40.9
CeSiRu,12.0
Ba2HoNbO6,71.2
YBi2IO4,28.5
Sc3TlB,48.7
Cd(InSe2)2,21.2
SmSiAg,63.5
BaB6,110.2
ErIn5Co,26.3
CaF2,33.8
K2SiF6,13.8
NaHS,15.7
RbI3,5.9
DyP5,37.4
Ba3Bi2,4.5
CeMg3,39.9
MnN,16.1
NdBi2ClO4,16.2
RbDyS2,29.9
BeVCo4,113.5
TbAlAg2,20.5
Na5InO4,35.7
Na2Ti2O5,18.4
SiHgO3,156.6
AgBiO2,7.4
HfOs,103.2
Tb(CuS)2,4.9
NdTe,7.9
BSb,99.3
Hf6NiSb2,81.7
Nd3InN,47.3
Ba4YCu,0.1
GeS,69.2
NaAsSe2,7.2
YTl,31.4
YTiF5,12.2
Th2SN2,76.4
Sc2BeIr,40.8
KNiIO6,19.3
TiAlFe2,100.5
TbInAu2,32.2
Sr3P2,12.7
Ba2YBe,17.1
LiBe2Sb,40.7
Ba(CdSb)2,9.8
V5Sb4,67.7
Th(SiNi)2,81.2
Be2TlIr,57.8
Ca2Cr2O5,70.9
AlVO3,54.9
Er2Au,32.3
Ca3Mg,20.8
Be(BC)2,64.9
Mo5As4,93.4
LiVRh2,77.5
USe2,27.6
Li4FeN2,48.6
Sb2O5,141.7
Ba2TbNbO6,10.8
PmInNi2,8.9
PmF3,98.8
Mn3GaN,105.4
Na3AuS2,14.1
NpTe,6.0
Y2Fe2Si2C,105.1
NaMnBi,9.4
K2BeZn,9.0
CaInBr3,9.1
Ba(PIr)2,28.4
NaErSe2,25.7
Mn3PdN,113.3
TaZn2CuO6,25.7
MnTlF3,26.7
ThPt,29.2
Hf2Zn,91.6
ZrCoBi,48.6
PuNi2,42.8
MoAsIr2,58.7
Ca(As2Rh3)2,50.3
KTiPS5,5.1
Li3AsO4,40.9
CuTeO4,86.7
YMnF5,12.6
AgRhO2,19.0
ScBeMo,16.8
ScCdRh2,68.4
BeTc2Ni,24.2
NdAsPd,37.5
Be2NbPt,24.9
Li3CeBi2,28.0
GaS,8.9
NdInCu2,29.3
Li5Mn2Co3,46.0
Nb2VAs,37.1
DyTiGe,45.8
Ta4O,45.2
KLiBeF4,19.0
KV(CuSe2)2,11.0
Li2Pd,13.4
ScBeCr2,39.7
PrH2,52.7
SiH2C2(NF)6,5.4
PrCuS2,42.5
PrSi2,28.9
CaSi,53.0
Ba2NdNbO6,45.7
BaTeO3,13.3
Mn2BeGa,56.7
K2BeSe,15.9
TbB2,160.9
K2BaMn,4.1
Zn2NiRh,90.9
PrSm3,26.9
KPrS2,27.1
TiZnO2,38.7
LiTm2Pt,39.5
NdHO2,39.1
ZnSnP2,49.9
CdRhF6,28.9
U(CuGe)2,27.5
TbRh,34.7
MgMnF6,54.1
P2Pt,94.2
ZnBi2O5,22.4
BeGa2Co,77.1
HfSi2,114.5
Y(CoGe)2,78.1
Ba2GaSe,8.1
Ni3Sb,85.0
Th3P4,58.2
KScO2,50.3
HfSiTe,27.3
Mg3(PO4)2,49.7
BaMnCl2,15.1
MgSnP2,37.2
ZnRhF6,41.4
NaFeAs,28.6
Sm(CuSi)2,85.2
ThCoSn,59.3
SnI4,6.0
KNbO3,83.8
Nb(Te2I3)2,5.1
Sc3CoC4,120.7
SrCrF4,31.5
ZnSnO3,38.9
TaTeBr9,3.8
Hf2Si,115.1
Li2NdAs2,21.2
U(SiPd)2,65.4
YSnPd2,13.7
Fe3Pt,150.2
K3VO4,9.9
HfBeCd2,16.0
Sc2CuAu,46.0
KNdTe4,13.3
WCl4O,11.3
MgTa2O6,71.6
CdO,16.4
TiBeV2,63.7
UBrN,19.4
CoI2,5.0
MnBeCr4,84.8
SmTmRu2,38.0
Zr(SiNi)2,91.2
HfVSi,103.6
P2Pd,89.7
Cr3SnN,77.9
KMgP,14.8
Pr2(Zn2Ge)3,48.8
TaAs,90.8
BeNbPb,15.4
ErSnAu,48.0
V2C,19.3
TiBeCo2,97.8
MnNiAs,49.7
Li3Al(BO3)2,58.5
MgSnRh2,83.6
ErClO,17.1
BaYMo2,1.7
Al2Au,50.0
Ni3Hg,72.2
Dy3SnC,54.9
Be2CoCl,12.5
Rb2Fe4O7,55.6
MgCO3,57.7
ScAlO3,119.1
SrCa2Be,15.2
NaAg(CN)2,1.0
KYbS2,24.5
Sc2FeSi2,73.1
NaBeRu2,82.2
Al2CdTe4,24.6
Ca3BiAs,4.8
Mn2BeCo,141.2
KNaNdNbO5,29.9
YbGa2,46.8
CeN,73.1
Th2Zn,33.9
HgSe,17.1
HfCuHg2,32.8
DyCo2,52.4
Sm3InN,52.0
DyMg,41.9
KNaTe,15.3
DyMg3,41.6
MgGeN2,89.9
VAsPt2,14.1
MgScGa,37.0
Nd2SO2,69.3
Np3Sn,51.0
CoCuO2,36.4
PrMg,36.8
SrZrS3,30.2
AsI3,6.8
Mn2BeNi,110.5
K2NaScF6,21.4
SmPd3,64.6
TlBSe3,11.2
K5As4,10.5
BeCo4Pt,25.9
Ti2InNi,16.7
Al2CO,80.5
Rb2NaYF6,18.4
Yb2PrDyS6,23.5
Zn(HO)2,26.8
U2InPd2,39.6
Ti3PO7,42.1
Ca3BiSb,6.4
BeNbBi4,11.0
Co3W,118.2
Nb3Os,59.1
TiCoO3,98.0
LiSmO2,82.0
DyTe2,27.0
Tl3AsSe3,7.3
NiSe,12.4
Fe3RhN,70.9
Na3Nd,2.9
K2SrTa2O7,31.7
RbCeTe2,19.4
Ba2Ga2O5,65.8
Mo3W(Se3S)2,1.0
HoSe,11.5
PbIF,13.6
RbBe2F5,19.1
Ba2YNb,13.1
Rb2PtCl6,12.8
Dy2AlZn,55.1
MgTa,19.4
Rb3Th,5.4
BeCoTe2,7.3
ErInAg2,45.5
Ca(AsO3)2,54.0
Na2CoP2O7,11.3
TbAu2,30.0
Si2W,130.9
Dy(CuSi)2,83.7
ScRu,44.5
Li3BO3,67.8
K2BeCo,16.2
BeV2Hg,24.0
BaSO3,22.1
BaTe,9.7
Ba2UCoO6,59.5
Mg(InS2)2,37.3
CClF3,7.3
SmBRh3,64.9
NaGa4,14.7
BaZnCr2,21.4
CrNiAs,59.8
UGa,58.9
Yb(SiPt)2,49.0
Sm2AlNO3,130.4
Sc2GaAg,51.1
K2BeSe,17.5
USbRh,29.5
UCr2O6,43.9
ZnAsRh2,45.3
ScIr3,165.7
SmI3,5.4
CaCoF6,33.0
SrSeO4,29.2
RbH2N,5.6
Zr2SN2,95.6
UTeS,49.6
Yb2SeO2,15.5
Zr2Pd,63.2
SrZrN2,104.5
Ba3(HIr)2,17.6
RbTcO4,13.1
RbCrO2,62.5
LuNi2Sn,43.6
KSn2Cl5,10.3
LiIn2Rh,59.5
ZrO,95.9
RbCa3,11.2
Nd(SiAg)2,67.5
LiNpIr2,34.9
PtS,27.8
HoH2,71.8
LiGa2Ir,70.0
YbPt3,87.9
MnBr2,6.5
NpAs,22.6
TlHgF3,11.1
K3Ag3As2,12.6
BaCuP2,10.3
GaFeCo2,100.9
RbHoSe2,27.2
Zr3In,67.9
Al2Ru,156.8
Y(MnGe)2,75.0
Mg2CoH5,50.2
Hg3(TeBr)2,8.1
SbAsOs,2.5
FeSeBr7,5.1
Mg3ZnC,35.0
RbBiS2,28.6
LiSiNi2,107.4
Dy(CrSi)2,95.9
ZrSnRh2,57.8
Ho3Hg,23.2
LuAlGe,40.7
Sc2TlAg,45.7
CuAgS,6.9
KRb2TiF6,10.4
TiBeHg,51.4
K2NaAlAs2,11.7
Hg3(SCl)2,9.6
Er(PRu)2,80.3
BaLiSb,17.1
NdRh3C,67.5
LiCa2Tl,29.9
TiGaFeCo,116.7
CuCl,10.8
USb2,34.1
SeCl,5.1
ZrBeBi,16.1
KCeS2,27.2
LuP,51.9
K2MnBe,13.5
Ba4NaTa,2.7
Cl2O,7.4
MgCoF5,17.3
V2O5,26.2
Na5CoSO2,13.9
Zr3Ag,29.8
ScMnRh2,36.4
Rb3BrO,8.7
Ga2PdI8,3.7
NaSmTl2,25.3
Nd(SiNi)2,79.6
MnAl,107.1
TiNiSn,63.2
ThAl2,75.6
LiZn,46.1
PrAgPb,41.3
CoH4(BrO)2,14.1
NaSb,9.1
BaNdMn2O6,106.6
LaTiO3,50.2
LuTiGe,56.6
Ca2Ge,20.0
Na3AlAs2,13.0
CuI4,3.7
Li(TiS2)3,16.7
NaLi2Sb,30.9
TlAuCl4,11.7
RbNaSi2O5,22.3
Nb3B4,187.4
Lu2AgOs,53.4
BaLiAs,18.7
SrTaBe,30.6
YbF2,27.9
TaBeFe,75.6
Tb2SO2,80.3
BaErCuS3,35.0
NbCoSb,45.1
Li4MoO5,83.5
PrNi5,65.2
Ba2ClF3,21.9
Y2Al3Si2,81.6
TbPd,42.5
VTe,57.4
Ti2Ge,34.1
NaSrBO3,26.4
SmCo2,40.2
YbNi2B2C,49.1
RbAuC2,1.2
CoMo,49.6
Mg2Sb2O5,18.5
SrTcO3,70.1
PdS2,7.8
ZnGeP2,61.7
TmN,138.3
U2InRh2,41.6
Pm2ZnOs,30.7
ScGe,100.3
BaCa3O4,55.4
Na4CO4,21.4
P4S3,10.3
