TIME,VOLUME [m^3],SALT_MASS [psu m^3],HEAT_CONTENT [degrees celsius m^3]
02/05/2011 00:30:00,  0.1836550E+08,  0.1843048E+09,  0.3375545E+09
02/05/2011 00:45:00,  0.1825155E+08,  0.1806596E+09,  0.3348818E+09
02/05/2011 01:00:00,  0.1813779E+08,  0.1772255E+09,  0.3322016E+09
02/05/2011 01:15:00,  0.1803135E+08,  0.1741967E+09,  0.3296797E+09
02/05/2011 01:30:00,  0.1792483E+08,  0.1713503E+09,  0.3271605E+09
02/05/2011 01:45:00,  0.1782076E+08,  0.1687375E+09,  0.3246996E+09
02/05/2011 02:00:00,  0.1771856E+08,  0.1663083E+09,  0.3222625E+09
02/05/2011 02:15:00,  0.1762401E+08,  0.1641708E+09,  0.3199843E+09
02/05/2011 02:30:00,  0.1753918E+08,  0.1623336E+09,  0.3179157E+09
02/05/2011 02:45:00,  0.1745193E+08,  0.1605260E+09,  0.3157819E+09
02/05/2011 03:00:00,  0.1737011E+08,  0.1589001E+09,  0.3137687E+09
02/05/2011 03:15:00,  0.1729611E+08,  0.1574665E+09,  0.3119094E+09
02/05/2011 03:30:00,  0.1723871E+08,  0.1563401E+09,  0.3103766E+09
02/05/2011 03:45:00,  0.1719170E+08,  0.1553938E+09,  0.3090362E+09
02/05/2011 04:00:00,  0.1715159E+08,  0.1545792E+09,  0.3078521E+09
02/05/2011 04:15:00,  0.1712166E+08,  0.1539302E+09,  0.3068645E+09
02/05/2011 04:30:00,  0.1711731E+08,  0.1536996E+09,  0.3063909E+09
02/05/2011 04:45:00,  0.1712985E+08,  0.1537633E+09,  0.3062493E+09
02/05/2011 05:00:00,  0.1714588E+08,  0.1538825E+09,  0.3062007E+09
02/05/2011 05:15:00,  0.1716981E+08,  0.1541938E+09,  0.3063213E+09
02/05/2011 05:30:00,  0.1721907E+08,  0.1553192E+09,  0.3069518E+09
02/05/2011 05:45:00,  0.1728715E+08,  0.1570748E+09,  0.3079415E+09
02/05/2011 06:00:00,  0.1735481E+08,  0.1588201E+09,  0.3089250E+09
02/05/2011 06:15:00,  0.1742487E+08,  0.1606622E+09,  0.3099634E+09
02/05/2011 06:30:00,  0.1751695E+08,  0.1632703E+09,  0.3114396E+09
02/05/2011 06:45:00,  0.1762604E+08,  0.1664521E+09,  0.3132430E+09
02/05/2011 07:00:00,  0.1773022E+08,  0.1694748E+09,  0.3149550E+09
02/05/2011 07:15:00,  0.1783170E+08,  0.1724095E+09,  0.3166151E+09
02/05/2011 07:30:00,  0.1794598E+08,  0.1757931E+09,  0.3185355E+09
02/05/2011 07:45:00,  0.1807275E+08,  0.1795923E+09,  0.3206944E+09
02/05/2011 08:00:00,  0.1819104E+08,  0.1831172E+09,  0.3227001E+09
02/05/2011 08:15:00,  0.1830493E+08,  0.1864667E+09,  0.3246079E+09
02/05/2011 08:30:00,  0.1841222E+08,  0.1896064E+09,  0.3264014E+09
02/05/2011 08:45:00,  0.1852107E+08,  0.1927808E+09,  0.3282222E+09
02/05/2011 09:00:00,  0.1861918E+08,  0.1955996E+09,  0.3298451E+09
02/05/2011 09:15:00,  0.1870705E+08,  0.1980492E+09,  0.3312635E+09
02/05/2011 09:30:00,  0.1877755E+08,  0.1998904E+09,  0.3323430E+09
02/05/2011 09:45:00,  0.1883864E+08,  0.2014032E+09,  0.3332434E+09
02/05/2011 10:00:00,  0.1889426E+08,  0.2027238E+09,  0.3340433E+09
02/05/2011 10:15:00,  0.1893939E+08,  0.2036786E+09,  0.3346428E+09
02/05/2011 10:30:00,  0.1896163E+08,  0.2038322E+09,  0.3348204E+09
02/05/2011 10:45:00,  0.1897203E+08,  0.2035714E+09,  0.3347977E+09
02/05/2011 11:00:00,  0.1898086E+08,  0.2032513E+09,  0.3347778E+09
02/05/2011 11:15:00,  0.1897880E+08,  0.2025577E+09,  0.3345782E+09
02/05/2011 11:30:00,  0.1894358E+08,  0.2007125E+09,  0.3337301E+09
02/05/2011 11:45:00,  0.1888805E+08,  0.1981717E+09,  0.3324904E+09
02/05/2011 12:00:00,  0.1882708E+08,  0.1954402E+09,  0.3311525E+09
02/05/2011 12:15:00,  0.1876188E+08,  0.1926123E+09,  0.3297476E+09
02/05/2011 12:30:00,  0.1867296E+08,  0.1890262E+09,  0.3278788E+09
02/05/2011 12:45:00,  0.1857747E+08,  0.1853158E+09,  0.3258932E+09
02/05/2011 13:00:00,  0.1848301E+08,  0.1817241E+09,  0.3239336E+09
02/05/2011 13:15:00,  0.1839122E+08,  0.1783321E+09,  0.3220372E+09
02/05/2011 13:30:00,  0.1829103E+08,  0.1748374E+09,  0.3199791E+09
02/05/2011 13:45:00,  0.1818360E+08,  0.1712916E+09,  0.3177813E+09
02/05/2011 14:00:00,  0.1808390E+08,  0.1681542E+09,  0.3157423E+09
02/05/2011 14:15:00,  0.1799049E+08,  0.1653442E+09,  0.3138314E+09
02/05/2011 14:30:00,  0.1790362E+08,  0.1628322E+09,  0.3120482E+09
02/05/2011 14:45:00,  0.1782592E+08,  0.1606628E+09,  0.3104484E+09
02/05/2011 15:00:00,  0.1775505E+08,  0.1587331E+09,  0.3089798E+09
02/05/2011 15:15:00,  0.1769435E+08,  0.1571121E+09,  0.3077134E+09
02/05/2011 15:30:00,  0.1764188E+08,  0.1557178E+09,  0.3066061E+09
02/05/2011 15:45:00,  0.1759231E+08,  0.1544295E+09,  0.3055532E+09
02/05/2011 16:00:00,  0.1753981E+08,  0.1531196E+09,  0.3044371E+09
02/05/2011 16:15:00,  0.1749393E+08,  0.1519832E+09,  0.3034490E+09
02/05/2011 16:30:00,  0.1746565E+08,  0.1511955E+09,  0.3027619E+09
02/05/2011 16:45:00,  0.1745125E+08,  0.1506833E+09,  0.3023039E+09
02/05/2011 17:00:00,  0.1744267E+08,  0.1502838E+09,  0.3019147E+09
02/05/2011 17:15:00,  0.1744465E+08,  0.1500926E+09,  0.3016898E+09
02/05/2011 17:30:00,  0.1747364E+08,  0.1505389E+09,  0.3019747E+09
02/05/2011 17:45:00,  0.1751763E+08,  0.1514762E+09,  0.3025534E+09
02/05/2011 18:00:00,  0.1756585E+08,  0.1525320E+09,  0.3031861E+09
02/05/2011 18:15:00,  0.1761721E+08,  0.1537177E+09,  0.3038778E+09
02/05/2011 18:30:00,  0.1769325E+08,  0.1557528E+09,  0.3050508E+09
02/05/2011 18:45:00,  0.1778206E+08,  0.1582464E+09,  0.3064811E+09
02/05/2011 19:00:00,  0.1787019E+08,  0.1607144E+09,  0.3078926E+09
02/05/2011 19:15:00,  0.1796196E+08,  0.1632888E+09,  0.3093617E+09
02/05/2011 19:30:00,  0.1806611E+08,  0.1663171E+09,  0.3110866E+09
02/05/2011 19:45:00,  0.1818254E+08,  0.1697539E+09,  0.3130415E+09
02/05/2011 20:00:00,  0.1828946E+08,  0.1728788E+09,  0.3148151E+09
02/05/2011 20:15:00,  0.1839268E+08,  0.1758545E+09,  0.3164999E+09
02/05/2011 20:30:00,  0.1849456E+08,  0.1788033E+09,  0.3181672E+09
02/05/2011 20:45:00,  0.1860138E+08,  0.1819057E+09,  0.3199208E+09
02/05/2011 21:00:00,  0.1870101E+08,  0.1847656E+09,  0.3215343E+09
02/05/2011 21:15:00,  0.1878951E+08,  0.1872366E+09,  0.3229242E+09
02/05/2011 21:30:00,  0.1886524E+08,  0.1892602E+09,  0.3240578E+09
02/05/2011 21:45:00,  0.1893267E+08,  0.1909939E+09,  0.3250243E+09
02/05/2011 22:00:00,  0.1899268E+08,  0.1924682E+09,  0.3258420E+09
02/05/2011 22:15:00,  0.1903856E+08,  0.1934379E+09,  0.3263708E+09
02/05/2011 22:30:00,  0.1905460E+08,  0.1933746E+09,  0.3263102E+09
02/05/2011 22:45:00,  0.1905377E+08,  0.1927232E+09,  0.3259144E+09
02/05/2011 23:00:00,  0.1904736E+08,  0.1918855E+09,  0.3254116E+09
02/05/2011 23:15:00,  0.1903055E+08,  0.1906819E+09,  0.3246987E+09
02/05/2011 23:30:00,  0.1898556E+08,  0.1885029E+09,  0.3234228E+09
02/05/2011 23:45:00,  0.1892832E+08,  0.1859287E+09,  0.3219075E+09
03/05/2011 00:00:00,  0.1887212E+08,  0.1834181E+09,  0.3204162E+09
03/05/2011 00:15:00,  0.1881089E+08,  0.1807747E+09,  0.3188267E+09
03/05/2011 00:30:00,  0.1872194E+08,  0.1772706E+09,  0.3166849E+09
03/05/2011 00:45:00,  0.1862246E+08,  0.1735666E+09,  0.3143543E+09
03/05/2011 01:00:00,  0.1852226E+08,  0.1699780E+09,  0.3120080E+09
03/05/2011 01:15:00,  0.1842276E+08,  0.1665826E+09,  0.3096859E+09
03/05/2011 01:30:00,  0.1830658E+08,  0.1629070E+09,  0.3070362E+09
03/05/2011 01:45:00,  0.1818630E+08,  0.1593729E+09,  0.3043226E+09
03/05/2011 02:00:00,  0.1806727E+08,  0.1560991E+09,  0.3016275E+09
03/05/2011 02:15:00,  0.1795863E+08,  0.1532989E+09,  0.2991583E+09
03/05/2011 02:30:00,  0.1784523E+08,  0.1505702E+09,  0.2965867E+09
03/05/2011 02:45:00,  0.1773690E+08,  0.1481252E+09,  0.2941295E+09
03/05/2011 03:00:00,  0.1763253E+08,  0.1458967E+09,  0.2917468E+09
03/05/2011 03:15:00,  0.1753541E+08,  0.1439210E+09,  0.2895070E+09
03/05/2011 03:30:00,  0.1744588E+08,  0.1421745E+09,  0.2874233E+09
03/05/2011 03:45:00,  0.1735866E+08,  0.1405367E+09,  0.2853788E+09
03/05/2011 04:00:00,  0.1727766E+08,  0.1390682E+09,  0.2834672E+09
03/05/2011 04:15:00,  0.1720190E+08,  0.1377220E+09,  0.2816420E+09
03/05/2011 04:30:00,  0.1714722E+08,  0.1367301E+09,  0.2802332E+09
03/05/2011 04:45:00,  0.1710313E+08,  0.1358992E+09,  0.2790037E+09
03/05/2011 05:00:00,  0.1706690E+08,  0.1351955E+09,  0.2779326E+09
03/05/2011 05:15:00,  0.1704297E+08,  0.1346859E+09,  0.2770998E+09
03/05/2011 05:30:00,  0.1704728E+08,  0.1346300E+09,  0.2767917E+09
03/05/2011 05:45:00,  0.1707006E+08,  0.1349438E+09,  0.2768564E+09
03/05/2011 06:00:00,  0.1709749E+08,  0.1353533E+09,  0.2770148E+09
03/05/2011 06:15:00,  0.1713241E+08,  0.1359857E+09,  0.2773268E+09
03/05/2011 06:30:00,  0.1719253E+08,  0.1374786E+09,  0.2781437E+09
03/05/2011 06:45:00,  0.1726705E+08,  0.1394740E+09,  0.2792505E+09
03/05/2011 07:00:00,  0.1734080E+08,  0.1414368E+09,  0.2803416E+09
03/05/2011 07:15:00,  0.1741780E+08,  0.1435122E+09,  0.2815003E+09
03/05/2011 07:30:00,  0.1751998E+08,  0.1464588E+09,  0.2831617E+09
03/05/2011 07:45:00,  0.1763692E+08,  0.1499268E+09,  0.2851264E+09
03/05/2011 08:00:00,  0.1775197E+08,  0.1533349E+09,  0.2870609E+09
03/05/2011 08:15:00,  0.1786941E+08,  0.1568055E+09,  0.2890348E+09
03/05/2011 08:30:00,  0.1799584E+08,  0.1606109E+09,  0.2912129E+09
03/05/2011 08:45:00,  0.1813416E+08,  0.1648128E+09,  0.2936315E+09
03/05/2011 09:00:00,  0.1826192E+08,  0.1686658E+09,  0.2958611E+09
03/05/2011 09:15:00,  0.1838232E+08,  0.1722417E+09,  0.2979457E+09
03/05/2011 09:30:00,  0.1849043E+08,  0.1754071E+09,  0.2998224E+09
03/05/2011 09:45:00,  0.1859548E+08,  0.1784467E+09,  0.3016538E+09
03/05/2011 10:00:00,  0.1868842E+08,  0.1810829E+09,  0.3032694E+09
03/05/2011 10:15:00,  0.1876914E+08,  0.1832835E+09,  0.3046582E+09
03/05/2011 10:30:00,  0.1883322E+08,  0.1848985E+09,  0.3058214E+09
03/05/2011 10:45:00,  0.1889158E+08,  0.1862913E+09,  0.3069781E+09
03/05/2011 11:00:00,  0.1894536E+08,  0.1875456E+09,  0.3081529E+09
03/05/2011 11:15:00,  0.1898746E+08,  0.1883912E+09,  0.3091873E+09
03/05/2011 11:30:00,  0.1900121E+08,  0.1882552E+09,  0.3096560E+09
03/05/2011 11:45:00,  0.1899881E+08,  0.1875507E+09,  0.3098065E+09
03/05/2011 12:00:00,  0.1899192E+08,  0.1866811E+09,  0.3098730E+09
03/05/2011 12:15:00,  0.1897439E+08,  0.1854424E+09,  0.3097314E+09
03/05/2011 12:30:00,  0.1892664E+08,  0.1831613E+09,  0.3089785E+09
03/05/2011 12:45:00,  0.1886318E+08,  0.1803466E+09,  0.3079108E+09
03/05/2011 13:00:00,  0.1880020E+08,  0.1775689E+09,  0.3068511E+09
03/05/2011 13:15:00,  0.1873431E+08,  0.1747096E+09,  0.3057348E+09
03/05/2011 13:30:00,  0.1865022E+08,  0.1712916E+09,  0.3042446E+09
03/05/2011 13:45:00,  0.1855627E+08,  0.1676143E+09,  0.3025548E+09
03/05/2011 14:00:00,  0.1846510E+08,  0.1641104E+09,  0.3009234E+09
03/05/2011 14:15:00,  0.1838016E+08,  0.1609310E+09,  0.2994083E+09
03/05/2011 14:30:00,  0.1828229E+08,  0.1574805E+09,  0.2976331E+09
03/05/2011 14:45:00,  0.1817537E+08,  0.1539238E+09,  0.2956787E+09
03/05/2011 15:00:00,  0.1806920E+08,  0.1505674E+09,  0.2937409E+09
03/05/2011 15:15:00,  0.1796961E+08,  0.1475719E+09,  0.2919282E+09
03/05/2011 15:30:00,  0.1787354E+08,  0.1448406E+09,  0.2901788E+09
03/05/2011 15:45:00,  0.1777531E+08,  0.1422013E+09,  0.2883869E+09
03/05/2011 16:00:00,  0.1768640E+08,  0.1399255E+09,  0.2867702E+09
03/05/2011 16:15:00,  0.1760829E+08,  0.1379942E+09,  0.2853552E+09
03/05/2011 16:30:00,  0.1754357E+08,  0.1364121E+09,  0.2841112E+09
03/05/2011 16:45:00,  0.1748725E+08,  0.1350515E+09,  0.2829372E+09
03/05/2011 17:00:00,  0.1743728E+08,  0.1338568E+09,  0.2817845E+09
03/05/2011 17:15:00,  0.1739931E+08,  0.1329216E+09,  0.2807741E+09
03/05/2011 17:30:00,  0.1738618E+08,  0.1324707E+09,  0.2802267E+09
03/05/2011 17:45:00,  0.1738870E+08,  0.1323299E+09,  0.2799700E+09
03/05/2011 18:00:00,  0.1739629E+08,  0.1322914E+09,  0.2798010E+09
03/05/2011 18:15:00,  0.1741311E+08,  0.1324673E+09,  0.2797949E+09
03/05/2011 18:30:00,  0.1745408E+08,  0.1332959E+09,  0.2802555E+09
03/05/2011 18:45:00,  0.1750636E+08,  0.1345099E+09,  0.2809452E+09
03/05/2011 19:00:00,  0.1755652E+08,  0.1356540E+09,  0.2815935E+09
03/05/2011 19:15:00,  0.1761094E+08,  0.1369459E+09,  0.2823237E+09
03/05/2011 19:30:00,  0.1769145E+08,  0.1391374E+09,  0.2835701E+09
03/05/2011 19:45:00,  0.1778697E+08,  0.1418650E+09,  0.2851228E+09
03/05/2011 20:00:00,  0.1788663E+08,  0.1447156E+09,  0.2867474E+09
03/05/2011 20:15:00,  0.1798700E+08,  0.1475976E+09,  0.2883921E+09
03/05/2011 20:30:00,  0.1810068E+08,  0.1509592E+09,  0.2903145E+09
03/05/2011 20:45:00,  0.1822215E+08,  0.1545920E+09,  0.2923945E+09
03/05/2011 21:00:00,  0.1834073E+08,  0.1581032E+09,  0.2944077E+09
03/05/2011 21:15:00,  0.1844592E+08,  0.1611676E+09,  0.2961680E+09
03/05/2011 21:30:00,  0.1855221E+08,  0.1642492E+09,  0.2979413E+09
03/05/2011 21:45:00,  0.1865576E+08,  0.1672458E+09,  0.2996676E+09
03/05/2011 22:00:00,  0.1875041E+08,  0.1699393E+09,  0.3012192E+09
03/05/2011 22:15:00,  0.1883414E+08,  0.1722407E+09,  0.3025451E+09
03/05/2011 22:30:00,  0.1890384E+08,  0.1740315E+09,  0.3035719E+09
03/05/2011 22:45:00,  0.1896178E+08,  0.1754325E+09,  0.3043675E+09
03/05/2011 23:00:00,  0.1901142E+08,  0.1765585E+09,  0.3049985E+09
03/05/2011 23:15:00,  0.1904937E+08,  0.1772537E+09,  0.3053768E+09
03/05/2011 23:30:00,  0.1905966E+08,  0.1769885E+09,  0.3052093E+09
03/05/2011 23:45:00,  0.1905509E+08,  0.1762054E+09,  0.3047490E+09
04/05/2011 00:00:00,  0.1904676E+08,  0.1752873E+09,  0.3042160E+09
04/05/2011 00:15:00,  0.1902770E+08,  0.1740083E+09,  0.3034780E+09
04/05/2011 00:30:00,  0.1897620E+08,  0.1716001E+09,  0.3020908E+09
04/05/2011 00:45:00,  0.1890914E+08,  0.1686976E+09,  0.3004061E+09
04/05/2011 01:00:00,  0.1884077E+08,  0.1657897E+09,  0.2986954E+09
04/05/2011 01:15:00,  0.1876606E+08,  0.1627239E+09,  0.2968581E+09
04/05/2011 01:30:00,  0.1866219E+08,  0.1587893E+09,  0.2944429E+09
04/05/2011 01:45:00,  0.1855011E+08,  0.1547716E+09,  0.2918867E+09
04/05/2011 02:00:00,  0.1843713E+08,  0.1509020E+09,  0.2893122E+09
04/05/2011 02:15:00,  0.1832452E+08,  0.1472411E+09,  0.2867484E+09
04/05/2011 02:30:00,  0.1820158E+08,  0.1435364E+09,  0.2840061E+09
04/05/2011 02:45:00,  0.1807359E+08,  0.1399556E+09,  0.2811792E+09
04/05/2011 03:00:00,  0.1794796E+08,  0.1366760E+09,  0.2784069E+09
04/05/2011 03:15:00,  0.1782711E+08,  0.1337172E+09,  0.2757277E+09
04/05/2011 03:30:00,  0.1771644E+08,  0.1311651E+09,  0.2732675E+09
04/05/2011 03:45:00,  0.1760813E+08,  0.1288072E+09,  0.2708587E+09
04/05/2011 04:00:00,  0.1750757E+08,  0.1267214E+09,  0.2686067E+09
04/05/2011 04:15:00,  0.1741480E+08,  0.1248713E+09,  0.2665048E+09
04/05/2011 04:30:00,  0.1733197E+08,  0.1232667E+09,  0.2646077E+09
04/05/2011 04:45:00,  0.1725081E+08,  0.1217504E+09,  0.2627543E+09
04/05/2011 05:00:00,  0.1716813E+08,  0.1202620E+09,  0.2608804E+09
04/05/2011 05:15:00,  0.1709504E+08,  0.1189693E+09,  0.2592007E+09
04/05/2011 05:30:00,  0.1704433E+08,  0.1180378E+09,  0.2579374E+09
04/05/2011 05:45:00,  0.1700822E+08,  0.1173255E+09,  0.2569303E+09
04/05/2011 06:00:00,  0.1698079E+08,  0.1167540E+09,  0.2560916E+09
04/05/2011 06:15:00,  0.1696749E+08,  0.1164096E+09,  0.2555084E+09
04/05/2011 06:30:00,  0.1698595E+08,  0.1166586E+09,  0.2555219E+09
04/05/2011 06:45:00,  0.1702330E+08,  0.1173649E+09,  0.2558929E+09
04/05/2011 07:00:00,  0.1706250E+08,  0.1181314E+09,  0.2563044E+09
04/05/2011 07:15:00,  0.1711051E+08,  0.1191941E+09,  0.2568828E+09
04/05/2011 07:30:00,  0.1718739E+08,  0.1212715E+09,  0.2580448E+09
04/05/2011 07:45:00,  0.1728447E+08,  0.1240322E+09,  0.2596013E+09
04/05/2011 08:00:00,  0.1737609E+08,  0.1266314E+09,  0.2610696E+09
04/05/2011 08:15:00,  0.1747566E+08,  0.1294856E+09,  0.2626881E+09
04/05/2011 08:30:00,  0.1759800E+08,  0.1331423E+09,  0.2647720E+09
