TIME,NS1_FLOW [m^3 s^-1],NS1_SALT_FLUX [psu m^3 s^-1],NS1_TEMP_FLUX [degrees celsius m^3 s^-1],NS2_FLOW [m^3 s^-1],NS2_SALT_FLUX [psu m^3 s^-1],NS2_TEMP_FLUX [degrees celsius m^3 s^-1]
01/05/2011 05:15:00,  0.2000008E+02, -0.3001883E+01,  0.1970007E+03,  0.7413924E+02,  0.2600570E+04,  0.1482839E+04
01/05/2011 05:30:00,  0.2000004E+02, -0.3060395E+01,  0.1969418E+03,  0.6713363E+02,  0.2353958E+04,  0.1342719E+04
01/05/2011 05:45:00,  0.1999998E+02, -0.3096759E+01,  0.1969050E+03,  0.4942129E+02,  0.1733102E+04,  0.9884668E+03
01/05/2011 06:00:00,  0.2000002E+02, -0.3075958E+01,  0.1969263E+03,  0.4357597E+02,  0.1527977E+04,  0.8715581E+03
01/05/2011 06:15:00,  0.2000012E+02, -0.3069205E+01,  0.1969340E+03,  0.7522002E+02,  0.2634978E+04,  0.1504435E+04
01/05/2011 06:30:00,  0.2000002E+02, -0.3084228E+01,  0.1969180E+03,  0.1195699E+03,  0.4186545E+04,  0.2391426E+04
01/05/2011 06:45:00,  0.2000004E+02, -0.3104882E+01,  0.1968976E+03,  0.1376494E+03,  0.4818784E+04,  0.2753009E+04
01/05/2011 07:00:00,  0.2000005E+02, -0.3115977E+01,  0.1968867E+03,  0.1313165E+03,  0.4596786E+04,  0.2626348E+04
01/05/2011 07:15:00,  0.2000006E+02, -0.3167707E+01,  0.1968351E+03,  0.1147443E+03,  0.4016530E+04,  0.2294901E+04
01/05/2011 07:30:00,  0.2000006E+02, -0.3273654E+01,  0.1967293E+03,  0.9694862E+02,  0.3393540E+04,  0.1938985E+04
01/05/2011 07:45:00,  0.2000001E+02, -0.3389885E+01,  0.1966128E+03,  0.7419615E+02,  0.2597413E+04,  0.1483936E+04
01/05/2011 08:00:00,  0.2000011E+02, -0.3485743E+01,  0.1965181E+03,  0.5739064E+02,  0.2009534E+04,  0.1147827E+04
01/05/2011 08:15:00,  0.1999999E+02, -0.3558770E+01,  0.1964440E+03,  0.4669153E+02,  0.1635528E+04,  0.9338472E+03
01/05/2011 08:30:00,  0.2000007E+02, -0.3618510E+01,  0.1963850E+03,  0.5153580E+02,  0.1804703E+04,  0.1030731E+04
01/05/2011 08:45:00,  0.2000007E+02, -0.3692269E+01,  0.1963115E+03,  0.5843127E+02,  0.2045722E+04,  0.1168640E+04
01/05/2011 09:00:00,  0.2000009E+02, -0.3754242E+01,  0.1962498E+03,  0.6117406E+02,  0.2141537E+04,  0.1223494E+04
01/05/2011 09:15:00,  0.2000005E+02, -0.3793337E+01,  0.1962104E+03,  0.3304571E+02,  0.1158600E+04,  0.6609330E+03
01/05/2011 09:30:00,  0.2000006E+02, -0.3832938E+01,  0.1961710E+03, -0.1299930E+01, -0.3885503E+02, -0.2595484E+02
01/05/2011 09:45:00,  0.2000013E+02, -0.3898238E+01,  0.1961065E+03, -0.2304485E+02, -0.7933629E+03, -0.4607806E+03
01/05/2011 10:00:00,  0.2000002E+02, -0.3961450E+01,  0.1960422E+03, -0.3092522E+02, -0.1062764E+04, -0.6183050E+03
01/05/2011 10:15:00,  0.2000007E+02, -0.3938976E+01,  0.1960650E+03, -0.4850098E+02, -0.1663567E+04, -0.9693448E+03
01/05/2011 10:30:00,  0.2000007E+02, -0.3862364E+01,  0.1961415E+03, -0.5937347E+02, -0.2026055E+04, -0.1186191E+04
01/05/2011 10:45:00,  0.2000003E+02, -0.3814675E+01,  0.1961885E+03, -0.5102337E+02, -0.1728904E+04, -0.1019135E+04
01/05/2011 11:00:00,  0.2000009E+02, -0.3779523E+01,  0.1962240E+03, -0.3866153E+02, -0.1300938E+04, -0.7721398E+03
01/05/2011 11:15:00,  0.2000003E+02, -0.3608031E+01,  0.1963943E+03, -0.7272371E+02, -0.2433750E+04, -0.1451620E+04
01/05/2011 11:30:00,  0.1999995E+02, -0.3391320E+01,  0.1966097E+03, -0.1202065E+03, -0.3968179E+04, -0.2397976E+04
01/05/2011 11:45:00,  0.1999998E+02, -0.3269860E+01,  0.1967309E+03, -0.1457042E+03, -0.4696750E+04, -0.2904532E+04
01/05/2011 12:00:00,  0.2000002E+02, -0.3161931E+01,  0.1968387E+03, -0.1502258E+03, -0.4683503E+04, -0.2992276E+04
01/05/2011 12:15:00,  0.2000009E+02, -0.2891427E+01,  0.1971093E+03, -0.1487343E+03, -0.4442277E+04, -0.2960233E+04
01/05/2011 12:30:00,  0.2000011E+02, -0.2575456E+01,  0.1974248E+03, -0.1404545E+03, -0.3993132E+04, -0.2793466E+04
01/05/2011 12:45:00,  0.2000002E+02, -0.2278720E+01,  0.1977201E+03, -0.1137087E+03, -0.3071882E+04, -0.2260142E+04
01/05/2011 13:00:00,  0.1999997E+02, -0.2033651E+01,  0.1979641E+03, -0.9142906E+02, -0.2361072E+04, -0.1816515E+04
01/05/2011 13:15:00,  0.2000008E+02, -0.1680331E+01,  0.1983181E+03, -0.9065292E+02, -0.2245334E+04, -0.1800680E+04
01/05/2011 13:30:00,  0.2000002E+02, -0.1314552E+01,  0.1986831E+03, -0.1091521E+03, -0.2581897E+04, -0.2167678E+04
01/05/2011 13:45:00,  0.2000007E+02, -0.1086990E+01,  0.1989108E+03, -0.1262686E+03, -0.2831456E+04, -0.2506875E+04
01/05/2011 14:00:00,  0.2000005E+02, -0.9212207E+00,  0.1990757E+03, -0.1351189E+03, -0.2845946E+04, -0.2681734E+04
01/05/2011 14:15:00,  0.2000006E+02, -0.7030373E+00,  0.1992937E+03, -0.1257462E+03, -0.2488329E+04, -0.2495194E+04
01/05/2011 14:30:00,  0.2000018E+02, -0.5102643E+00,  0.1994878E+03, -0.1091907E+03, -0.2039941E+04, -0.2166491E+04
01/05/2011 14:45:00,  0.2000005E+02, -0.3821740E+00,  0.1996144E+03, -0.8950040E+02, -0.1589266E+04, -0.1775859E+04
01/05/2011 15:00:00,  0.2000000E+02, -0.2972564E+00,  0.1996986E+03, -0.7168143E+02, -0.1217106E+04, -0.1422459E+04
01/05/2011 15:15:00,  0.1999999E+02, -0.1729039E+00,  0.1998236E+03, -0.4504933E+02, -0.7034096E+03, -0.8938959E+03
01/05/2011 15:30:00,  0.2000003E+02, -0.1073718E+00,  0.1998899E+03, -0.2670339E+02, -0.3435690E+03, -0.5294791E+03
01/05/2011 15:45:00,  0.2000014E+02, -0.7740282E-01,  0.1999210E+03, -0.2712358E+02, -0.3653531E+03, -0.5381001E+03
01/05/2011 16:00:00,  0.2000004E+02, -0.6020949E-01,  0.1999370E+03, -0.3588452E+02, -0.5406826E+03, -0.7124786E+03
01/05/2011 16:15:00,  0.2000001E+02, -0.3402567E-01,  0.1999633E+03, -0.1918107E+02, -0.2146313E+03, -0.3804349E+03
01/05/2011 16:30:00,  0.2000005E+02, -0.2009836E-01,  0.1999781E+03,  0.7358160E+01,  0.3749353E+03,  0.1479701E+03
01/05/2011 16:45:00,  0.2000009E+02, -0.1424199E-01,  0.1999845E+03,  0.2086120E+02,  0.7532166E+03,  0.4174043E+03
01/05/2011 17:00:00,  0.2000002E+02, -0.1061404E-01,  0.1999876E+03,  0.2580835E+02,  0.9167355E+03,  0.5162727E+03
01/05/2011 17:15:00,  0.2000015E+02, -0.7521818E-02,  0.1999925E+03,  0.5189988E+02,  0.1828221E+04,  0.1038090E+04
01/05/2011 17:30:00,  0.2000000E+02, -0.4897142E-02,  0.1999941E+03,  0.7866643E+02,  0.2762350E+04,  0.1573401E+04
01/05/2011 17:45:00,  0.2000005E+02, -0.3638000E-02,  0.1999961E+03,  0.8155141E+02,  0.2860847E+04,  0.1631082E+04
01/05/2011 18:00:00,  0.2000003E+02, -0.2714377E-02,  0.1999970E+03,  0.7005326E+02,  0.2456645E+04,  0.1401107E+04
01/05/2011 18:15:00,  0.1999999E+02, -0.2052497E-02,  0.1999976E+03,  0.8025647E+02,  0.2812568E+04,  0.1605163E+04
01/05/2011 18:30:00,  0.2000008E+02, -0.1521616E-02,  0.1999992E+03,  0.1018201E+03,  0.3566188E+04,  0.2036429E+04
01/05/2011 18:45:00,  0.2000002E+02, -0.1143073E-02,  0.1999991E+03,  0.1084889E+03,  0.3798767E+04,  0.2169798E+04
01/05/2011 19:00:00,  0.2000012E+02, -0.8718322E-03,  0.2000005E+03,  0.1051518E+03,  0.3681421E+04,  0.2103054E+04
01/05/2011 19:15:00,  0.2000001E+02, -0.6612728E-03,  0.1999998E+03,  0.1048787E+03,  0.3671502E+04,  0.2097589E+04
01/05/2011 19:30:00,  0.1999998E+02, -0.5016014E-03,  0.1999997E+03,  0.1087232E+03,  0.3805829E+04,  0.2174479E+04
01/05/2011 19:45:00,  0.2000006E+02, -0.3782122E-03,  0.2000008E+03,  0.1002236E+03,  0.3508181E+04,  0.2004486E+04
01/05/2011 20:00:00,  0.2000009E+02, -0.2916483E-03,  0.2000011E+03,  0.8590688E+02,  0.3006998E+04,  0.1718152E+04
01/05/2011 20:15:00,  0.2000013E+02, -0.2229679E-03,  0.2000017E+03,  0.6732722E+02,  0.2356648E+04,  0.1346561E+04
01/05/2011 20:30:00,  0.2000007E+02, -0.1703565E-03,  0.2000011E+03,  0.5859439E+02,  0.2050962E+04,  0.1171906E+04
01/05/2011 20:45:00,  0.2000011E+02, -0.1306004E-03,  0.2000017E+03,  0.5551147E+02,  0.1943035E+04,  0.1110250E+04
01/05/2011 21:00:00,  0.1999998E+02, -0.1013685E-03,  0.2000005E+03,  0.5503185E+02,  0.1926229E+04,  0.1100661E+04
01/05/2011 21:15:00,  0.2000003E+02, -0.7901819E-04,  0.2000010E+03,  0.3346638E+02,  0.1171424E+04,  0.6693546E+03
01/05/2011 21:30:00,  0.2000007E+02, -0.6113675E-04,  0.2000014E+03,  0.1154138E+02,  0.4044312E+03,  0.2309975E+03
01/05/2011 21:45:00,  0.1999990E+02, -0.4733143E-04,  0.1999998E+03,  0.3332866E+00,  0.1277562E+02,  0.7052943E+01
01/05/2011 22:00:00,  0.2000006E+02, -0.3710766E-04,  0.2000014E+03, -0.3818065E+01, -0.1321089E+03, -0.7574307E+02
01/05/2011 22:15:00,  0.2000008E+02, -0.2919535E-04,  0.2000016E+03, -0.3912440E+02, -0.1361800E+04, -0.7796853E+03
01/05/2011 22:30:00,  0.2000005E+02, -0.2287185E-04,  0.2000013E+03, -0.7102764E+02, -0.2463955E+04, -0.1414729E+04
01/05/2011 22:45:00,  0.2000001E+02, -0.1796282E-04,  0.2000010E+03, -0.7974667E+02, -0.2748844E+04, -0.1587012E+04
01/05/2011 23:00:00,  0.2000000E+02, -0.1425458E-04,  0.2000010E+03, -0.7389246E+02, -0.2525503E+04, -0.1469055E+04
01/05/2011 23:15:00,  0.2000008E+02, -0.1138033E-04,  0.2000017E+03, -0.9454510E+02, -0.3193865E+04, -0.1878222E+04
01/05/2011 23:30:00,  0.2000016E+02, -0.9049249E-05,  0.2000025E+03, -0.1174640E+03, -0.3892821E+04, -0.2331340E+04
01/05/2011 23:45:00,  0.2000003E+02, -0.7208733E-05,  0.2000013E+03, -0.1214536E+03, -0.3915783E+04, -0.2407755E+04
02/05/2011 00:00:00,  0.1999989E+02, -0.5808321E-05,  0.1999999E+03, -0.1159068E+03, -0.3614293E+04, -0.2295113E+04
02/05/2011 00:15:00,  0.2000006E+02, -0.4734092E-05,  0.2000016E+03, -0.1277679E+03, -0.3836718E+04, -0.2527512E+04
02/05/2011 00:30:00,  0.2000008E+02, -0.3812846E-05,  0.2000019E+03, -0.1462135E+03, -0.4173802E+04, -0.2889359E+04
02/05/2011 00:45:00,  0.2000003E+02, -0.3103196E-05,  0.2000013E+03, -0.1475791E+03, -0.3968601E+04, -0.2913011E+04
02/05/2011 01:00:00,  0.1999999E+02, -0.2541911E-05,  0.2000010E+03, -0.1404616E+03, -0.3537947E+04, -0.2769396E+04
02/05/2011 01:15:00,  0.2000000E+02, -0.2102642E-05,  0.2000010E+03, -0.1379254E+03, -0.3259465E+04, -0.2716749E+04
02/05/2011 01:30:00,  0.2000007E+02, -0.1742349E-05,  0.2000018E+03, -0.1391218E+03, -0.3087143E+04, -0.2737976E+04
02/05/2011 01:45:00,  0.2000004E+02, -0.1456026E-05,  0.2000014E+03, -0.1345833E+03, -0.2802545E+04, -0.2646332E+04
02/05/2011 02:00:00,  0.2000009E+02, -0.1225050E-05,  0.2000020E+03, -0.1282567E+03, -0.2508614E+04, -0.2519691E+04
02/05/2011 02:15:00,  0.2000009E+02, -0.1039929E-05,  0.2000019E+03, -0.1197683E+03, -0.2210857E+04, -0.2351010E+04
02/05/2011 02:30:00,  0.2000003E+02, -0.8867663E-06,  0.2000014E+03, -0.1164698E+03, -0.2045327E+04, -0.2284575E+04
02/05/2011 02:45:00,  0.1999998E+02, -0.7616314E-06,  0.2000009E+03, -0.1133756E+03, -0.1896094E+04, -0.2222136E+04
02/05/2011 03:00:00,  0.2000004E+02, -0.6640308E-06,  0.2000015E+03, -0.1106480E+03, -0.1769026E+04, -0.2166930E+04
02/05/2011 03:15:00,  0.2000000E+02, -0.5813030E-06,  0.2000011E+03, -0.9311980E+02, -0.1421547E+04, -0.1822315E+04
02/05/2011 03:30:00,  0.2000009E+02, -0.5105871E-06,  0.2000020E+03, -0.7564036E+02, -0.1111121E+04, -0.1479326E+04
02/05/2011 03:45:00,  0.2000007E+02, -0.4515482E-06,  0.2000018E+03, -0.6678982E+02, -0.9529156E+03, -0.1305374E+04
02/05/2011 04:00:00,  0.2000006E+02, -0.4053958E-06,  0.2000017E+03, -0.6456030E+02, -0.9030212E+03, -0.1260939E+04
02/05/2011 04:15:00,  0.1999999E+02, -0.3641579E-06,  0.2000010E+03, -0.3950763E+02, -0.5044714E+03, -0.7705996E+03
02/05/2011 04:30:00,  0.2000007E+02, -0.3276366E-06,  0.2000017E+03, -0.1265874E+02, -0.4420542E+02, -0.2442992E+03
02/05/2011 04:45:00,  0.2000005E+02, -0.2973505E-06,  0.2000015E+03, -0.2275187E+01,  0.1392068E+03, -0.4063385E+02
02/05/2011 05:00:00,  0.2000012E+02, -0.2727940E-06,  0.2000021E+03, -0.3494332E+01,  0.9051367E+02, -0.6506996E+02
02/05/2011 05:15:00,  0.2000009E+02, -0.2496685E-06,  0.2000017E+03,  0.2051993E+02,  0.7430024E+03,  0.4110140E+03
02/05/2011 05:30:00,  0.2000010E+02, -0.2288683E-06,  0.2000017E+03,  0.4856542E+02,  0.1714343E+04,  0.9716815E+03
02/05/2011 05:45:00,  0.2000008E+02, -0.2118022E-06,  0.2000015E+03,  0.5658857E+02,  0.1992194E+04,  0.1132074E+04
02/05/2011 06:00:00,  0.2000006E+02, -0.1976672E-06,  0.2000014E+03,  0.5133307E+02,  0.1805871E+04,  0.1026909E+04
02/05/2011 06:15:00,  0.2000005E+02, -0.1838684E-06,  0.2000011E+03,  0.6974459E+02,  0.2448319E+04,  0.1395093E+04
02/05/2011 06:30:00,  0.2000007E+02, -0.1705094E-06,  0.2000014E+03,  0.9452225E+02,  0.3313435E+04,  0.1890594E+04
02/05/2011 06:45:00,  0.2000005E+02, -0.1596333E-06,  0.2000011E+03,  0.9952703E+02,  0.3486844E+04,  0.1990646E+04
02/05/2011 07:00:00,  0.2000005E+02, -0.1508492E-06,  0.2000013E+03,  0.9167064E+02,  0.3210769E+04,  0.1833491E+04
02/05/2011 07:15:00,  0.2000008E+02, -0.1420132E-06,  0.2000014E+03,  0.9981660E+02,  0.3495167E+04,  0.1996392E+04
02/05/2011 07:30:00,  0.2000003E+02, -0.1330506E-06,  0.2000009E+03,  0.1160350E+03,  0.4062291E+04,  0.2320748E+04
02/05/2011 07:45:00,  0.2000006E+02, -0.1254224E-06,  0.2000012E+03,  0.1177168E+03,  0.4120788E+04,  0.2354374E+04
02/05/2011 08:00:00,  0.2000006E+02, -0.1193795E-06,  0.2000013E+03,  0.1091887E+03,  0.3822074E+04,  0.2183805E+04
02/05/2011 08:15:00,  0.2000005E+02, -0.1132599E-06,  0.2000010E+03,  0.1015883E+03,  0.3555912E+04,  0.2031794E+04
02/05/2011 08:30:00,  0.2000008E+02, -0.1070910E-06,  0.2000014E+03,  0.1013335E+03,  0.3546900E+04,  0.2026695E+04
02/05/2011 08:45:00,  0.2000003E+02, -0.1015079E-06,  0.2000008E+03,  0.9579560E+02,  0.3353011E+04,  0.1915937E+04
02/05/2011 09:00:00,  0.2000008E+02, -0.9700400E-07,  0.2000013E+03,  0.8738796E+02,  0.3058703E+04,  0.1747784E+04
02/05/2011 09:15:00,  0.2000000E+02, -0.9295352E-07,  0.2000004E+03,  0.6717629E+02,  0.2351267E+04,  0.1343550E+04
02/05/2011 09:30:00,  0.2000005E+02, -0.8925250E-07,  0.2000009E+03,  0.5208007E+02,  0.1822884E+04,  0.1041627E+04
02/05/2011 09:45:00,  0.2000013E+02, -0.8589422E-07,  0.2000016E+03,  0.4431950E+02,  0.1551286E+04,  0.8864317E+03
02/05/2011 10:00:00,  0.2000000E+02, -0.8295839E-07,  0.2000001E+03,  0.4087965E+02,  0.1430896E+04,  0.8176430E+03
02/05/2011 10:15:00,  0.2000007E+02, -0.8063379E-07,  0.2000007E+03,  0.1773354E+02,  0.6212000E+03,  0.3548982E+03
02/05/2011 10:30:00,  0.2000016E+02, -0.7846457E-07,  0.2000014E+03, -0.4460875E+01, -0.1544549E+03, -0.8850175E+02
02/05/2011 10:45:00,  0.1999998E+02, -0.7601412E-07,  0.1999993E+03, -0.1077422E+02, -0.3745092E+03, -0.2144671E+03
02/05/2011 11:00:00,  0.1999992E+02, -0.7357399E-07,  0.1999983E+03, -0.9062696E+01, -0.3142920E+03, -0.1802298E+03
02/05/2011 11:15:00,  0.2000000E+02, -0.7167138E-07,  0.1999988E+03, -0.3956973E+02, -0.1376480E+04, -0.7888769E+03
02/05/2011 11:30:00,  0.2000011E+02, -0.7016659E-07,  0.1999996E+03, -0.7420441E+02, -0.2575012E+04, -0.1479317E+04
02/05/2011 11:45:00,  0.2000002E+02, -0.6846793E-07,  0.1999985E+03, -0.8649598E+02, -0.2985178E+04, -0.1723476E+04
02/05/2011 12:00:00,  0.2000007E+02, -0.6656180E-07,  0.1999988E+03, -0.8336326E+02, -0.2853615E+04, -0.1659935E+04
02/05/2011 12:15:00,  0.2000011E+02, -0.6543609E-07,  0.1999991E+03, -0.1050701E+03, -0.3557567E+04, -0.2090823E+04
02/05/2011 12:30:00,  0.2000016E+02, -0.6490023E-07,  0.1999994E+03, -0.1277135E+03, -0.4246790E+04, -0.2538855E+04
02/05/2011 12:45:00,  0.2000010E+02, -0.6413384E-07,  0.1999987E+03, -0.1285804E+03, -0.4166618E+04, -0.2552665E+04
02/05/2011 13:00:00,  0.2000006E+02, -0.6274460E-07,  0.1999983E+03, -0.1187573E+03, -0.3729624E+04, -0.2354230E+04
02/05/2011 13:15:00,  0.1999996E+02, -0.6146103E-07,  0.1999973E+03, -0.1250229E+03, -0.3785411E+04, -0.2474740E+04
02/05/2011 13:30:00,  0.2000009E+02, -0.6060553E-07,  0.1999985E+03, -0.1376333E+03, -0.3988169E+04, -0.2719859E+04
02/05/2011 13:45:00,  0.1999996E+02, -0.5959904E-07,  0.1999972E+03, -0.1356691E+03, -0.3727842E+04, -0.2676021E+04
02/05/2011 14:00:00,  0.1999997E+02, -0.5826660E-07,  0.1999974E+03, -0.1297370E+03, -0.3373482E+04, -0.2554417E+04
02/05/2011 14:15:00,  0.2000001E+02, -0.5723210E-07,  0.1999978E+03, -0.1196049E+03, -0.2939002E+04, -0.2350954E+04
02/05/2011 14:30:00,  0.2000008E+02, -0.5659638E-07,  0.1999984E+03, -0.1118362E+03, -0.2605929E+04, -0.2195096E+04
02/05/2011 14:45:00,  0.2000006E+02, -0.5594826E-07,  0.1999983E+03, -0.1017948E+03, -0.2256145E+04, -0.1995471E+04
02/05/2011 15:00:00,  0.2000009E+02, -0.5481779E-07,  0.1999986E+03, -0.9398869E+02, -0.1986258E+04, -0.1840324E+04
02/05/2011 15:15:00,  0.1999999E+02, -0.5358720E-07,  0.1999975E+03, -0.8249886E+02, -0.1667692E+04, -0.1613746E+04
02/05/2011 15:30:00,  0.2000009E+02, -0.5250907E-07,  0.1999985E+03, -0.7591476E+02, -0.1477879E+04, -0.1483768E+04
02/05/2011 15:45:00,  0.2000005E+02, -0.5158419E-07,  0.1999982E+03, -0.7608560E+02, -0.1432638E+04, -0.1486015E+04
02/05/2011 16:00:00,  0.2000008E+02, -0.5044168E-07,  0.1999986E+03, -0.7811763E+02, -0.1420886E+04, -0.1524521E+04
02/05/2011 16:15:00,  0.2000011E+02, -0.4918627E-07,  0.1999989E+03, -0.6177983E+02, -0.1075816E+04, -0.1204717E+04
02/05/2011 16:30:00,  0.1999999E+02, -0.4803206E-07,  0.1999977E+03, -0.4192613E+02, -0.6889156E+03, -0.8166529E+03
02/05/2011 16:45:00,  0.2000003E+02, -0.4706903E-07,  0.1999984E+03, -0.3162082E+02, -0.4867386E+03, -0.6150208E+03
02/05/2011 17:00:00,  0.1999997E+02, -0.4590554E-07,  0.1999982E+03, -0.2897599E+02, -0.4375951E+03, -0.5632701E+03
02/05/2011 17:15:00,  0.2000006E+02, -0.4441947E-07,  0.1999995E+03, -0.3796468E+01,  0.8210327E+02, -0.6991003E+02
02/05/2011 17:30:00,  0.2000010E+02, -0.4289463E-07,  0.2000003E+03,  0.2428481E+02,  0.8647589E+03,  0.4861383E+03
02/05/2011 17:45:00,  0.2000011E+02, -0.4172481E-07,  0.2000006E+03,  0.3333027E+02,  0.1179766E+04,  0.6670030E+03
02/05/2011 18:00:00,  0.2000004E+02, -0.4049210E-07,  0.2000002E+03,  0.2972219E+02,  0.1051865E+04,  0.5947963E+03
02/05/2011 18:15:00,  0.1999998E+02, -0.3896362E-07,  0.1999998E+03,  0.4910522E+02,  0.1728725E+04,  0.9824142E+03
02/05/2011 18:30:00,  0.2000007E+02, -0.3737938E-07,  0.2000009E+03,  0.7558585E+02,  0.2653279E+04,  0.1511962E+04
02/05/2011 18:45:00,  0.2000002E+02, -0.3618838E-07,  0.2000006E+03,  0.8147715E+02,  0.2857345E+04,  0.1629725E+04
02/05/2011 19:00:00,  0.2000001E+02, -0.3510943E-07,  0.2000006E+03,  0.7612538E+02,  0.2668499E+04,  0.1522645E+04
02/05/2011 19:15:00,  0.2000001E+02, -0.3370123E-07,  0.2000007E+03,  0.8729702E+02,  0.3058364E+04,  0.1746045E+04
02/05/2011 19:30:00,  0.2000005E+02, -0.3224476E-07,  0.2000012E+03,  0.1053730E+03,  0.3690092E+04,  0.2107536E+04
02/05/2011 19:45:00,  0.2000008E+02, -0.3101336E-07,  0.2000015E+03,  0.1057847E+03,  0.3703802E+04,  0.2115750E+04
02/05/2011 20:00:00,  0.2000005E+02, -0.2999931E-07,  0.2000013E+03,  0.9572506E+02,  0.3351294E+04,  0.1914544E+04
02/05/2011 20:15:00,  0.2000001E+02, -0.2884230E-07,  0.2000010E+03,  0.9255452E+02,  0.3240057E+04,  0.1851126E+04
02/05/2011 20:30:00,  0.2000003E+02, -0.2765744E-07,  0.2000012E+03,  0.9766617E+02,  0.3418781E+04,  0.1953353E+04
02/05/2011 20:45:00,  0.1999996E+02, -0.2659161E-07,  0.2000005E+03,  0.9461810E+02,  0.3311965E+04,  0.1892388E+04
02/05/2011 21:00:00,  0.2000007E+02, -0.2569479E-07,  0.2000016E+03,  0.8740105E+02,  0.3059281E+04,  0.1748046E+04
02/05/2011 21:15:00,  0.2000007E+02, -0.2492315E-07,  0.2000016E+03,  0.7066972E+02,  0.2473627E+04,  0.1413418E+04
02/05/2011 21:30:00,  0.2000003E+02, -0.2416997E-07,  0.2000012E+03,  0.5971727E+02,  0.2090256E+04,  0.1194370E+04
02/05/2011 21:45:00,  0.1999995E+02, -0.2347189E-07,  0.2000005E+03,  0.5049263E+02,  0.1767371E+04,  0.1009879E+04
02/05/2011 22:00:00,  0.2000006E+02, -0.2285202E-07,  0.2000017E+03,  0.4458413E+02,  0.1560559E+04,  0.8917110E+03
02/05/2011 22:15:00,  0.2000007E+02, -0.2226749E-07,  0.2000017E+03,  0.1390159E+02,  0.4870872E+03,  0.2781324E+03
02/05/2011 22:30:00,  0.2000012E+02, -0.2169434E-07,  0.2000022E+03, -0.1394635E+02, -0.4851421E+03, -0.2783396E+03
